text,CIR_PUNISHMENT,GENERAL_CIRCUM,reject,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ,REGRET,RESPO,CONFESSION,CIRCUM_OFFENSE,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
הנאשם הורשע לפי הודאתו בכך שבדצמבר 2015 גידל בביתו 49 שתילי קנביס במשקל כולל של 300 גרם.,,,,['קנביס (קנאביס)'],['[300 - גרם]'],"['לא בעל המעבדה, בעל הסמים']",,,,,,,,
"לשם גידול השתילים השתמש הנאשם במעין חממה תוך ביתית שהורכבה בין היתר מאוהל שחור, טפטפת, מד לחות, שנאי עם רפלקטור ומנורה, ספוגי בידוד, מנורת לד, שלט לחות וטמפרטורה, קוצב זמן ומאוורר.",,,,,,,['כן'],,,,,,,
"עוד החזיק הנאשם לצורכי גידול הסם והכנתו בין היתר ב""דשן מעבדה"", מזרק, משקל מאזניים ומטחנה.",,,,['הסוג של הסמים המוזכרים בטקסט הוא [קנביס]'],,"['לא בעל המעבדה, בעל הסמים']",['כן'],,,,,,,
בביתו של הנאשם נתפסו גם     כ-7 גרם קנביס נוספים.,,,,,,,,,,,,,,
במעשיו הפר הנאשם את האיסור שהטילה המדינה על גידול קנביס והחזקתו כחלק ממאבקה בצריכת חומרים משני תודעה.,,,,,,,,,,,,,,
"משקלם של צמחי הקנביס שנתפסו היה קטן יחסית למספרם, אך כמובן שכטבעם של צמחים הם היו בעלי פוטנציאל גדילה (אם כי הנאשם טען בפניי בדברו האחרון שלא הצטיין בגידולם).",,,,,,,,,,,,,,
על אף מציאת משקל לא נטען בפניי כי הנאשם גידל את הצמחים כדי לסחור בקנביס.,,,,,,,,,,,,,,
"הנאשם בן 27, נשוי ואב לתינוקת בת חודש, ועובד בשנתיים האחרונות כעובד תחזוקה ברכבת ישראל כעובד קבלן ולמעשה כקבלן משנה של חבר.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
לחובתו אין עבר פלילי כלשהו.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : כן']",,,,,,,,,,,,
"קצינת המבחן התרשמה כי הנאשם הצליח ""לחולל שינוי חיובי באורחות חייו בכוחות עצמו"" (הנאשם סיפר לקצינת המבחן כי בתקופת ביצוע העבירות השתמש באופן אינטנסיבי בסמים וחדל מכך לאחר מעצרו בתיק זה בכוחות עצמו).",,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
על מנת שלא לפגוע ביציבותו התעסוקתית וביכולתו של הנאשם לפרנס את משפחתו המליץ שירות המבחן שיוטל על הנאשם שירות לתועלת הציבור בהיקף של 250 שעות ולא עבודות שירות.,,"['1 : כן', '2 : כן', '3 : לא', '4 : לא', '5 : כן', '6 : לא', '7 : כן', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
הנאשם הביע חשש שיאבד את מקום עבודתו אם יוטל עליו עונש של עבודות שירות.,,"['1 : כן', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
הנאשם הדגיש שהוא מפרנס את אשתו ואת התינוקת שנולדה להם לאחרונה.,,"['1 : לא', '2 : כן', '3 : לא', '4 : לא', '5 : כן', '6 : לא', '7 : כן', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
לבסוף הביע הנאשם את אמונתו שלא יחזור שוב לבית המעצר.,,,,,,,,,,,,,,
"בהתחשב בכך שהנאשם נעדר עבר פלילי, בנסיבותיו האישיות ובתסקיר החיובי בעניינו כמו גם בחלוף הזמן מאז ביצוע העבירה הביעה התובעת את עמדתה כי יש מקום לגזור על הנאשם עונש שבתחתית מתחם העונש ההולם שלו טענה – 6 חודשי מאסר שירוצו בעבודות שירות.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : כן', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,,,
"הסניגור תלה את עיקר יהבו בנסיבותיו האישיות של הנאשם שפורטו לעיל, והתייחס גם לחלוף הזמן, לתסקיר החיובי שמלמד על השינוי שחל אצל הנאשם שכיום מקיים אורח חיים נורמטיבי ולהיעדר עבר פלילי.",,"['1 : כן', '2 : לא', '3 : לא', '4 : לא', '5 : כן', '6 : לא', '7 : כן', '8 : כן', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,,,
"היעדר עבר פלילי, נטילת האחריות של הנאשם והשינוי החיובי שהתחולל בחייו, השפעתו הצפויה של העונש שיגזר עליו, על אשתו ועל התינוקת בת החודש שנולדה להם לאחרונה וחלוף הזמן מאז ביצוע העבירה כל אלה מצדיקים כטענת התובעת לכל היותר הטלת עונש הנמצא ברף התחתון של מתחם העונש ההולם.",,"['1 : לא', '2 : כן', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : כן', '8 : כן', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,,,
חודשיים מאסר בפועל שירוצו בעבודות שירות במקום ובתנאים שקבע הממונה על עבודות שירות.,,,,,,,,,,,,['הנאשם קיבל חודשיים מאסר בפועל'],[],[]
"6 חודשים מאסר על תנאי לשלוש שנים שלא יעבור עבירה לפי פקודת הסמים המסוכנים [נוסח חדש], תשל""ג-1973, שהיא פשע.",,,,,,,,,,,,[],['6 חודשי מאסר על תנאי'],[]
"3 חודשים פסילת רישיון נהיגה על תנאי לשלוש שנים שלא ישוב ויעבור עבירה על פקודת הסמים המסוכנים [נוסח חדש], תשל""ג-1973.",,,,,,,,,,,,[],[],[]
"קנס בסך 1,000 ₪ שישולם עד ליום 1.12.2019.",,,,,,,,,,,,[],[],"['1,000 ₪']"
