text,CIR_PUNISHMENT,GENERAL_CIRCUM,reject,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ,REGRET,RESPO,CONFESSION,CIRCUM_OFFENSE,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
"הנאשם הורשע על סמך הודאתו בכך שב-12.4.2020 גידל ב""מעבדה"" בדירתו עשרות שתילי קנביס במשקל כולל של 12 ק""ג.",,,,['קנביס (קנביס)'],"['[12 - ק""ג]']",['לא בעל המעבדה'],,,,,,,,
במעשהו פגע הנאשם במאבקה של המדינה בצריכה לא מבוקרת של חומרים משני תודעה.,,,,,,,,,,,,,,
תהליך דה-קרימינליזציה זה הצטרף ללגליזציה החלקית של הקנביס בהכשרתו כתכשיר רפואי ברשיון.,,,,,,,,,,,,,,
הנאשם בן 33.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
לחובתו ארבע הרשעות קודמות.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
זמן קצר לאחר שבוצעה העבירה שהוא נותן עליה את הדין בפניי קיבל הנאשם רישיון לשימוש בקנביס מסיבות רפואיות.,,,,,,,,,,,,,,
"ממסמכים שהוגשו לעיוני עולה כי הנאשם נפגע בשנים האחרונות בנפילה במדרגות ובשתי תאונות דרכים וסובל מכאבים כרוניים, וככל הנראה גם מפוסט טראומה בעלת מאפיינים של דיכאון ומתסמונת שלאחר זעזוע מוח.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
מן הירידה במצבו הרגשי של הנאשם התרשמתי באופן בלתי אמצעי בהופעותיו בפניי.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"בדיון האחרון אף ניכר היה כי הנאשם ירד באופן משמעותי במשקלו (במסמכים צוין שרזה ב-10 ק""ג).",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"בת זוגו של הנאשם סיפרה על חייהם המשותפים ועל אתגרים לא פשוטים שניצבים בפניהם, על התמודדותו של הנאשם עם הקשיים הבריאותיים והנפשיים (ובהם חרדות ובעיות שינה) ועל העובדה שהוא עובד לפרנסתו.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
בתסקירי שירות המבחן תואר רקעו של הנאשם שכילד נהג אביו להכותו.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
האב גם היה מכור להימורים וסיבך את המשפחה כלכלית.,,"['1 : לא', '2 : כן', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
מאוחר יותר לקה האב באירוע מוחי והפך סיעודי.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
הנאשם סיים 10 שנות לימוד בלבד ועבד מגיל 16.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"בצבא שירת כנער מקא""ם (מרכז קידום אוכלוסיות מיוחדות).",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"מאוחר יותר שילב שירות המבחן את הנאשם בקבוצה טיפולית, אך הנאשם לא הקפיד להתייצב למפגשיה בזמן, לא נחשף בפני שאר המשתתפים בצורה מספקת ושירות המבחן התרשם שההשתתפות בה לא תרמה לו.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"הנאשם עצמו תיאר בפניי את העבירה שעבר כ""מעשה גרוע מאד"", אך ביקש לקבל הזדמנות להתקדם ולהתפתח.",,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"בהתחשב בכך שהנאשם נמצא בפוסט טראומה עם מאפיינים של דיכאון (שמביטויים חיצוניים שלהם התרשמתי באופן בלתי אמצעי בדיון האחרון), אינני מוצא שיש להחמיר בעונשו בשל האמור בתסקיר שירות המבחן.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
הנאשם הודה בפניי בביצוע העבירה ובכך לקח אחריות למעשיו.,,,,,,,,['לא'],['כן'],['כן'],,,,
"במשך תקופה ארוכה שיתף פעולה עם שירות המבחן באופן מלא, ונראה כי צמצום שיתוף הפעולה שלו לאחרונה מושפע ממצבו הנפשי כאמור בתסקיר עצמו.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
בסיכומו של עניין עומדות לנאשם נסיבות מקלות רבות שאינן קשורות בביצוע העבירה: מצבו הנפשי והבריאותי של הנאשם (שבשל צנעת הפרט לא את כל נסיבותיו פירטתי לעיל); הזמן הרב שחלף מאז ביצוע העבירה; נטילת האחריות שהתבטאה בהודאתו בבית המשפט; חזרתו של הנאשם למוטב שמתבטאת בכך שבזמן שחלף מאז ביצוע העבירה לא נאשם בביצוע עבירות אחרות; נסיבות חיים קשות עוד מתקופה הילדות; העונש שיוטל על הנאשם צפוי לפגוע גם בבת זוגו (קביעה זו מתבססת בין היתר על עובדה ספציפית שלא פירטתי לעיל בשל צנעת הפרט).,,"['1 : כן', '2 : כן', '3 : לא', '4 : כן', '5 : לא', '6 : לא', '7 : כן', '8 : כן', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,,,
הנסיבה המחמירה היחידה היא שלנאשם יש עבר פלילי.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
5 חודשי מאסר בפועל בניכוי ששת ימי מעצרו (12.4.2020-17.4.2020).,,,,,,,,,,,,['הנאשם קיבל 5 חודשי מאסר בפועל'],[],[]
שישה חודשי מאסר על תנאי למשך 3 שנים שלא ישוב ויעבור עבירת סמים שהיא פשע.,,,,,,,,,,,,[],['הנאשם קיבל שישה חודשי מאסר על תנאי'],[]
"הנאשם יתחייב על סכום של 8,000 ₪ שלא יעבור בשלוש השנים הקרובות עבירת סמים שהיא פשע.",,,,,,,,,,,,[],[],"['8000 ש""ח']"
"לנוכח נסיבותיהם האישיות של הנאשם ובת זוגו, ובהתחשב בפגיעה הכלכלית הקשה כתוצאה מהטלת עונש של עבודות שירות, אינני מוצא מקום לגזור על הנאשם קנס.",,,,,,,,,,,,,,
"הואיל ואין קשר בין העבירה שבה הורשע הנאשם לשימוש ברכב, אינני מוצא מקום לגזור עליו פסילת רשיון מסוג כלשהו.",,,,,,,,,,,,,,
אני מורה על השמדת הסמים שנתפסו ועל חילוט יתר הפריטים שנתפסו.,,,,,,,,,,,,[],[],[]
