text,CIR_PUNISHMENT,GENERAL_CIRCUM,reject,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ,REGRET,RESPO,CONFESSION,CIRCUM_OFFENSE,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
"בתאריך 30.9.15, הגיע הנאשם לדירת הסוכן והסוכן ביקש ממנו לספק לו 100 גרם סם מסוג קוקאין.",,,,"['הסוג הוא [קוקאין], כפי שמצוין בטקסט: ""הסוכן ביקש ממנו לספק לו 100 גרם סם מסוג קוקאין.""']",['[100 - גרם]'],,,,,,,,,
"בהמשך לכך, בתאריך 27.11.15 הנאשם סיפק לסוכן כ- 48 גרם קוקאין וקיבל ממנו בתמורה לסם סך של 29,500 ₪.",,,,"['[קוקאין], [קוקאין]']",['[48 - גרם]'],"['לא בעל המעבדה, בעל הסמים']",,,,,,,,
"בתאריך 13.12.15 הסוכן יצר קשר עם הנאשם וביקש לרכוש 50 גרם קוקאין ובתאריך 18.12.15 הנאשם מכר לסוכן כ- 48 גרם קוקאין וקיבל ממנו תמורתם 29,500 ₪.",,,,"['[קוקאין], [קוקאין]']",['[48 - גרם]'],"['לא בעל המעבדה, בעל הסמים']",,,,,,,,
"על יסוד הודאת הנאשם בעובדות כאמור, הוא הורשע בעבירה של סחר בסם מסוכן, לפי סעיף 13 לפקודת הסמים המסוכנים[נוסח חדש] התשל""ג-1973.",,,,,,,,,,['כן'],,,,
42 חודשי מאסר בפועל.,,,,,,,,,,,,,,
29585-06-12 באופן שששה חודשים ממנו יהיו במצטבר למאסר שיוטל עליו כאן וששה חודשים בחופף לו.,,,,,,,,,,,,[],['הנאשם קיבל 6 חודשי מאסר על תנאי'],[]
"וקנס בסך 10,000 ₪.",,,,,,,,,,,,[],[],"['10,000 ₪']"
"הנאשם סיפר, כי לפני כשנה וחצי הוא רדף אחרי מחבל ותוך כדי כך שבר את קרסולו, ומאז הוא סובל מכאב וממגבלת תנועה ובעקבות זאת הוא הוכר על ידי המל""ל כנכה בדרגה של 100 אחוז.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : כן', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,,,
"לדבריו, הוא מתכוון להשתלב בטיפול בכלא, בבעיית צריכת הסמים שלו, והוא מעוניין להשתקם.",,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"כאן, מדובר על שתי עסקאות של מכירת קוקאין, כל אחת במשקל של כ- 48 גרם, שהתמורה ששולמה במסגרתן מתקרבת ל- 60,000 ₪.",,,,"['הסוג הוא [קוקאין], כפי שמצוין בטקסט: ""כאן, מדובר על שתי עסקאות של מכירת קוקאין, כל אחת במשקל של כ- 48 גרם, שהתמורה ששולמה במסגרתן מתקרבת ל- 60,000 ₪.""']",['[2 - גרם]'],['[בעל הסמים]'],,,,,,,,
"לנאשם עבר פלילי, הכולל, עבירות סמים, בעילת קטינה מתחת לגיל 14, ועבירות רכוש.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : כן']",,,,,,,,,,,,
"בתאריך 24.1.13 הנאשם נדון על החזקת כ- 17.5 קילוגרם חשיש שלא לצריכה עצמית, בין היתר ל- 30 חודשי מאסר בפועל מיום 6.6.12 ול- 12 חודשי מאסר על תנאי למשך 3 שנים מיום שחרורו מהמאסר שלא יעבור עבירת פשע.",,,,,,,,,,,,[],['הנאשם קיבל 12 חודשי מאסר על תנאי למשך 3 שנים מיום שחרורו מהמאסר'],[]
"חומרת מעשי הנאשם והעובדה שלחובתו הרשעות קודמות בנושא סמים, כולל מאסר על תנאי בר הפעלה, כשלעצמן, מצדיקות הטלת עונש מאסר חמור יותר מזה המוצע בהסדר הטיעון.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"בסופו של דבר, הודאת הנאשם חסכה משאבים הכרוכים בניהול המשפט עד תומו; חסכה את העדת הסוכן המשטרתי, הכרוכה באתגרים ידועים; והביאה לוודאות בהרשעה; ועונש המאסר המוצע הוא לתקופה בלתי מבוטלת.",,,,,,,,,,['כן'],,,,
42 חודשי מאסר בפועל מיום מעצרו.,,,,,,,,,,,,['42 חודשי מאסר בפועל'],[],[]
"12 חודשי מאסר על תנאי למשך 3 שנים מיום שחרורו מהמאסר, שלא יעבור עבירת פשע.",,,,,,,,,,,,[],['12 חודשי מאסר על תנאי'],[]
אני מפעיל את המאסר על תנאי שהוטל על הנאשם בת.פ.,,,,,,,,,,,,[],['הנאשם קיבל מאסר על תנאי של 12 חודשים'],[]
"הנאשם ישא 6 חודשים מתקופת המאסר על תנאי שהופעלה, במצטבר למאסר שהוטל עליו בתיק זה, ו- 6 חודשים בחופף לו.",,,,,,,,,,,,[],['הנאשם קיבל 6 חודשי מאסר על תנאי'],[]
"בסך הכל ישא הנאשם 48 חודשי מאסר בפועל, מיום מעצרו.",,,,,,,,,,,,['48 חודשי מאסר בפועל'],[],[]
"קנס בסך 10,000 ₪ או חודשיים מאסר תחתיו.",,,,,,,,,,,,[],[],"['10,000 ₪']"
"תשומת לב גורמי הטיפול בשב""ס לבקשת הנאשם להשתלב בכלא בטיפול בתחום הסמים.",,,,,,,,,,,,,,
