text,CIR_PUNISHMENT,GENERAL_CIRCUM,reject,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ,REGRET,RESPO,CONFESSION,CIRCUM_OFFENSE,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
"בהתאם לעובדות כתב-האישום בתיק המצורף השני, ביום 16.2.2012 בסמוך לשעה 20:40, ברחוב שלמה בן יוסף בירושלים, החזיק הנאשם ברכבו, בעת שהיה ביחד עם אחר,  נטו חשיש לצריכה עצמית, וזאת ללא היתר או רישיון כדין.",,,,['קנביס (קנאביס)'],,,,,,,,,,
"הנאשם הודה בעובדות האמורות במסגרת התיק המצורף השני, ובגין כך הורשע בעבירה נוספת של החזקת סמים לצריכה עצמית לפי סעיף 7(א) ו- 7(ג) סיפא לפקודת הסמים.",,,,,,,,,,['כן'],,,,
"בהתאם לעובדות כתב-האישום בתיק המצורף השלישי, ביום 31.5.2012 נפסל הנאשם מלנהוג לתקופה של 3 חודשים על-ידי משרד הרישוי בירושלים.",,,,,,,,,,,,,,
"הנאשם הודה בעובדות האמורות במסגרת התיק המצורף השלישי, ובגין כך הורשע בעבירות של נהיגה בזמן פסילה לפי סעיף 67 לפקודת התעבורה [נוסח חדש], התשכ""א-1961 (להלן: פקודת התעבורה); נהיגה ללא רישיון נהיגה תקף לפי סעיף 10 לפקודת התעבורה; וכן שימוש ברכב ללא פוליסת ביטוח בת תוקף לפי סעיף 2 לפקודת ביטוח רכב מנועי [נוסח חדש], התש""ל-1970.",,,,,,,,,,['כן'],,,,
"מהתסקיר עולה כי הנאשם כבן 30, נשוי ואב לשלושה ילדים בגילאים 2-6, מתגורר עם משפחתו בשכונת מגורים ארעית המסופחת ליישוב אפרת.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"בקצרה ייאמר כי הנאשם חווה קשיים וטראומות במסגרת משפחת מוצאו בה שני ההורים היו מכורים לסמים, האב נהג באלימות קשה כלפי בני-ביתו ואף ביצע מספר ניסיונות אובדניים לעיני ילדיו.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"ילדותו של הנאשם בתנאי דחק ועזובה הותירה בו משקעים נפשיים ורגשיים, והשפיעה על התפתחותו והתנהלותו התקינה.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"עקב הקשיים האמורים, הנאשם שולב במסגרות חוץ-ביתיות מגיל צעיר.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"בהיותו כבן 16, על רקע קשיים לימודיים והתנהגותיים, עזב את לימודיו, עבר להתגורר בבית סבתו בירושלים ועבד לפרנסתו בבית-דפוס מקומי.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"בגיל 18 גויס הנאשם לצה""ל.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,,,
"לאחר שלא אושרה בקשתו להכיר בו כחייל בודד, ערק מן השירות הצבאי ועבד לפרנסתו.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"בהמשך, נדון הנאשם למאסר בכלא צבאי ולאחר מכן שוחרר מהצבא על רקע אי התאמה.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"לאחר שחרורו של הנאשם מצה""ל עבד באופן קבוע במכולת מקומית, ובהמשך עבד כטבח במשך 6 שנים באותה מסעדה.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
בשנתיים האחרונות עובד הנאשם כעצמאי בתחום הבנייה והשיפוצים.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"מהתסקיר עולה כי לחובת הנאשם רישום קודם של אי-הרשעה בגין עבירת מרמה בגינה נדון לשל""צ.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : כן']",,,,,,,,,,,,
"בנוסף, לחובת הנאשם הרשעה קודמת בעבירות של איומים, היזק לרכוש ושימוש בסמים, בגינן נדון למאסר על-תנאי ושל""צ.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"אשר לעבירות נשוא התיק העיקרי והתיקים המצורפים – הנאשם נטל אחריות לביצוע העבירה נשוא התיק העיקרי, שעניינה שימוש בלתי זהיר בחומר נפיץ, ואף הביע חרטה על ביצועה.",,,,,,,,,['כן'],,,,,
אשר לעבירות נשוא התיקים המצורפים הראשון והשני - הנאשם נטל אחריות מלאה על שתי העבירות של החזקת סמים לצריכה עצמית.,,,,,,,,,,,,,,
מדבריו עלה כי הוא מודע לבעיית השימוש בסמים ומעוניין לטפל בה.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
