text,CIR_PUNISHMENT,GENERAL_CIRCUM,reject,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ,REGRET,RESPO,CONFESSION,CIRCUM_OFFENSE,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
"במסגרת קשר שקשר הנאשם עם אחרים, לייבוא סם מסוכן מאמסטרדם לישראל – חלקו המדויק של הנאשם בתוכנית הקשר יפורט  בהמשך – בלע רועי קאסר ז""ל (להלן: ""המנוח"") 69 חבילות, שהכילו 486.88 גרם קוקאין.",,,,"['[קוקאין], [קוקאין]']",['[486.88 - גרם]'],"['[בעל הסמים, לא בעל המעבדה]']",,,,,,,,
"במהלך פרשת התביעה, חזרה בה המאשימה, באופן עצמאי, מעבירת ההריגה, והנאשם זוכה ממנה.",,,,,,,,,,,,,,
"הנאשם הורשע, על יסוד הודאתו, בכתב אישום מתוקן, בעבירות  של קשירת קשר לביצוע פשע לפי סעיף לחוק העונשין, התשל""ז-1977 (להלן: ""החוק""); ניסיון לייבוא סמים מסוכנים, לפי סעיף 13 לפקודת הסמים המסוכנים [נוסח חדש], התשל""ז-1977 (להלן: ""פקודת הסמים המסוכנים""), ביחד עם סעיף 25 לחוק; ייבוא סמים מסוכנים, לפי סעיף 13 לפקודת הסמים המסוכנים; השמדת ראייה, לפי סעיף 242 לחוק; ושיבוש הליכי משפט – לפי סעיף 244 לחוק.",,,,,,,,,,['כן'],,,,
"ואלה עיקרי עובדות כתב האישום המתוקן, בהן הודה והורשע הנאשם:",,,,,,,,,,,,,,
"במועד שאינו ידוע במדויק, קשרו יובל ומקסים אזולאי (להלן: ""מקסים""), קשר עם רפי פיראואנדי (להלן: ""רפי""), לייבא סמים מסוכנים מסוג קוקאין מאמסטרדם שבהולנד לישראל.",,,,"['הסוג הוא [קוקאין], כפי שמצוין בטקסט: ""סמים מסוכנים מסוג קוקאין""']",,,,,,,,,,
"הנאשם שילם תמורת המכשירים סך של 1,850 ₪ מתוך הכסף המוחזק.",,,,,,['לא בעל המעבדה'],,,,,,,,
"רפי אמר לנאשם שימסור לו 200 גרם קוקאין, אותם עליו להעביר לבלדר האחר.",,,,"['הסוג הוא [קוקאין], כפי שמצוין בטקסט: ""רפי אמר לנאשם שימסור לו 200 גרם קוקאין, אותם עליו להעביר לבלדר האחר.""']",,['לא בעל הסמים'],,,,,,,,
"לאחר מספר ימים, אמר רפי לנאשם שהבלדר האחר התחרט ואינו מעוניין לייבא את הסמים לישראל.",,,,,,,,,,,,,,
"כמו כן מסר הנאשם לרפי סכום של 5,000 יורו לבקשת מקסים.",,,,,,,,,,,,,,
"במהלך המפגשים, סיפר המנוח ליובל על קשייו הכלכליים ועל חובות שצבר.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"יובל הציע למנוח, בתמורה לייבוא הסמים, סך של 50,000 ₪.",,,,,,,,,,,,,,
"המנוח הסכים להצטרף לקשר ולייבא את הסמים באופן שנקבע על ידי יובל, וכך גם הנאשם.",,,,,,,,,,,,,,
"הנאשם דיווח ליובל שהגיע למשרד ואמר למנוח ולנאשם שהמנוח ""מוכן"" לייבא את הסמים.",,,,,,,,,,,,,,
"יובל עשה את המעשים המתוארים בסעיפים טו-כא, בנוכחות הנאשם, ומבלי שיובל או הנאשם הסבירו למנוח את סכנת החיים הממשית הטמונה בבליעת כמות עצומה של סמים מסוכנים מסוג קוקאין, שיובל שלח אותו לייבא במסגרת הקשר.",,,,"['הסוג הוא [קוקאין], כפי שמצוין בטקסט: ""יובל שלח אותו לייבא במסגרת הקשר סמים מסוכנים מסוג קוקאין.""']",,"['לא בעל המעבדה, בעל הסמים']",,,,,,,,
"רפי והאחרים העבירו לנאשם סם מסוכן מסוג קוקאין, במשקל של 486.88 גרם, מוסתר בתוך כיסוי של מחשב לוח (טאבלט) (להלן: ""הסמים"").",,,,"['הסוג הוא [קוקאין], כפי שמצוין בטקסט: ""רפי והאחרים העבירו לנאשם סם מסוכן מסוג קוקאין.""']",['[486.88 - גרם]'],"['לא בעל המעבדה, בעל הסמים']",,,,,,,,
הנאשם נפגש עם המנוח ומסר לו את הסמים.,,,,,,,,,,,,,,
"יובל רכש עבור המנוח את הכדורים ולאחר מכן הביא למנוח מזון, הכול כדי להאיץ את הוצאת הסמים מגופו של המנוח.",,,,,,,,,,,,,,
"מיד לאחר מכן, במהלך הטיפול הרפואי שניתן למנוח במקום, הוא הפסיק לנשום ואיבד דופק.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"בדיקה נוירולוגית שנערכה למנוח העידה על פגיעה איסכימית, היעדר החזרי גזע מוח ובצקת מוחית.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"בתאריך 1.2.16 נערך למנוח ניתוח בטן, במהלכו הוצאו ממעיו 69 אריזות המכילות את הסמים.",,,,,,,,,,,,,,
"בעקבות זאת, ביום 14.9.16, זוכה הנאשם מעבירת ההריגה לפי סעיף 298 לחוק, שיוחסה לו במקור, והורשע, על יסוד הודאתו, בעבירות המפורטות בסעיף 2 לעיל.",,,,,,,,,,['כן'],,,,
"לחובת הנאשם, כבן 42, הרשעה משנת 2005 בעבירה של החזקת סמים שלא לצריכה עצמית, בגינה נדון, בין היתר, ל- 20 חודשי מאסר בפועל, וכן הרשעה ישנה בעבירה של החזקת נכס החשוד כגנוב  (ת/82).",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,,,
"מטעם ההגנה העיד אבי הנאשם, מר חיים קובלסקי, שמסר כי הסתבכות הנאשם בפלילים היא תולדה של תמימות וטיפשות, בגינן הסתבך עם גורמים עברייניים.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"עוד הוגשו לבית המשפט מכתב רעיית הנאשם (נ/10), ואסופת מכתבי המלצה (נ/11), שהמשותף למרביתם הוא תיאור הסבל הרב שנגרם למשפחת הנאשם בעקבות הסתבכותו; וכן תלוש שכר של הרעייה (נ/12), שנועד לתמוך בטענת ההגנה בדבר הקשיים הכלכליים אליהם נקלעה משפחת הנאשם, בעקבות מעצרו.",,"['1 : לא', '2 : כן', '3 : לא', '4 : לא', '5 : כן', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
