,sentence,true_label,predicted_label,probabilities
290,"הגם שתיאום העסקאות נעשה מול המעורב הנוסף – ודים, הרי עולה מכתב האישום, כי הנאשם הוא שסיפק את הסמים בכל אחת מהעסקאות והנאשם הוא זה שבסופו של דבר, קיבל את הכסף לידיו.",0,1,0.99996364
234,"בענייננו מדובר במספר הזדמנויות לא ידוע במדויק בהן ביצע הנאשם עבירות סחר בסם, על פני תקופה בת כארבעה חודשים; הנאשם הוא המבצע העיקרי, נערך למכירת הסם באמצעות רכישת ""מלאי"" ויצירת מאגר לקוחות באמצעות פרסום.",0,1,0.9999629
866,"עוד עמד על הנסיבות לחומרה שהן חלקו המרכזי בביצוע העבירה, התכנון המוקדם, ההסלקה המתוחכמת, סוג הסם והסכנות הנלוות לשימוש בו והמניע הכלכלי לביצוע העבירה.",0,1,0.999962
806,"נוכח התכנון שקדם לביצוע העבירה, אופייה, כמות הסם שהעביר הנאשם ארצה, והתמורה שצפוי היה לקבל בדמות ""שמיטת החובות"" שצבר לגורמים שעמדו מאחורי הייבוא, אין מקום לספק בדבר הבנתו המלאה של הנאשם את הפסול החמור שדבק במעשהו.",0,1,0.9999616
203,"בנוגע לשותף (הנאשם 2), אשר אף הוא הודה בביצוע שתי עבירות של סחר בסם מסוכן מסוג קוקאין, במשקל כולל של כ- 0.3 גרם בתמורה לסך כולל של 200 ₪, המדינה הגיעה להסדר טיעון אשר כלל הסכמה עונשית.",0,1,0.9999615
150,"בחינה כללית וראשונית של נסיבות ההסתבכות הנוכחית עם החוק העלתה כי הנאשם מודה במיוחס לו וכי באותה תקופה כבר החזיק ברישיון שימוש בקאנביס רפואי, אולם לדבריו הכמויות שאושרו לו לא ענו על צרכיו, ועל כן גם קנה סם באופן לא חוקי והיה מעורב בקשר עם גורמי סחר.",0,1,0.99996066
259,בתאריך 4.7.23 סמוך לשעה 15:30 הגיע הסוכן המשטרתי לתחנת הסמים לצורך ביצוע עסקת סמים ופגש בנאשם 1.,0,1,0.9999591
179,"במועדים שאינם ידועים במדויק למאשימה עובר ליום 21.10.20, עמד הנאשם בקשר עם אדם בשם Jairo Zuluaga (להלן: ""איירו"") אותו הכיר בקולומביה, בעניין ייבוא סם האיוואסקה.",0,1,0.9999583
694,"למקום הגיע שוטר שהיה לבוש מדים של חברת ""פדקס"" ומסר לידי הנאשם את שתי חבילות הסם.",0,1,0.99995756
867,"עוד עמדה על הצורך להיאבק בתופעת גידול הסמים והפצתם באמצעות ענישה משמעותית ומרתיעה, ועל נסיבות ביצוע העבירה, חלקו הבלעדי של הנאשם בתכנון המוקדם, הכנת המקום וציודו בציוד מתאים, כשפעל ממניע כלכלי לרווח קל ומהיר.",0,1,0.99995744
892,"על פי הנטען בחלק הכללי של כתב האישום, בתאריך 19.7.2019 בשעה שאינה ידועה למאשימה, הנאשם ויוסף שוקרון (להלן: ""האחר""), קשרו קשר למכור סמים יחד עם ציון בן יוסף (להלן: ""המתלונן"").",0,1,0.9999572
502,"התביעה טענה כי מידת הפגיעה בערכים המוגנים היא גבוהה, וזאת נוכח מיקום ביצוען של עסקאות הסמים – סמוך לבית הנאשם, הכמות שסיפק לסוכן – פי 16 מהחזקה הקבועה בחוק להחזקת הסמים לצריכה עצמית, וכן נוכח הזמן הקצר שחלף בין המועד שבוא נוצר הקשר בין הנאשם לסוכן ביחס לעסקת הסם, ועד ביצועה בפועל (יוער כי במקום אחר בסיכומיה טענה התביעה כי מידת הפגיעה בערכים המוגנים היא בינונית).",0,1,0.99995494
511,"התכנון שקדם לביצוע העבירות: הנאשם החזיק תחנת סמים במועדים הרלוונטיים לכתב האישום, כשהוא מתגורר במקום יחד עם משפחתו, וברור כי קדם תכנון לביצוע העבירות.",0,1,0.99995387
824,"נסיבותיו של האירוע אינן פשוטות, עת הופעלה אלימות קשה כלפי המתלונן על ידי שותפו של הנאשם אשר שימש שליח עבור הנאשם והאחר, לביצוע עסקאות הסם.",0,1,0.99995244
891,"על פי הנטען באישום השישי ביום 3.9.2019 בשעה 22:35 או בסמוך, התחבר אטיאס נחמן (להלן: ""נחמן"") לאפליקציית טלגרס.",0,1,0.99995124
309,הוא מכר ל-א' 20 גרם קנביס תמורת 600 ₪.,1,0,0.9999459
588,"כמה?"" והסוכן אמר ""מה-K"" כשהוא מתכוון לסם מסוכן מסוג קטמין, הנאשם השיב בחיוב.",1,0,0.9999435
481,"הפנתה לנזק שהיה עלול להיגרם מביצוע העבירות, שכן מדובר בכמות גדולה של סמים מסוכנים מסוג קוקאין שאלמלא היו נמכרים לסוכן משטרתי היו מופצים בקרב הציבור עצמו והיה נגרם נזק רב.",1,0,0.9999422
434,"הנאשם צייד את המעבדה בציוד רב הכולל, בין היתר, מזגנים, מאווררים, אדניות, מנורות, שנאים, רפלקטורים, מפוחים, מסננים ובריכה.",1,0,0.99994206
36,"אמנם, הנאשם ניהל הוכחות, ובניגוד לדברי בא כוחו, אלה לא התמקדו אך בשאלת חוקיות החומר שיובא, אלא גם בשאלות כגון האם הנאשם היה מודע לכך שהחומר שייבא אינו חוקי, האם התכוון לספק את הסם שייבא גם לחבריו, והאם השליך את הבקבוק שהכיל את הסם מהחלון עם כניסת השוטרים לביתו או שמא הבקבוק נפל מידו.",1,0,0.99994075
924,ציין כי בדירה לא נתפסו משקלים ושקיות המוכנות להפצה.,1,0,0.9999361
974,"תוך עריכת ההתאמות הנדרשות אל מול הפסיקה שהובאה לעיל, בהתייחס למספר העסקאות; כמות הסם בכל עסקה; טיב הסם – קוקאין; זמינות הנאשם לספק סם זה; גובה האתנן שהועבר – מוצא בית המשפט, להעמיד את מתחם הענישה כך שינוע בין 14 ועד 28 חודשי מאסר בפועל.",1,0,0.99993515
339,המדובר בשתי עבירות של סחר בסם מסוכן מסוג קוקאין.,1,0,0.99993205
629,"לאור האמור, בהינתן עסקה בודדת וכמות סם מסוג קוקאין המצויה בטווח ההחזקה לצריכה עצמית, מצאתי לקבוע מתחם ענישה הנע בין 4 ל-12 חודשי מאסר בפועל.",1,0,0.99991715
197,"במקרה הנדון מדובר בסם שהינו נגזרת של אינדזול קרבוקסאמיד, שנכלל בפקודת הסמים המסוכנים לפני כ-7 שנים.",1,0,0.9999169
29,"אין צורך להכביר מילים אודות חומרת העבירות בהן הורשע הנאשם והפגיעה בערכים המוגנים לרבות בציבור בכללותו וודאי כאשר עסקינן בסמים שונים מסוג חשיש וMDMA וכן הפגיעה בביטחון המשתמשים בדרך בעת שהנאשם נהג ברכב וזאת למרות שלא החזיק ברישיון נהיגה בתוקף, למרות שרישיון נהיגתו נפסל על ידי בית המשפט ובהיעדר ביטוח.",1,0,0.99990964
133,"בהמשך, חרף המלצת שירות המבחן, הנאשם לא הגיע לבדיקות לאיתור סמים, ובפועל חזר לצרוך סמים מסוג קריסטל.",1,0,0.9999006
526,"זאת, בין היתר בשל כך שמכתב האישום לא ברור מה היא התקופה שבה פעלה ה""מעבדה"" בוילה בעוד שמסמך של חברת החשמל מתייחס לתקופה מוגדרת.",1,0,0.99989927
74,"ב""כ המאשימה טענה כי בשים לב לכתב האישום, העובדה שמדובר במעבדה, גניבת חשמל בנוסף לעבירת הסמים.",1,0,0.99987864
822,"נסיבות גיוסו של הנאשם לביצוע הבלדרות, לא הוכחשו ע""י המאשימה.",1,0,0.99986625
77,"ב""כ המאשימה פתחה טיעוניה באמרה שהתיק דנן הוא למעשה התיק הראשון אשר עסק בסם האייוואסקה ונוהלו בו הוכחות, בניגוד לתיקים קודמים שהסתיימו בהסדר טיעון, שבחלקם אף הגיעו הצדדים להסכמה לעניין העונש.",1,0,0.9998191
782,"מסיבה זו נטען, שאין ללמוד מעונשים מקלים בדמות עבודות שירות שניתנו בהליכים קודמים שנגעו לסם האיוואסקה לעניין העונש הראוי בענייננו, שכן בהם נלקחו בחשבון הקושי הכרוך בהבאת ראיות ובהוכחת חוקיות הסם.",1,0,0.9996278
426,הנאשם סחר בהזדמנות אחת וסייע לסחר בהזדמנות שנייה.,1,0,0.9959637
522,"וכן כי יש צורך לחדד לו כי ביצע עבירות ואין המלצה להתערבות טיפולית; לא ניתן לתרץ מעשים ופגיעה חמורה בחברה בשל קשיים כאלה ואחרים, משום שלא ניתן יהיה לקיים כך חברה תקינה; הטלת קנס מחויבת בענייננו, בשל הכמות הגדולה של סם שניסה הנאשם להכניס לארץ.",1,0,0.9955949
