text,CIR_PUNISHMENT,GENERAL_CIRCUM,reject,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ,REGRET,RESPO,CONFESSION,CIRCUM_OFFENSE,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
"הנאשם, תושב תאילנד העובד בישראל בחקלאות במושב חצבה, הודה שבחודש מאי 2019, החזיק באמצעות אחר סם מסוכן מסוג מתאמפטאמין במשקל 300 גרם.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,['הסוג הוא [מתאמפטאמין]'],['[300 - גרם]'],"['הנאשם הודה שהחזיק סמים מסוג מתאמפטמין במשקל 300 גרם, כלומר הוא היה בעל הסמים. עם זאת, לא מוזכר בפסקה שהנאשם השתמש במעבדה או היה קשור אליה']",,,,,,,,
"בהתאם לכך הוא הורשע בעבירה של החזקת סם מסוכן שלא לצריכה עצמית, לפי סעיף 7(א) ו-(ג) רישא לפקודת הסמים המסוכנים [נוסח חדש], התשל""ג-1973.",,,,,,,,,,,,,,
הודאת הנאשם באה במסגרת הסדר טיעון שבגדרו המליצו הצדדים לבית המשפט להטיל על הנאשם 24 חודשי מאסר בפועל ומאסר על תנאי.,,,,,,,,,,['כן'],,,,
"הוסיפה, כי הנאשם בן 35, נעדר עבר פלילי.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
אב לבן המתגורר בתאילנד.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
שוהה בארץ כשנתיים וחצי לצרכי פרנסה.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"עוד ציינה, כי מאסר לתושב זר קשה יותר בשל חוסר תמיכה וקשיי השפה.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"מנגד, הנאשם לקח אחריות על מעשיו, הודה, חסך הליכים משפטיים, זמן שיפוט ותשומות הכרוכות בניהול המשפט.",,,,,,,,['לא'],['כן'],['כן'],,,,
"מאסרו כזר בישראל, שאיננו מבין את השפה העברית, צפוי להיות קשה מהרגיל, ובתום תקופת מאסרו הוא צפוי להיות מגורש מישראל.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
24 חודשי מאסר בפועל.,,,,,,,,,,,,,,
"שנת מאסר על תנאי למשך 3 שנים מיום שחרורו מהמאסר, שלא יעבור עבירת סמים שהיא פשע.",,,,,,,,,,,,[],['הנאשם קיבל 12 חודשי מאסר על תנאי'],[]
