text,CIR_PUNISHMENT,GENERAL_CIRCUM,reject,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ,REGRET,RESPO,CONFESSION,CIRCUM_OFFENSE,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
"הנאשם הודה, במסגרת הסדר טיעון, כי במשך תקופה מסוימת עד ליום 13.11.17, הוא סייע לאחרים לגדל בחצר ביתו, בחממה, סם מסוכן מסוג קנביס בכמות שאינה ידועה במדויק למאשימה.",,,,['קנביס'],,,,,,['כן'],,,,
"במסגרת זו, הנאשם ביצע פעולות שונות הקשורות בגידול הסם, השקה את צמחי הסם, חיבר את החממה לחשמל ביתו ודאג לשמירת החממה.",,,,,,"['לא בעל המעבדה, בעל הסמים']",['לא'],,,,,,,
הנאשם קיבל תשלום על פעולותיו.,,,,,,,,,,,,,,
"על יסוד הודאת הנאשם בעובדות כאמור, הוא הורשע בעבירה של סיוע לגידול, ייצור הכנה והפקה של סם, לפי סעיף 6 לפקודת הסמים המסוכנים [נוסח חדש], התשל""ג-1973, וסעיף 31 לחוק העונשין תשל""ז-1977, ובעבירה של החזקת סם מסוכן שלא לצריכה עצמית, לפי סעיף 7(א) ו-(ג) רישא לפקודת הסמים המסוכנים [נוסח חדש] התשל""ג-1973.",,,,,,,,,,['כן'],,,,
"במסגרת הסדר הטיעון, המליצו הצדדים לבית המשפט להטיל על הנאשם 24 חודשי מאסר בפועל, מאסר על תנאי וקנס בסך 20,000 ₪.",,,,,,,,,,,,[],['24 חודשי מאסר בפועל'],[]
הוסיף כי הנאשם צעיר ונוצל על ידי אחרים.,,"['1 : כן', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
וציין כי יש לו בעיות רפואיות מורכבות.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
הנאשם הביע צער על מעשיו.,,,,,,,,['לא'],,,,,,
"כאן, הנאשם הורשע בסיוע לביצוע עבירת גידול הסמים ויש רגליים לטענה שהוא הושפע מאחרים שיזמו את המהלך.",,,,,,,,,,,,,,
"הנאשם הודה במעשיו, נטל אחריות וחסך זמן שיפוט יקר.",,,,,,,,['לא'],['כן'],['כן'],,,,
ובנוסף – כעולה מהמסמך הרפואי שהוגש במסגרת טיעוני ההגנה לעונש – הנאשם סובל מבעיות פסיכיאטריות.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"24 חודשי מאסר בפועל, מיום מעצרו.",,,,,,,,,,,,"['הנאשם קיבל 24 חודשי מאסר בפועל, מיום מעצרו']",[],[]
"6 חודשי מאסר על תנאי למשך 3 שנים מיום שחרורו מהמאסר, שלא יעבור עבירת סמים המסווגת כפשע.",,,,,,,,,,,,[],['6 חודשי מאסר על תנאי'],[]
"קנס בסך 20,000 ₪ או שלושה חודשי מאסר תחתיו.",,,,,,,,,,,,[],[],"['20,000 ₪']"
"הקנס ישולם ב – 20 תשלומים חודשיים ורצופים, הראשון בהם ביום 01.10.18.",,,,,,,,,,,,,,
