text,CIR_PUNISHMENT,GENERAL_CIRCUM,reject,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ,REGRET,RESPO,CONFESSION,CIRCUM_OFFENSE,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
"בהתאם לעובדות, ביום 07/04/14 בשעות הצהריים, קישר הנאשם בין הסוכנת המשטרתית לבין אדם אחר לצורך ביצוע עסקת סם מסוג חשיש במשקל של .",,,,"['הסוג הוא [חשיש], כפי שמצוין בטקסט: ""בהתאם לעובדות, ביום 07/04/14 בשעות הצהריים, קישר הנאשם בין הסוכנת המשטרתית לבין אדם אחר לצורך ביצוע עסקת סם מסוג חשיש במשקל של .""']",['[0.425 - גרם]'],['לא בעל הסמים'],,,,,,,,
"ביום 21.5.14 בשעה 13:25 לערך, במספרה, מכר הנאשם לסוכנת סם מסוכן מסוג חשיש במשקל של  נטו עבור 4,200 ₪ (להלן- הארוע השני).",,,,"['הסוג הוא [קנביס], כפי שמצוין בטקסט: ""סם מסוכן מסוג חשיש""']",['[0.425 - גרם]'],['[בעל הסמים]'],,,,,,,,
"ביום 18.6.14 בשעות הבוקר, מכרו הנאשם ואחר סם מסוכן מסוג חשיש במשקל של  נטו לסוכן עבור 4,550 ₪ (להלן- הארוע השלישי).",,,,"['הסוג הוא [קנביס], כפי שמצוין בטקסט: ""סם מסוכן מסוג חשיש""']",['[0.45 - גרם]'],"['לא בעל המעבדה, בעל הסמים']",,,,,,,,
"מתסקיר שירות המבחן מיום 25/2/15 עולה כי הנאשם בן 19, רווק, סיים 12 שנות לימוד והיה עתיד להתגייס לשירות בצה""ל בסמוך לפני מעצרו.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
הנאשם תיאר התדרדרות מערכת היחסים עם הוריו בעקבות חזרתו בשאלה והחלפת מסגרת חינוכית למסגרת חילונית.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
עובר למעצרו של הנאשם ניכר שיפור במערכת היחסים המשפחתית ואף נגלתה קירבה מחודשת בין הנאשם להוריו.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,,,
"בהתייחסותו לביצוע העבירה, תאר הנאשם תחושת בושה ואכזבה וניכר כי הנאשם חווה מצוקה רגשית לאור מעצרו וההליך המשפטי נגדו.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"הנאשם הסביר ביצוע העבירה  על רקע מתח בו היה נתון כחלק ממה שהתרחש בביתו ובחייו, שימוש בסמים ומעורבות עם גורמים שוליים המעורבים בעולם הסמים.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
הנאשם לוקח אחריות על מעשיו ומבין את חומרתם והשלכותיהם.,,,,,,,,['לא'],['כן'],,,,,
הנאשם בוחן את התנהלותו באופן ביקורתי והינו ער לצורך בקבלת עזרה מקצועית.,,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"מאז 10/8/14 משולב בטיפול ביחידה לטיפול בהתמכרויות, כאשר מהדיווח של היחידה עולה שיתוף פעולה תקין, מוטיבציה רצינית לשינוי, הירתמות להליך הטיפולי.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"בנוסף מסר הנאשם על התנתקותו מהגורמים השוליים בחייו ואף ניצל תקופת שהייתו בתנאי מעצר בית לטובת השלמת בגרויות וקידום גיוסו לשירות בצה""ל.",,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"נוכח ההליך השיקומי המשמעותי מאז השילוב בטיפול, ההרתעה של ההליך המשפטי לרבות המעצר, החרטה העמוקה, המוטיבציה והמאמץ להתגייס- ממליץ השירות לנקוט בדרך שיקומית כאשר גם עונש בדרך של עבודות שירות יקטע את התהליך החיובי וימנע את גיוסו.",,,,,,,,,,,,,,
