text,CIR_PUNISHMENT,GENERAL_CIRCUM,reject,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ,REGRET,RESPO,CONFESSION,CIRCUM_OFFENSE,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
"הנאשם הודה בכתב אישום מתוקן בעבירה של גידול סמים מסוכנים, לפי סעיף 6 לפקודת הסמים המסוכנים, בכך שביום 19.5.2021 נתפסו בביתו של הנאשם 25 שתילי קנביס במשקל כולל של 1,215 גרם, אותם גידל במשך כשלושה שבועות לפני מועד התפיסה.",,,,['קנביס'],['[1.215 - גרם]'],,,,,,,,,
"הנאשם הורשע על-פי הודאתו במיוחס לו לאחר תיקון כתב האישום מבלי שהצדדים הגיעו להסכמה עונשית, ותוך שהמאשימה הצהירה כי היא עותרת למאסר בפועל.",,,,,,,,,,['כן'],,,,
"אלא שבמקרנו מדובר בגידול סם, שלמרות כמותו הגדולה סביר יותר ששימש לצרכיו של הנאשם כפי שאעמוד על כך בהמשך.",,,,,,,,,,,,,,
"ביחס לנסיבות העבירה, אין מדובר בנסיבות חמורות מלבד כמותו של הסם – כ-1.2 ק""ג.",,,,,,,,,,,,,,
"אלא שהסם שאינו מן הסמים הקשים, גודל בעציצים בביתו של הנאשם לאורך מספר שבועות והמשקל הוא משקלו הכולל של הצמח.",,,,,,,,,,,,,,
"לקולה סוג הסם, העובדה שגודל בביתו והנסיבות המעידות על גידול לצורך שימוש עצמי ולא על גידול במסגרת מעבדת סמים.",,,,,,,,,,,,,,
"בוודאי שהנאשם אחראי למעשים, כאשר פוטנציאל הנזק אינו גבוה בהתחשב בנסיבות עליהן עמדתי.",,,,,,,,,,,,,,
"יחד עם זאת במסגרת ראיות לעונש הוגשו לי רישומו הפלילי מצד המאשימה,  ומצד הנאשם הוגשו מסמכים רפואיים ואבחוניים לגבי מצבו הפיזי והנפשי של הנאשם, ורישיון לשימוש בקנביס רפואי.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"ממכלול המסמכים עולה, כי הנאשם באמצע שנות השישים לחייו, רווק המתגורר בגפו, סובל מבעיות רפואיות קשות לרבות בעיות בכלי דם שבגינן נכרת חלק מרגלו, מחלת ריאות ניוונית, וכן מבעיות נפשיות.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
הוא מאובחן כמי שסובל מהפרעת הסתגלות והפרעת אישיות בלתי מוגדרת והוא מוכר לגורמי בריאות הנפש משנת 1997.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"הוא מוכר כנכה בביטוח הלאומי בדרגת אי כושר 100%, הוא מחזיק ברישיון לשימוש בקנביס רפואי (הרישיון שהוצג תקף עד ספטמבר 2023).",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"לחובת הנאשם 9 הרשעות קודמות, רובן בעבירות סמים (לרבות גידול) והיתר ברכוש ואלימות.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
העבירה האחרונה משנת 2013 (הרשעה משנת 2014) בעבירות שימוש עצמי.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,,,
הנאשם ריצה מעט מעל שנת מאסר בגין שני תיקים (אחד מהם בעבירת נשק) ואף זאת לפני שנים רבות.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : כן', '11 : כן']",,,,,,,,,,,,
"5 חודשי מאסר וזאת על-תנאי, שלא יבצע הנאשם כל עבירת פשע לפי פקודת הסמים בתוך שנתיים מהיום;",,,,,,,,,,,,[],['5 חודשי מאסר על תנאי'],[]
"התחייבות בסך 5,000 ₪ שלא יעבור הנאשם בתוך שנתיים מהיום כל עבירת פשע לפי פקודת הסמים.",,,,,,,,,,,,[],['הנאשם קיבל 5 חודשי מאסר על תנאי'],[]
מורה על השמדת הסמים והמוצגים הקשורים בהם.,,,,,,,,,,,,[],[],[]
