text,CIR_PUNISHMENT,GENERAL_CIRCUM,reject,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ,REGRET,RESPO,CONFESSION,CIRCUM_OFFENSE,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
"יצוין בתמצית, כי מדובר באירועים מתמשכים, שבמהלכם עסק הנאשם ביבוא סם מסוג קוקאין ממדינות שונות במרכז ודרום אמריקה, שלשם כך אף הפעיל אחרים, אשר סייעו בידו לייבא את הסמים לארץ כדי לשווקם.",,,,"['הסוג הוא [קוקאין], כפי שמצוין בטקסט: ""יצוין בתמצית, כי מדובר באירועים מתמשכים, שבמהלכם עסק הנאשם ביבוא סם מסוג קוקאין ממדינות שונות במרכז ודרום אמריקה.""']",,"['לא בעל המעבדה, בעל הסמים']",,,,,,,,
"כמו כן הפעיל הנאשם בארץ מעבדה ליצור והכנת הסמים שיובאו מחו""ל לשם הפצתם.",,,,,,"['לא בעל המעבדה, בעל הסמים']",['כן'],,,,,,,
"כאמור, הודה הנאשם לאחר שתוקן כתב האישום, והורשע בעבירות שיוחסו לו.",,,,,,,,,,['כן'],,,,
שירות המבחן ציין כי הנאשם מודה במיוחס לו ומביע חרטה על מעשיו.,,,,,,,,['כן'],['כן'],['כן'],,,,
"לדבריו, נקלע לעיסוק ביבוא סמים על רקע חובות שהסתבך בהם, כאשר נדרש להחזיר הלוואות לגורמים עברייניים.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"לדבריו, הוא היה נתון לאיומים וכפועל יוצא מכך ביצע את העבירות.",,,,,,,,,,,,,,
"שירות המבחן שוחח עם אמו של המשיב, אשר תיארה את המצוקה הכלכלית של המשפחה.",,"['1 : לא', '2 : כן', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"בסיכומו של דבר, התרשם שירות המבחן כי המשפחה אינה מודעת לחומרת מעשיו של הנאשם.",,,,,,,,,,,,,,
הנאשם נתפס כאשר ברשותו סם מסוג קוקאין במשקל של מעל 700 גרם.,,,,"['הסוג הוא [קוקאין], כפי שמצוין בטקסט: ""הנאשם נתפס כאשר ברשותו סם מסוג קוקאין במשקל של מעל 700 גרם.""']",['[2 - גרם]'],"['לא בעל המעבדה, בעל הסמים']",,,,,,,,
"הסנגורית תיארה את מצוקת המשפחה, ביקשה כי בית המשפט יתחשב בהודאת הנאשם, במצבו האישי והכלכלי, ולהקל בעונשו.",,,,,,,,,,,,,,
