text,CIR_PUNISHMENT,GENERAL_CIRCUM,reject,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ,REGRET,RESPO,CONFESSION,CIRCUM_OFFENSE,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
"עובדות כתב האישום פורטו בהכרעת הדין, ועל כן ""בקליפת האגוז"" יצוין כי הנאשם קשר קשר עם אחרים לייבא מקולומביה לישראל סם מסוכן מסוג קוקאין במשקל 1.272 קילוגרם (להלן: ""הסם""), וזאת באמצעות קרלוס אלברטו אשר שימש כבלדר ונשא את הסם על גופו (להלן: ""הבלדר"").",,,,['[קוקאין]'],,,,,,,,,,
"הבלדר שיתף פעולה עם השוטרים, ובעקבות שיתוף הפעולה נעצר אלירן בן אמיתי בעת שהגיע למלון ויטל לקבל את הסם מידיו של הבלדר.",,,,,,,,,,,,,,
"עוד טען ב""כ המאשימה כי לא קיימות נסיבות משמעותיות לקולא בעניינו של הנאשם  אשר לא  הודה ולא נטל אחריות למעשיו, וכן נמנע מלשתף פעולה עם המשטרה, ואף לא העיד בבית המשפט.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,['לא'],['לא'],,,,
"ב""כ הנאשם טען בהרחבה כי אין לראות את הנאשם כמי שנטל חלק משמעותי ומרכזי יותר מזה שנטל הבלדר, וחלקו של הנאשם בביצוע העבירות נשוא התיק דנן הינו שולי אפילו יותר מזה של הבלדר, בפרט נוכח העובדה שבתיק דנן רב הנסתר על הנגלה, ולא ניתן לייחס לו באף שלב שליטה על תוכנית ייבוא הסם.",,,,,,,,,,,,,,
"עוד ביקש ב""כ הנאשם, כי לא יהא לנאשם לרועץ - אי יכולת ההגנה לבסס טענות בדבר מחלתו במסמכים רפואיים, ועסקינן בטענת ההגנה באדם חולה המתקשה בדיבור ובהפעלת יתר שרירי גופו.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"הנאשם נמנע מלהביע חרטה על מעשיו, ושב וטען לחפותו.",,,,,,,,['לא'],['לא'],,,,,
"לשאלת בית המשפט באשר למצבו האישי השיב, כי הוא נשוי ואב לשבעה ילדים, אך חזר והדגיש את נסיבות מעצרו, ואת העובדה שעל גופו לא נתפס סם.",,"['1 : לא', '2 : כן', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"הנאשם הורשע בקשירת קשר ליבוא סם מסוג קוקאין, בייבוא קוקאין ובהחזקתו.",,,,"['הסוג הוא [קוקאין], כפי שמצוין בטקסט: ""הנאשם הורשע בקשירת קשר ליבוא סם מסוג קוקאין, בייבוא קוקאין ובהחזקתו.""']",,"['לא בעל המעבדה, בעל הסמים']",,,,,,,,
"ברם, להבדיל מהבלדר בתיק דנן ששיתף פעולה עם המשטרה, ולטענתו בכך סיכן את חיי בני משפחתו, שנותרו בקולומביה, שהרי חלק מהמעורבים בפרשה נותרו שם, שבפנינו, לא שיתף פעולה, לא הביע חרטה, ואף לא העיד בבית המשפט.",,"['1 : לא', '2 : כן', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"הנאשם טען כי הוא אב לשבעה ילדים, כלשונו: ""בבית שלי יש לי ארבעה ילדים ובחוץ יש לי שלושה ילדים"" (עמ' 24 ש' 1-2 לישיבת  31/12/13).",,"['1 : לא', '2 : כן', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
