text,CIR_PUNISHMENT,GENERAL_CIRCUM,reject,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ,REGRET,RESPO,CONFESSION,CIRCUM_OFFENSE,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
"בתיק העיקרי – ביום 17.08.2022 בשעה 01:00 או בסמוך לכך, ברחוב ביאליק ברמת גן, החזיק הנאשם ברכבו סמים מסוכנים שלא לצריכה עצמית כלהלן: שני בקבוקונים שבהם Delta9-tetrahydrocannabinol, בנפח של 18 מ""ל, וכן 16 שקיות שבתוכן סמים מסוכנים מסוג קנבוס, במשקל כולל של 169.82 גרם נטו.",,,,['קנביס (קנבוס)'],['[169.82 - גרם]'],,,,,,,,,
"הנאשם הואשם אפוא, בתיק זה, בעבירות של החזקת סמים מסוכנים שלא לצריכה עצמית ונהיגה ללא רישיון נהיגה תקף.",,,,,,,,,,,,,,
"בתיק המצורף – ביום 24.01.2023 בשעה 11:10 או בסמוך לכך, בדירתו בחולון, החזיק הנאשם בתוך קרטון שהונח במרפסת הדירה – וכן בחדר הממ""ד בדירה – בסמים מסוכנים מסוג קנבוס, כשהם מחולקים ל-56 שקיות, במשקל כולל של 500 גרם נטו.",,,,['קנביס (קנבוס)'],['[56 - שקיות]'],['[בעל הסמים]'],,,,,,,,
"הנאשם הודה אפוא בעובדות כתבי האישום המתוקנים והורשע, על יסוד הודאתו, בעבירות בהן הואשם כאמור בפסקה 1 דלעיל.",,,,,,,,,,['כן'],,,,
"כעולה מתדפיס המידע הפלילי, לנאשם – יליד שנת 1996, כבן 27 שנים כיום – הרשעה קודמת אחת בעבירה לפי חוק הכניסה לישראל, שבגינה נגזר עליו עונש של מאסר לנשיאה בדרך של עבודות שירות.",,"['1 : כן', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : כן', '11 : כן']",,,,,,,,,,,,
"כעולה מתדפיס המידע התעבורתי לנאשם 20 רישומים קודמים, חלקם מבית המשפט לתעבורה ואשר בגינם הוטלו עליו עונשים הכוללים פסילת רישיון נהיגה בפועל.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"ב""כ המאשימה עמדה בטיעוניה על עובדות שני כתבי האישום המתוקנים (בתיק העיקרי ובתיק המצורף), בהן הודה הנאשם, והטעימה את נסיבות החומרה שבהם.",,,,,,,,,,['כן'],,,,
"אשר לתיק העיקרי הדגישה ב""כ המאשימה את העובדה שהנאשם החזיק את הסמים ברכב, בו נהג ללא רישיון נהיגה תקף.",,,,,,,,,,,,,,
"לא זו בלבד שמדובר בכמות סמים משמעותית, במשקל של כמעט 170 גרם נטו, אלא שהסמים הוחזקו כשהם מחולקים, כאשר בנוסף החזיק הנאשם גם בשני בקבוקונים עם סמים נוזליים דומים.",,,,"['הסוג הוא [קוקאין], [קנביס], [MDMA], [הרואין]. הטקסט מזכיר את כל הסוגים האלה: ""כמעט 170 גרם נטו של סמים, שהוחזקו כשהם מחולקים, בנוסף לשני בקבוקונים עם סמים']",['[169.9 - גרם]'],"['לא בעל המעבדה, בעל הסמים']",,,,,,,,
"אשר לתיק המצורף הדגישה ב""כ המאשימה את חלוקת הסמים לשקיות רבות ואת משקלם הכולל הנכבד (500 גרם נטו).",,,,,,,,,,,,,,
"בנסיבות אלה, הגם שעברו הפלילי של הנאשם אינו בתחום הסמים ניתן ללמוד על מעורבות עמוקה של הנאשם בעולם הסמים.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"אשר לגזירת עונשו של הנאשם בתוך מתחמי העונש ההולמים עמדה ב""כ המאשימה גם על נסיבות הקולה – דהיינו ההודאה ונטילת האחריות, תוך צירוף התיק המצורף, גילו הצעיר יחסית של הנאשם והעובדה שבעברו הרשעה קודמת אחת בלבד, שאינה רלוואנטית.",,"['1 : כן', '2 : לא', '3 : לא', '4 : כן', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,['כן'],['כן'],,,,
"עוד עתרה ב""כ המאשימה לגזירת עונש של פסילת רישיון נהיגה בפועל, לתקופה שלא תפחת משלושה חודשים, וזאת בשים לב לעברו התעבורתי המכביד של הנאשם.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"ב""כ הנאשם, מצידו, הדגיש את נסיבותיו האישיות של הנאשם, אדם צעיר שכיום אב לשלושה ילדים קטנים, בעל עסק ומפרנס את משפחתו.",,"['1 : כן', '2 : כן', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
הנאשם אף נטל אחריות על מעשיו וחסך זמן שיפוטי רב.,,,,,,,,['לא'],['כן'],,,,,
"לבסוף הנאשם, בדברו האחרון לעונש, אמר: ""יש לי 3 ילדים.",,,,,,,,,,,,,,
"היום יש לי רישיון לקנביס"" (בפרוטוקול, עמ' 6 שורה 22 ואילך).",,,,,,,,,,,,,,
"מדובר כאמור בנאשם צעיר יחסית, שכיום הוא אב לשלושה ילדים קטנים אשר פרנסתם עליו.",,"['1 : כן', '2 : כן', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"בנוסף, הגם שיש בעברו של הנאשם הרשעה פלילית, מדובר בהרשעה אחת בלבד ובעבירה שאינה רלוואנטית.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : כן']",,,,,,,,,,,,
"לבסוף, בהקשר דנא יש להדגיש את נטילת האחריות המידית, תוך צירוף התיק המצורף.",,,,,,,,,,,,,,
"(ב)	מאסר על תנאי למשך 5 חודשים, אותו לא יישא הנאשם אלא אם כן יעבור, תוך שלוש שנים מיום סיום נשיאת עונש המאסר בדרך של עבודות שירות, עבירה לפי הוראות פקודת הסמים המסוכנים מסוג פשע.",,,,,,,,,,,,[],['5 חודשי מאסר על תנאי'],[]
"(ג)	קנס בסך של 1,000 ₪, או 5 ימי מאסר תמורתו.",,,,,,,,,,,,[],[],"['1,000 ₪']"
"(ד)	פסילה מלקבל או מלהחזיק רישיון נהיגה, לתקופה של 3 חודשים.",,,,,,,,,,,,[],[],[]
"(ה)	חילוט הכספים בסך של 2,150 ₪, שנתפסו ברשות הנאשם כאמור בהודעה שבסיפא לכתב האישום המתוקן בתיק העיקרי.",,,,,,,,,,,,[],[],[]
