text,CIR_PUNISHMENT,GENERAL_CIRCUM,reject,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ,REGRET,RESPO,CONFESSION,CIRCUM_OFFENSE,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
"כפי שפורט בהכרעת הדין, הנאשם, יליד 1997, שעבד כמאבטח והחזיק באקדח ברישיון, עסק גם במכירת סמים מסוג קנאביס באמצעות אפליקציית טלגרם.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"המנוח, מחמוד אבו חדיר, יליד 1993, הזמין סם באמצעות האפליקציה (50 גרם קנאביס תמורת 2,000 ₪).",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,"['קנביס: [קנביס], [קנאביס]']",['[50 - גרם]'],,,,,,,,,
"אמנם הנאשם לא תכנן מראש את מעשיו, אך מידת השליטה העצמית שלו נפגעה, בבחירתו לעסוק במכירת סמים.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
המאשימה הפנתה לתסקיר לפיו הנאשם מתקשה להכיל את משמעות מותו של אדם אחר והוא עסוק בהשלכות העונש על עתידו.,,,,,,,,,,,,,,
"הנאשם הנו אדם צעיר שמעד, כל חייו לפניו ונטען כי המתחם הראוי בעניינו הנו 8 עד 14 שנות מאסר ויש למקם אותו בשליש התחתון של המתחם.",,"['1 : כן', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"הנאשם, כך הוסיף הסנגור, שירת בצה""ל תיפקד ועבד, נעדר עבר פלילי.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"הנאשם ביקש סליחה ממשפחת הקורבן, הוסיף כי לא היה בכוונתו להרוג אדם, הוא מבין שעליו לקבל עונשו, אך מבקש שיוטל עונש שיאפשר לו להמשיך את חייו.",,,,,,,,,,,,,,
"במסגרת הטיעונים לעונש העיד אביו של המנוח, עבד אלטיף, אבו חדיר, אשר העיד על הצער הרב באובדן בן צעיר (עדותו הייתה קצרה מאוד).",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"לדבריה, אביו של הנאשם עזב את הארץ לפני שנים רבות והקשר שלו עם הנאשם רופף.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,,,
"בחוות הדעת פורט, בין היתר, כי הנאשם היה ""נקודת אור"" במחלקה המורכבת בה שירת, היה חיל ממושמע, מקצועי, שאפשר היה לסמוך עליו.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"תסקיר שירות מבחן שניתן בנוגע עם הנאשם מפרט את נסיבות חייו: רווק, התגורר בנתניה, עבד כמאבטח, שירת שירות מלא בצה""ל והובאו נסיבותיו המשפחתיות.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"שירות המבחן מפרט, בין היתר, כי הנאשם מכיר בחומרת מעשיו, ומקבל אחריות על התוצאה הקשה.",,,,,,,,['כן'],['כן'],,,,,
"שירות המבחן המליץ להתחשב בגילו הצעיר, בחלקים הנורמטיביים שבאישיותו, בחריגות האירוע ומורכבותו, כמו גם בקבלת אחריות על התנהגותו והמשבר שחווה.",,"['1 : כן', '2 : לא', '3 : לא', '4 : כן', '5 : לא', '6 : לא', '7 : כן', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,['כן'],,,,,
(למנוח זוג הורים ושישה אחים ואחיות).,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"אין זה המקום לפרט האמור בתסקיר, אך ייאמר כי בא פירוט לנזקים הקשים שנגרמו לבני המשפחה כתוצאה ממות המנוח, שהיה דמות משמעותית ואהובה בקרב המשפחה, תוך התמודדות עם תחושות אשמה קשות באשר לשאלה האם היו יכולים לעשות יותר, לקדם הליך גמילה מסמים של המנוח, לעודדו לאמץ אורח חיים בונה ומאורגן יותר ובכך להפחית הסיכון הכרוך באורח חייו.",,"['1 : לא', '2 : כן', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
