text,CIR_PUNISHMENT,GENERAL_CIRCUM,reject,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ,REGRET,RESPO,CONFESSION,CIRCUM_OFFENSE,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
"מעובדות האישום הראשון, עולה כי בתאריך 25.10.09, החזיק הנאשם בביתו בסמים ;מסוכנים מסוג ""חשיש"" במשקלים של 44.3041 גרם ו -  0.9206 גרם.",,,,"['הסוג הוא [קנביס], כפי שמצוין בטקסט: ""סמים מסוכנים מסוג \'חשיש\' במשקלים של 44.3041 גרם ו - 0.9206 גרם.""']",['[45.2247 - גרם]'],"['לא בעל המעבדה, בעל הסמים']",,,,,,,,
"מעובדות האישום השני, עולה כי בין החודשים ינואר-פברואר 2009, מכר הנאשם לאחר סם מסוכן מסוג ""חשיש"" בכמות של כ- ""אצבע"", במשקל שאינו ידוע למאשימה ותמורת סכום של 100 ₪.",,,,['קנביס (קנאביס)'],['[1 - אצבע]'],"['הנאשם הואשם במכירת סם מסוג ""חשיש"" בכמות של ""אצבע"" (ככל הנראה, כמות קטנה) תמורת 100 ₪. אין אזכור של שימוש במעבדה או בעלות עליה']",,,,,,,,
"מעובדות האישום השלישי, עולה כי במהלך שנת 2009, מכר הנאשם לאותו אחר, בכשלוש הזדמנויות שונות, סמים מסוכנים מסוג ""חשיש"" בכמות של כ ""אצבע"", במשקל שאינו ידוע למאשימה ותמורת סכום של 200 ₪ בגין כל רכישה.",,,,['קנביס (קנאביס)'],['[2 - אצבע]'],['[בעל הסמים]'],,,,,,,,
"מעובדות האישום השישי, עולה כי במהלך שנת 2009 עובר לחודש אוקטובר 2009, מכר הנאשם לאחר, בכארבע הזדמנויות שונות, סמים מסוכנים מסוג ""חשיש"" בכמות של כ ""חצי אצבע"", במשקל שאינו ידוע למאשימה ותמורת סכום של 100 ₪ בגין כל רכישה.",,,,['קנביס (קנאביס)'],['[1 - אצבע]'],['[בעל הסמים]'],,,,,,,,
"הודגשו עברו הנקי של הנאשם, גילו, הודייתו בכתב אישום שתוקן בהרחבה, שחסכה זמן שיפוטי ומגלמת נטילת אחריות והבעת חרטה, הימצאו בהליך שיקומי, חלוף הזמן מבלי שהוסיף והסתבך בפלילים, העובדה כי הקים משפחה ומצפה לילדו השני וסביבתו התומכת.",,"['1 : כן', '2 : כן', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : כן', '11 : כן']",,,,,,['כן'],['כן'],['כן'],,,,
"עוד הפנה הסנגור לכמויות ""מזעריות"" של הסם המסוכן נשוא האישומים השונים, שהיית הנאשם במעצר ושחרורו בתנאים מגבילים ועתר לאפשר לו המשך פסיעה בדרך הישר בה החל, כהעדפת האינטרס הציבורי ותוך גזירת עונשו כפי סיכויי שיקומו.",,,,,,,,,,,,,,
"כעדה לעונש נשמעה הגב' ליזי ספיר, אשת הנאשם, שהעידה כי בשלוש השנים האחרונות, השניים בונים ומרחיבים את משפחתם, הנאשם תחת טיפול, מוסר בדיקות שתן נקיות משרידי סם, עובד לפרנסת משפחתו, לא הסתבך מאז ביצוע העבירות ומאלו, עתרה כי יתאפשר להם לנהל חיי משפחה יחדיו.",,"['1 : לא', '2 : כן', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,,,
הנאשם אינו קרוב לסייג אחריות פלילית.,,,,,,,,,,,,,,
מאסר הנע ממאסר מותנה ועד מאסר בפועל בן 3 חודשים; קנס בהיקף של אלפי שקלים ופסילת רישיון נהיגה לתקופה של מספר חודשים.,,,,,,,,,,,,['המאסר שהוא לא על תנאי שקיבל הנאשם הוא 3 חודשים'],['הנאשם קיבל מאסר על תנאי של חודש אחד'],[]
מאסר בפועל הנע בין 6 ל-12  חודשים; מאסר מותנה; קנס בהיקף של אלפי שקלים ופסילת רישיון נהיגה לתקופה של מספר חודשים.,,,,,,,,,,,,['הנאשם קיבל מאסר בפועל של 6 עד 12 חודשים'],['הנאשם קיבל מאסר על תנאי של 6 עד 12 חודשים'],[]
