text,CIR_PUNISHMENT,GENERAL_CIRCUM,reject,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ,REGRET,RESPO,CONFESSION,CIRCUM_OFFENSE,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
"הנאשם, בהיותו עורך-דין העוסק בתחום המשפט הפלילי, החבר בלשכת עורכי-הדין בישראל, נפגש בתאריך 4.4.17 עם לקוחו, אסיר באגף ההפרדה של כלא איילון, ובמהלך הביקור הוציא מכיס מכנסיו שקית ובה סם מסוכן מסוג קוקאין במשקל 0.9404 גרם נטו, והעביר את הסם לידי לקוחו האסיר, אשר נטל את הסם לידיו וצרך חלק ממנו לנגד עיניו של הנאשם.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,"['הסוג הוא [קוקאין], כפי שמצוין בטקסט: ""סם מסוכן מסוג קוקאין במשקל 0.9404 גרם נטו.""']",,,,,,,,,,
"נאשמת, עורכת-דין במקצועה,  הורשעה לאחר ניהול הליך הוכחות בעבירה של אספקת סם, שאותו החדירה אל תוך הכלא בעת ביקור שיזמה לשם כך.",,,,,,,,,,,,,,
"היא סיפקה לשני אסירים קוקאין במשקל 2.93 גרם, 20 כדורי קלונקס ושני כדורי ויאגרה, שהוסלקו בתוך שפתון.",,,,"['הסוג של הסמים הוא [קוקאין], [קלונקס], [ויאגרה]']","['[2.93 - גרם], [20 - יחידות], [2 - יחידות]']",['לא בעל הסמים'],,,,,,,,
נדונה ל – 7 חודשי מאסר בפועל.,,,,,,,,,,,,,,
"נאשם, עורך-דין במקצועו, הורשע לאחר ניהול הליך הוכחות ממוקד, בכך שבמסגרת תפקידו החזיק בשערי בית-הכלא 39 כדורי MDMA ו – 4.56 גרם חשיש, במטרה להחדירם לאסירים אך מטרתו נכשלה.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,['הסוג הוא [MDMA] ו[קנביס]. הטקסט מזכיר 39 כדורי MDMA ו-4.56 גרם חשיש'],,,,,,,,,,
נדון ל – 8 חודשי מאסר בפועל.,,,,,,,,,,,,,,
נדונה לחודשיים מאסר בדרך של עבודות שירות.,,,,,,,,,,,,[],[],[]
"נאשם, אשר ניסה לספק לאסיר בתוך הכלא הרואין במשקל 14 גרם נטו נדון ל – 7 חודשי מאסר בפועל.",,,,,,,,,,,,,,
"הנאשם, אסיר, הורשע בעקבות הודאתו, בכך שהחזיק בבית-הכלא כ – 27 גרם הרואין מחולק ל – 9 יחידות, 87 גרם קנביס, מחולק ל – 18 יחידות ו – 3.4 גרם קנביס, שאותם החדיר פנימה לאחר ששב מחופשה, נדון ל – 24 חודשי מאסר בפועל שיצטברו לתקופת מאסרו.",,,,"['הסוג הוא [קנביס], [הרואין]']",,,,,,,,,,
"נאשם הורשע לאחר ניהול הוכחות בכך שניסה להחדיר באמצעות קטין לתוך הכלא 29 גרם הרואין, בעל עבר נקי, צעיר, נתונים אישיים חיוביים, נדון ל – 12 חודשי מאסר בפועל.",,"['1 : כן', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"הנאשם הורשע בעקבות הודאתו בכך שהגיע אל הכלא כדי לבקר אסיר, כאשר ברשותו חשיש במשקל 26 גרם, קנביס במשקל 1.6 גרם ואלו נתפסו במהלך הבדיקה שעבר – היה זה צעיר, בעל תסקיר חיובי, נעדר עבר פלילי, נדון ל – 6 חודשי מאסר בפועל.",,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"הנאשם, אסיר, שב אל הכלא מחופשה, פלט מגופו הרואין במשקל 101 גרם, נדון ל – 4 שנות מאסר, שלוש מצטברות למאסרו.",,,,,,,,,,,,,,
"נאשמת, אשר החזיקה באיבר מינה במסוף המעברים של בית-הכלא הרואין וחשיש כדי להעבירו לאסיר, נדונה ל – 8 חודשי מאסר בפועל.",,,,,,,,,,,,,,
"אזכיר, כי זהו עורך-דין העוסק בתחום המשפט הפלילי, אשר ניצל את מעמדו, את מקצועו, את האמון שניתן בו בידי רשויות שב""ס – הוא נכנס אל תוך כתלי הכלא, לכאורה לפגישה תמימה בין עורך-דין ללקוח, לאחר שהצטייד מראש בסם המדובר, וללא כל רתיעה מפני מערכת החיפושים והמנע של שירות בתי-הסוהר והכל כדי להחדיר את הסם לאסיר, לקוחו.",,,,,,,,,,,,,,
"זהו עורך-דין שהחליט להיות הצנזור של עצמו"", בכל הקשור למה מותר ומה אסור לו לעשות בתחום זה.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"הנאשם ניהל משפט עד תום, לא חסך זמן ציבורי ואין ליהנות אותו מהקלת ענישה הנהוגה ביחס לאלו המורשעים בעקבות הודאת וחוסכים זמן ציבורי.",,,,,,,,,,,,,,
"הנאשם הינו עורך-דין במקצועו, יליד 1984, נשוי, בעל משפחה ולו חמישה ילדים קטינים, אחד מהם בעל מוגבלות (הוצגה תעודת נכה).",,"['1 : כן', '2 : כן', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"הנאשם שירת כלוחם בצבא (הוצגו מסמכים אודות מהלך השירות הצבאי), משרת במילואים (הוצגה תעודה), מתנדב במשמר האזרחי (הוצגה תעודה).",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"הנאשם נעדר כל עבר פלילי וזו הייתה הסתבכותו היחידה בפלילים, למרות גיליון הרשעות התעבורה שהוגש לעיוני (במ/1).",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : כן']",,,,,,,,,,,,
"אין ספק, כי די בהרשעת הנאשם כדי להוביל להגשת קובלנה משמעתית נגדו לבית-הדין המשמעתי של לשכת עורכי-הדין, אשר תוביל וודאי להשעייתו ממקצוע עריכת הדין, וכך יפגע מטה לחמו והרי זוהי ענישה בפני עצמה שיש להביאה בחשבון.",,,,,,,,,,,,,,
"אין דינו של נאשם, שהינו עו""ד במקצועו, אשר החדיר את הסמים תוך מעילה קשה באמון הציבור ופגיעה כללית בשמם הטוב של ציבור עורכי-הדין, כדינו של הלקוח, אשר הינו, אסיר, בעל עבר פלילי, המשתמש בסמים, שאין לצפות ממנו להתנהגות טהורה וזכה כפי שמצפים מעורך-דין.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"אין זה פשוט כלל ועיקר לגזור את עונשו של עורך-דין העוסק בתחום המשפט הפלילי, אשר כל חייו פעל במסגרת החוק, לעונש של מאסר בפועל, אך יש לזכור, כי הנאשם עצמו הוא זה שסיכן את מקצועו ואת שמו הטוב להחדרת הסם, כשהוא מודע היטב לתוצאות הישירות והעקיפות, האפשריות תולדת מעשיו ועתה עליו לתת את הדין על כך.",,"['1 : כן', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
11 חודשי מאסר בפועל.,,,,,,,,,,,,,,
"6 חודשי מאסר שאותם לא ירצה הנאשם, אלא אם כן יעבור בתוך 3 שנים מהיום עבירה בניגוד לפקודת הסמים המסוכנים מסוג פשע.",,,,,,,,,,,,"['הנאשם קיבל 6 חודשי מאסר, אבל הם לא על תנאי']",['6 חודשי מאסר על תנאי'],[]
"קנס בסך 5,000 ₪ או 60 ימי מאסר תמורתו והקנס ישולם בעשרה תשלומים חודשיים שווים – הראשון בתאריך 1.9.21 והנותרים בכל ראשון לחודש שלאחר מכן.",,,,,,,,,,,,[],[],"['5,000 ₪']"
"ניתן היום,  י""א אב תשפ""א, 20 יולי 2021, במעמד הצדדים.",,,,,,,,,,,,,,
