text,CIR_PUNISHMENT,GENERAL_CIRCUM,reject,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ,REGRET,RESPO,CONFESSION,CIRCUM_OFFENSE,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
"בשתי הזדמנויות בחודשים יולי אוגוסט 2015, מכר הנאשם בביתו לרובי אסולין סם מסוכן מסוג MDMA, פעם אחת מכר 5 גרם סם תמורת 1,500 ₪ וכעבור שבועיים מכר 3 גרם נוספים תמורת 900 ₪.",,,,['MDMA'],['[3 - גרם]'],['[בעל הסמים]'],,,,,,,,
"ביום 21.2.16, בחיפוש שנערך בדירה בתל אביב שם מתגורר הנאשם עם אחרים, נמצא כי החזיק 1,200 טבליות של הסם המסוכן הנ""ל וכן בחיפוש שנערך על גופו בתחנת המשטרה, נמצא כי החזיק בתוך גרב ברגליו 1.96 גרם נטו סם מסוכן מסוג קוקאין.",,,,"['הסוג הוא [קוקאין], [MDMA]. הטקסט מזכיר את שני הסוגים: ""1,200 טבליות של הסם המסוכן הנ""ל וכן בחיפוש שנערך על גופו בתחנת המשטרה, נמצא כי החזיק בתוך גרב ברגליו 1.96 גר']",['[1.96 - גרם]'],,,,,,,,,
"בגין זאת הורשע הנאשם על פי הודאתו בשתי עבירות של סחר בסם מסוכן לפי סעיף 13 לפקודת הסמים המסוכנים (נוסח חדש) תשל""ג – 1973, החזקת סמים שלא לצריכה עצמית לפי סעיף 7(א)+7(ג) רישא לפקודת הסמים, והחזקת סמים לצריכה עצמית לפי סעיף 7(א) + 7(ג) סיפא לפקודת הסמים.",,,,,,,,,,['כן'],,,,
"הנאשם הורשע כאמור על פי הודאתו במסגרת הסדר טיעון שבו תוקן כתב האישום, אולם לא הייתה הסכמה לגבי העונש.",,,,,,,,,,['כן'],,,,
"ביום 9.2.14 נדון הנאשם פעם נוספת בגין עבירה בניגוד לפקודת הסמים ועונש המאסר על תנאי שהוטל עליו בתיק הקודם, הוארך לתקופה נוספת של שנתיים.",,,,,,,,,,,,,,
הנאשם גדל במשפחה שבה שררו סכסוכים קשים בין ההורים והם עברו הליך ארוך של גירושין במשך 7 שנים.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"אימו של הנאשם חולה במחלה קשה, ומקבלת טיפולים, ועד למעצרו הנאשם היה זה שטיפל בה.",,"['1 : לא', '2 : כן', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
כבר מגיל 10 נפלט הנאשם ממסגרת הלימודים והחל מגיל 16 הידרדר לסמים והחל לצרוך אותם.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,,,
"לאחרונה, עבד הנאשם במכירת בגדים ולצורך זה רכש קטנוע שסייע לו בביצוע עבודתו.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"הנאשם מאורס ועמד להינשא לבת זוגו, אלא שמעצרו גדע את התהליך.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"במסגרת שהייתו בבית הסוהר השתתף הנאשם בקורס השכלה וקיבל על כך תעודה בדבר אישור לימודים מענף חינוך והשכלה בשב""ס.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"כמו כן על בית המשפט להתחשב בפגיעה של העונש בנאשם ובמשפחתו, בנזקים שנגרמו לו מביצוע העבירה ומהרשעתו, ובנטילת האחריות על מעשיו ומאמציו לחזור למוטב.",,"['1 : כן', '2 : כן', '3 : כן', '4 : כן', '5 : כן', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,['לא'],,,,,,
