text,CIR_PUNISHMENT,GENERAL_CIRCUM,reject,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ,REGRET,RESPO,CONFESSION,CIRCUM_OFFENSE,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
"הנאשם הורשע על פי הודאתו בעבירות ובעובדות המנויות בכתב האישום המתוקן, בכך שביום 24.1.2018 נתפס הנאשם ברכבו, כשברכב באיזורים שונים בו, וליד רגליו של הנאשם, נמצא סם מסוג קנבוס במשקל 60 גרם המחולק ל-12 שקיות גדולות  ו-6 שקיות קטנות.",,,,['קנביס'],"['[12 - שקיות גדולות, 6 - שקיות קטנות]']",,,,,['כן'],,,,
בגין כך הורשע הנאשם בביצוע עבירה של החזקה סם שלא לצריכה עצמית לפי סעיף 7(א) + (ג) רישא לפקודת הסמים.,,,,,,,,,,,,,,
"בעניינו, בנסיבות של החזקת סם שלא לצריכה עצמית מחולק במנות, מידת הפגיעה בערך המוגן היא ברמה בינונית.",,,,,,,,,,,,,,
"נסיבות הקשורות בביצוע העבירה, לפי סעיף 40ט' לחוק העונשין – בין הנסיבות הקשורות בביצוע העבירה יש לשקול את אלה, לעניין קביעת המתחם: מדובר בעבירה מתוכננת, בוודאי לנוכח החזקת הסם במקומות שונים ובחלוקה למנות, דבר המצביע על הכנה לסחר; הנזק שצפוי היה להיגרם מביצוע העבירה הוא ניכר; בפועל, המעשה נקטע באיבו ולא בשל חרטת הנאשם; ככל הנראה, העבירות בוצעו על רקע רצון ברווח כלכלי;  מדובר בנאשם בתחילת שנות העשרים לחייו, אדם בוגר שידע את הפסול שבמעשים וצריך היה להימנע מהם.",,"['1 : כן', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"נסיבות שאינן קשורות בביצוע העבירה לפי סעיף 40י""א לחוק העונשין – ניתן  לתת משקל לנסיבות הבאות שאינן קשורות בביצוע העבירה, במסגרת גזירת העונש בתוך המתחם: מדובר בנאשם צעיר ללא עבר פלילי שנסיבותיו חייו אינן פשוטות; שליחתו למאסר בפועל תהיה בלתי מדתית בנסיבות העניין; הנאשם שירת בצבא ואמו  נפטרה לפני מספר שנים, כשהוא בן למשפחה מרובת ילדים ויש לו בה תפקיד משמעותי; הנאשם הודה בהזדמנות הראשונה ונטל אחריות למעשיו.",,"['1 : כן', '2 : כן', '3 : לא', '4 : כן', '5 : לא', '6 : כן', '7 : כן', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,['כן'],['כן'],,,,
5 ימי מאסר – כימי מעצרו – 24.1.2018 – 28.1.2018 – משמעות הדבר שסיים לרצות את עונשו;,,,,,,,,,,,,['המאסר שהוא לא על תנאי שקיבל הנאשם הוא 5 ימים'],[],[]
"5 חודשי מאסר, שלא ירוצו אלא אם יעבור הנאשם כל עבירה לפי פקודת הסמים למעט שימוש עצמי והחזקת כלים לצריכה עצמית, למשך שלוש שנים מהיום;",,,,,,,,,,,,[],['5 חודשי מאסר על תנאי'],[]
חודש מאסר שלא ירוצה אלא אם יעבור הנאשם בתוך שלוש שנים מהיום כל עבירת שימוש עצמי והחזקת כלים לשימוש עצמי בתוך שלוש שנים מהיום;,,,,,,,,,,,,[],['הנאשם קיבל חודש מאסר על תנאי'],[]
"קנס בסך 5,000 ₪, אשר ישולם החל מיום 1.1.2012 , או  חודש מאסר תמורתו.",,,,,,,,,,,,[],[],"['5,000 ₪']"
הקנס ישולם ב-20 תשלומים שווים ורצופים ב-1 בכל  חודש.,,,,,,,,,,,,,,
"התחייבות בסך 5,000 ₪ שלא לעבור כל עבירה לפי פקודת הסמים לרבות שימוש עצמי והחזקת כלים לשימוש עצמי, בתוך שנתיים מהיום, או שבועיים מאסר תמורתה אם לא תיחתם.",,,,,,,,,,,,[],[],[]
