text,CIR_PUNISHMENT,GENERAL_CIRCUM,reject,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ,REGRET,RESPO,CONFESSION,CIRCUM_OFFENSE,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
"עפ""י עובדות כתב האישום, בחודש ספטמבר 13' או בסמוך לכך, הציע אדם בשם פרנסיסקו לאדם בשם נסטור רומן ואסקז לופז (להלן: ""נסטור"") לייבא סמים מסוג קוקאין (להלן: ""סם"") במשקל כולל של כ- 7 ק""ג מקולומביה לישראל בתמורה לתשלום.",,,,"['הסוג הוא [קוקאין], כפי שמצוין בטקסט: ""עפ""י עובדות כתב האישום, בחודש ספטמבר 13\' או בסמוך לכך, הציע אדם בשם פרנסיסקו לאדם בשם נסטור רומן ואסקז לופז (להלן: ""נס']",['[0.425 - גרם]'],,,,,,,,,
"בעקבות זאת, הציע נסטור לנאשמת, ידידתו, כי תתלווה אליו וכן ציין כי אף עליה לייבא 2 ק""ג סם לישראל בתמורה לתשלום.",,,,"['הסוג של הסמים הוא [קנביס], [קוקאין]']",,"['לא בעל המעבדה, בעל הסמים']",,,,,,,,
"במזוודתה של הנאשמת הוסלק סם במשקל של 3.827.91 ק""ג ובמזוודתו של נסטור, במשקל של 3.470.13 ק""ג נטו.",,,,"['הסוג של הסמים הוא [קוקאין], [קנביס], [MDMA], [הרואין]']","['[3.827.91 - ק""ג], [3.470.13 - ק""ג]']",['לא בעל המעבדה'],,,,,,,,
"בתוך המתחם, עתר התובע להשית על הנאשמת את הרף הנמוך של 4 שנות מאסר, זאת בהתחשב בעקרון אחידות הענישה, בנסיבותיה האישיות של הנאשמת, אשר לא יזמה את העבירה, הודתה בביצועה וחסכה מזמנו של בית המשפט.",,,,,,,,,,['כן'],,,,
"לשיטתה, יש להעמיד את עונשה של הנאשמת ברף הנמוך שבמתחם, בהתחשב בחלקה המתון בביצוע העבירה אל מול נסטור, אשר יזם את המעשה והציע לנאשמת לחבור אליו, אגב שהגביל את כמות הסם שיהא עליה לייבא ל– 2 ק""ג.",,,,,,,,,,,,,,
"הסנגורית הטעימה את נסיבותיה האישיות הקשות של הנאשמת, אשר ברקע למעשה עמדה מצוקה כלכלית קשה.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"הנאשמת ילידת 1956, התפרנסה בקולומביה מממכר מזון בכבישים ותמכה בבעלה שהיה חולה כליות קשה.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"בעודה נתונה במעצר בישראל, נפטר הבעל (הוגשה תעודת פטירה) מבלי שהיה סיפק בידה להיפרד ממנו, הגם שלמענו ביצעה את העבירה, כדי שיוכל לזכות בטיפול רפואי טוב יותר.",,"['1 : לא', '2 : כן', '3 : לא', '4 : לא', '5 : כן', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"ביחס לילדיה - גורלה לא שפר עליה, לנוכח החלטתם לנתק עמה את הקשר עם היוודע להם מעשיה.",,,,,,,,,,,,,,
"הסנגורית ביקשה לאבחן את עניינה של הנאשמת מעניינו של נסטור, אשר הורשע בייבוא מלוא כמות הסמים במשקל של כ – 7 ק""ג, בעוד שהנאשמת הורשעה בייבוא של כ – 3.8 ק""ג סם.",,,,"['הסוג הוא [קוקאין], [קנביס]']","['[3.8 - ק""ג]']","['לא בעל המעבדה, בעל הסמים']",,,,,,,,
"בהתחשב בעיקרון האחידות בענישה ובשים לב לעונש שנגזר על נסטור (5 שנות מאסר) בגין ייבוא כמות גדולה יותר של סם, ותוך שקלול נסיבותיה האישיות של הנאשמת, הגעתי לכלל מסקנה כי עתירת המאשימה  ל – 4 שנות מאסר הינה הגונה ומאזנת כראוי בין מכלול השיקולים ולפיכך, אני נעתרת לה במלואה.",,,,,,,,,,,,,,
48 חודשי מאסר בפועל בניכוי ימי מעצרה מיום 17.9.13 ועד היום.,,,,,,,,,,,,['48 חודשי מאסר בפועל'],[],[]
12 חודשי מאסר על תנאי משך 3 שנים מיום שחרורה והתנאי הוא שלא תעבור עבירה מסוג פשע לפי פקודת הסמים המסוכנים.,,,,,,,,,,,,[],['12 חודשי מאסר על תנאי'],[]
"בהמשך להחלטה קודמת, מתוך הסכום שנתפס ברשות הנאשמת הועברו לידיה 850 דולר לצורכי מחייתה.",,,,,,,,,,,,,,
"לפיכך, באשר ליתרה בסך 650 דולר ועוד 27,000 פזוס – אני מורה על חילוטה לטובת הקרן לטיפול בנכסים שחולטו, שהוקמה לפי סעיף 36ח לפקודת הסמים המסוכנים.",,,,,,,,,,,,[],[],[]
"ניתן בזאת צו להשמדת המוצגים, הסמים והמזוודות.",,,,,,,,,,,,[],[],[]
