text,CIR_PUNISHMENT,GENERAL_CIRCUM,reject,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ,REGRET,RESPO,CONFESSION,CIRCUM_OFFENSE,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
"בטרם שמיעת הראיות, הגיעו הצדדים להסדר טיעון במסגרתו כתב האישום המקורי שהוגש נגד הנאשם תוקן והנאשם הודה בעובדות כתב האישום המתוקן, לפיהן ביום 24.06.21 בשעת ערב הנאשם נסע עם אחר ברכב בו נמצא סם מסוג קוקאין במשקל 180 גרם, אותו הנאשם החזיק, שלא לצריכה עצמית, עבור אחר שזהותו איננה ידועה למאשימה.",,,,,,,,,,['כן'],,,,
"על יסוד הודאת הנאשם בעובדות כתב האישום המתוקן כאמור, הוא הורשע בעבירה של החזקת סם מסוכן שלא לצריכה עצמית, לפי סעיפים 7(א) ו-(ג) רישא בפקודת הסמים המסוכנים [נוסח חדש], התשל""ג – 1973.",,,,,,,,,,['כן'],,,,
הנאשם צעיר מגיל 21 ובנסיבות חובה לקבל עליו תסקיר של שירות מבחן.,,"['1 : כן', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"מהתסקיר עולה, שהנאשם בן 21, רווק.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
ללא עבר פלילי.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
תיאר כי מנהל אורח חיים תקין.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"אשר לעבירה, סיפר כי החזיק בסם לצרכי סחר לאחר שקרוב משפחתו הציע לו שכר בתמורה לכך.",,,,,,"['לא בעל המעבדה, בעל הסמים']",,,,,,,,
ציין כי הנאשם מתקשה לבחון לעומק את דפוסי התנהגותו המכשילים.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"במסגרת הסדר הטיעון, הצדדים המליצו לבית המשפט להטיל על הנאשם 24 חודשי מאסר בפועל; מאסר על תנאי לפי שיקול דעת בית המשפט; וחילוט רכב הנאשם מסוג טויוטה קורולה מ.ר.",,,,,,,,,,,,,,
הנאשם הביע צער על מעשיו.,,,,,,,,['לא'],,,,,,
"השימוש בסמים הקשים גורם נזקים בריאותיים פיזיים ונפשיים משמעותיים; גורם לתלות; פוגע בתיפקוד; חושף את הציבור לעבירות רכוש ואלימות הקשורות בצורך להשיג מימון לרכישת הסמים; ופוגע ברבדים שונים במשתמש, בסביבתו הקרובה, בקהילה, ובחברה בכללה.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"הלכה למעשה, בתי המשפט מטילים עונשי מאסר הנעים בין 3 ל- 5 שנים על החזקת סם מסוג הרואין או קוקאין במשקל של עשרות גרם.",,,,,,,,,,,,,,
"באספקלריה זו, העונש הראוי למעשה של החזקת קוקאין במשקל 180 גרם לצרכי סחר, הינו חמור מזה שהוצע על ידי הצדדים.",,,,,,,,,,,,,,
"אולם, הודאת הנאשם ניתנה במסגרת הסדר טיעון הכולל הסכמה לענין העונש; וברקע הסדר הטיעון קשיים מתחום המודיעין, שחזקה על התביעה שנתנה להם משקל הולם; ההקלה הגלומה בעונש המוצע על ידי הצדדים מידתית וסבירה; והכלל הוא שבית המשפט מכבד הסדרי טיעון.",,,,,,,,,,['כן'],,,,
"א.	24 חודשי מאסר בפועל, מיום מעצרו.",,,,,,,,,,,,"['המאסר בפועל הוא 24 חודשים, כפי שמצוין ב""א. 24 חודשי מאסר בפועל, מיום מעצרו.""']",[],[]
"12 חודשי מאסר על תנאי למשך 3 שנים מיום שחרורו מהמאסר, שלא יעבור עבירת סמים שהיא פשע.",,,,,,,,,,,,[],['12 חודשי מאסר על תנאי'],[]
רכב מסוג טויוטה קורולה מ.ר.,,,,,,,,,,,,,,
"46-887-30 השייך לנאשם, יחולט לטובת המדינה.",,,,,,,,,,,,[],[],[]
