,sentence,true_label,predicted_label,probabilities
374,"הנאשם הודה בעובדות כתב אישום מתוקן שהוגש במסגרת הסדר דיוני, בגין חלקו בפרשייה בה הואשמו שלושה נאשמים נוספים יחד עמו, כשהאחרים הואשמו בהיקף נרחב של עבירות סחר בסמים.",0,1,0.99535394
188,במסגרת הסדר טיעון הורשע הנאשם על פי הודאתו בשני כתבי אישום מתוקנים והופנה לשירות המבחן לקבלת תסקיר.,0,1,0.9949673
170,"בכל הקשור לנסיבות שאינן קשורות בביצוע העבירות, הפנתה להודאת הנאשם בכתב האישום המתוקן, לעברו הפלילי הכולל 10 הרשעות קודמות בעבירות שונות בעיקר בעבירות סמים בגינן אף ריצה עונשי מאסר בפועל, ולעובדה כי תלוי ועומד נגדו מאסר על תנאי בר הפעלה למשך 6 חודשים.",0,1,0.9942934
203,"בנוגע לשותף (הנאשם 2), אשר אף הוא הודה בביצוע שתי עבירות של סחר בסם מסוכן מסוג קוקאין, במשקל כולל של כ- 0.3 גרם בתמורה לסך כולל של 200 ₪, המדינה הגיעה להסדר טיעון אשר כלל הסכמה עונשית.",0,1,0.9941824
378,"הנאשם הורשע ביום 10.1.22 על פי הודייתו במסגרת הסדר טיעון בכתב אישום מתוקן בעבירה של החזקת סמים שלא לצריכה עצמית לפי סעיפים 7(א) ו-7(ג) רישא בפקודת הסמים המסוכנים [נוסח חדש] תשל""ג-1973 (להלן: פקודת הסמים) ובריבוי עבירות של סחר בסמים מסוכנים לפי סעיפים 13 ו- 19א בפקודת הסמים.",0,1,0.9933188
156,"ביום 10.1.22 הודה הנאשם בפני כב' השופטת דיבון סגל בכתב האישום המתוקן ובהמשך הוגשו מספר תסקירים, אשר פרשו תמונה רחבה אודות מורכבות חייו ונסיבותיו האישיות.",0,1,0.9932054
223,"בסופו של יום, עינינו הרואות כי הגם שהנאשם עשה מאמצים לאורך זמן ממושך מאז הורשע במיוחס לו, הוא חזר להשתמש בסמים, לא שיתף פעולה עם שירות המבחן כנדרש, לא הסכים להשתלב בקהילה טיפולית סגורה ומפוקחת על ידי משרד הרווחה, והרושם הוא כי קיים סיכון במצבו להישנות עבירות.",0,1,0.9931978
417,"הנאשם מקסים דדון, שהוא נאשם מס' 2 בכתב אישום שייחס עבירות לקבוצת נאשמים, הורשע על פי הודאתו במסגרת הסדר טיעון בעבירות של סיוע לייבוא סם מסוכן, עבירה לפי סעיף 13 לפקודת הסמים המסוכנים [נוסח חדש] תשל""ג-1973 ביחד עם סעיף 31 וסעיף 29 לחוק העונשין, תשל""ז-1977 וכן בעבירה של ניסיון להחזקת סם מסוכן שלא לצריכה עצמית, עבירה לפי סעיף 7(א)+(ג) לפקודת הסמים המסוכנים + סעיפים 25 ו-29 לחוק העונשין.",0,1,0.99294657
630,"לאור האמור, ניתן תיקון להכרעת דין, במסגרתו הורשע הנאשם בעובדות ובעבירות שבכתב האישום המתוקן ת/2, ללא שינוי בהוראות החיקוק.",0,1,0.99288744
809,"ניתן  לתת משקל לנסיבות הבאות שאינן קשורות בביצוע העבירה, במסגרת גזירת העונש בתוך המתחם: מדובר בנאשם בסוף שנות העשרים לחייו, ללא עבר פלילי, שהודה במיוחס לו ועבר תהליך טיפולי ארוך ומרשים.",0,1,0.9925753
145,"בהתחשב בהודאתו, לקיחת האחריות והעובדה שזהו מאסרו הראשון, עתרה למקמו בתחתית המתחם לצד ענישה נלווית של מאסר על תנאי, קנס בגובה עשרות אלפי שקלים ולהכריז עליו סוחר סמים.",0,1,0.9916666
80,"ב""כ הנאשם הוסיף וטען כי אין להיעתר לבקשת המאשימה להטיל על הנאשם  9 חודשי מאסר אשר ירוצו בעבודות שירות נוכח העובדה כי על השותף, בעל עבר פלילי בעבירות סמים, נגזרו 7 חודשי מאסר בפועל, במסגרת הסדר טיעון סגור.",0,1,0.9914125
871,"עוד ראיתי לנגד עיני את העובדה שהנאשם חסך זמן שיפוטי רב, לרבות  העדתו של סוכן משטרתי על כל המשאבים וההיערכות הכרוכה בכך.",1,0,0.93195385
