text,CIR_PUNISHMENT,GENERAL_CIRCUM,reject,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ,REGRET,RESPO,CONFESSION,CIRCUM_OFFENSE,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
"ביום 25.11.2019 בשעה 05:50 או בסמוך לכך, בדירה בתל-אביב, החזיק הנאשם בחדר השינה ובסלון הדירה סמים מסוכנים מסוג קנבוס במשקל של 566.277 גרם נטו.",,,,['קנביס (קנבוס)'],['[566.277 - גרם]'],,,,,,,,,
"באותן נסיבות החזיק הנאשם, סמים מסוכנים מסוג חשיש במשקל של 1.545 גרם נטו.",,,,['קנביס (קנאביס)'],['[1.545 - גרם]'],"['לא בעל המעבדה, בעל הסמים']",,,,,,,,
"בכיס מכנסיו הימני, שקית ניילון שקופה ובה סמים מסוכנים מסוג קנבוס במשקל של 7.35 גרם נטו.",,,,['קנביס (קנבוס)'],['[7.35 - גרם]'],,,,,,,,,
"בכיס מכנסיו השמאלי, נייר מגולגל שבתוכו סמים מסוכנים מסוג חשיש במשקל של 4.82 גרם נטו.",,,,"['הסוג הוא [קנביס], כפי שמצוין בטקסט: ""בכיס מכנסיו השמאלי, נייר מגולגל שבתוכו סמים מסוכנים מסוג חשיש במשקל של 4.82 גרם נטו.""']",['[4.82 - גרם]'],['לא בעל הסמים'],,,,,,,,
"בכיס הקטן שבכיס מכנסיו הימני, דף מקופל ובו סמים מסוכנים מסוג קטמין במשקל של 0.8077 גרם נטו.",,,,"['הסוג הוא קטמין, כפי שמצוין בטקסט: ""בכיס הקטן שבכיס מכנסיו הימני, דף מקופל ובו סמים מסוכנים מסוג קטמין במשקל של 0.8077 גרם נטו.""']",['[0.8077 - גרם]'],,,,,,,,,
"בארון הבגדים בחדר השינה, בשקית ובתוכה סמים מסוכנים מסוג קנבוס במשקל של 52.95 גרם נטו.",,,,['קנביס (קנבוס)'],['[52.95 - גרם]'],,,,,,,,,
"בסמוך למיטה, בשקית ובתוכה סמים מסוכנים מסוג קנבוס במשקל של 13.86 גרם.",,,,['קנביס (קנבוס)'],['[13.86 - גרם]'],,,,,,,,,
"בסמוך למיטה, בצנצנת ובה שקיות שמכילות סמים מסוכנים מסוג חשיש במשקל של 48.69 גרם נטו.",,,,"['הסוג הוא [קנביס], כפי שמצוין בטקסט: ""סמים מסוכנים מסוג חשיש במשקל של 48.69 גרם נטו.""']",['[48.69 - גרם]'],"['לא בעל המעבדה, בעל הסמים']",,,,,,,,
"בחדר השינה מתחת למכשיר מיקרוגל, בשקית שמכילה סמים מסוכנים מסוג קטמין במשקל של 1.7702 גרם נטו.",,,,"['הסוג הוא קטמין. הטקסט מזכיר ""סמים מסוכנים מסוג קטמין במשקל של 1.7702 גרם נטו.""']",['[1.7702 - גרם]'],,,,,,,,,
"בנוסף החזיק הנאשם ברכבו, בתיק במושב האחורי, בסמים מסוכנים מסוג M.D.M.A במשקל של 0.1036 גרם נטו, וכן בסמים מסוכנים מסוג מטילמטקטינון במשקל של 0.2647 גרם נטו.",,,,['הסוג של הסמים הוא [MDMA] ו[מטילמטקטינון]'],"['[0.1036 - גרם], [0.2647 - גרם]']","['לא בעל המעבדה, בעל הסמים']",,,,,,,,
"הדיונים החלו לפני מותב קודם, כאשר במסגרתם הודה הנאשם בעובדות כתבי האישום הנ""ל והורשע על יסוד הודאתו בביצוע שתי עבירות של החזקת סמים מסוכנים שלא לצריכה עצמית (בפרוטוקול, עמ' 3).",,,,,,,,,,['כן'],,,,
"כפי שצוין בבדיקה (מיום 18.03.2021), הנאשם (יליד שנת 1992) מתגורר בתל אביב עם זוגתו ועובד כשנה כמוביל בעסק למזרונים.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"לנאשם היו מילדותו קשיים לימודיים ובעיות קשב וריכוז, והוא שוחרר מהשירות בצבא שחרור מוקדם, לדבריו בשל מצב בריאותי.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"הנאשם סיפר כי שנתיים קודם לכן החל להשתמש בסמים מסוגים שונים (ביניהם קנבוס, אסיד וקטמין), בין השאר בשל קשייו להתמודד עם אירוע משברי בו אמו נפגעה קשה בתאונת עבודה.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,,,
"שירות המבחן התרשם כי הנאשם מנהל אורח חיים יציב, אינו בעל דפוסים עברייניים ואינו מעלה צרכים רבים וקשיים הדורשים התערבות מקיפה ומשמעותית.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
תסקיר שירות המבחן (מיום 24.05.2022) מפרט את נסיבותיו האישיות של הנאשם.,,,,,,,,,,,,,,
"כמסתבר, מאז מועד בדיקת ההתאמה התחתן הנאשם ועבר להתגורר עם אשתו – המצויה בהיריון – במושב פתחיה, כאשר כיום הוא עובד כמנהל מסעדה.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,,,
