text,CIR_PUNISHMENT,GENERAL_CIRCUM,reject,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ,REGRET,RESPO,CONFESSION,CIRCUM_OFFENSE,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
"הנאשם הודה והורשע במסגרת הסדר טיעון שהוצג בבית המשפט ב- 20.1.15, ואשר כלל תיקון מהותי בכתב האישום והסדר סגור מבחינת כל הרכיבים, בכך שב- 23.9.14, שעה 22:00, לערך, החזיק שלא כדין סם מסוכן מסוג קוקאין במשקל 3.74 גרם נטו, מחולק ל- 5 אריזות שלא לצריכתו העצמית – עבירה של החזקת סם שלא לצריכה עצמית.",,,,['[קוקאין]'],,,,,,['כן'],,,,
"לנאשם הרשעה קודמת אחת מ- 24.5.07 בגין תקיפת בת זוג, היזק לרכוש ואיום.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
בגין עבירות אלה נדון למאסר מותנה ולהתחייבות.,,,,,,,,,,,,,,
"מאסר בפועל לתקופה של 5  חודשים, בעבודות שירות בבית העלמין קרית גת,  וזאת 5 ימים בשבוע, 8.5 שעות יומיות, בעבודות אחזקה וסיוע, מנהלה ושירותים בפיקוח ישראלי שרון.",,,,,,,,,,,,['5 חודשים'],[],[]
אני מטילה על הנאשם 12 חודשי מאסר על תנאי למשך 3   שנים והתנאי הוא שלא יעבור עבירת פשע על פקודת הסמים המסוכנים.,,,,,,,,,,,,[],['12 חודשי מאסר על תנאי'],[]
אני מטילה על הנאשם 6 חודשי מאסר על תנאי למשך 3   שנים והתנאי הוא שלא יעבור עבירת עוון על פקודת הסמים המסוכנים.,,,,,,,,,,,,[],['6 חודשי מאסר על תנאי'],[]
הנני פוסלת את הנאשם/ת מלקבל או מלהחזיק רשיון נהיגה לתקופה של  4 חודש/ים וזאת על תנאי שלא ת/יעבור העבירות בהן הורשע/ה ו/או עבירות מהתוספת הראשונה ו/או השנייה לפקודת התעבורה כולל נהיגה בזמן פסילה במשך  2  שנה/ים.,,,,,,,,,,,,[],[],[]
"קנס בסך  2000  ₪,  שיקוזז מהפקדון שהופקד כתנאי לשחרור במ""י 56637-09-14.",,,,,,,,,,,,[],[],"['2000 ש""ח']"
"הכסף שנתפס עליו ונמצא ברשות המשטרה בסך של 6,600 ₪, יחולטו לטובת אוצר המדינה.",,,,,,,,,,,,[],[],[]
"300 ₪ שנתפסו של בנו של הנאשם, רם סאלם, יושבו לבן.",,,,,,,,,,,,[],[],[]
