text,CIR_PUNISHMENT,GENERAL_CIRCUM,reject,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ,REGRET,RESPO,CONFESSION,CIRCUM_OFFENSE,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
"על פי עבודות האישום הראשון, ביום 2.12.19 יצר הסוכן קשר עם חאתם חמד (להלן: ""חאתם"") וביקש לרכוש ממנו סם מסוכן מסוג קוקאין בהמשך לעסקת סם קודמת אותה ביצע הסוכן עם חאתם.",,,,"['הסוג הוא [קוקאין], כפי שמצוין בטקסט: ""סם מסוכן מסוג קוקאין""']",,,,,,,,,,
"באותו יום נפגשו חאתם והסוכן בחניית מסעדה בסמוך לאום אל פאחם, שם סיכמו השניים כי חאתם, הנאשם ואחיו נביל אגבריה (להלן: ""נביל"") ימכרו לסוכן סם מסוכן מסוג קוקאין במשקל של חצי ק""ג.",,,,"['הסוג הוא [קוקאין], כפי שמצוין בטקסט: ""סם מסוכן מסוג קוקאין במשקל של חצי ק""ג.""']","['[0.5 - ק""ג]']",,,,,,,,,
"הסוכן מסר לידי נביל 150,000 ₪ והנאשם אמר לסוכן שיהיה עליו להמתין עד אשר יוכל לספק לו את הסם לפי מתווה העסקה.",,,,,,,,,,,,,,
הנאשם אחז בידו כפפה חד פעמית ובתוכה סם מסוכן מסוג קוקאין במשקל של 504.02 גרם מחולק לחמישים ואחת חתיכות ומסרה לידי הסוכן.,,,,"['הסוג הוא [קוקאין], כפי שמצוין בטקסט: ""הנאשם אחז בידו כפפה חד פעמית ובתוכה סם מסוכן מסוג קוקאין במשקל של 504.02 גרם מחולק לחמישים ואחת חתיכות ומסרה לידי הסוכ']",['[504.02 - גרם]'],"['הנאשם לא מוזכר כבעל מעבדה, אלא רק כמי שמסר סם מסוכן מסוג קוקאין במשקל 504.02 גרם, מחולק ל-51 חתיכות, לידי סוכן. לכן,']",,,,,,,,
"ביום 11.1.20 יצר הנאשם קשר עם הסוכן והציע למכור לו רובה מסוג 16M בתמורה ל- 110,000 ₪.",,,,,,,,,,,,,,
"הסוכן מסר לידי הנאשם ונביל 110,000 ₪ , הנאשם ונביל ארזו את הנשק בבד לבן ומסרוהו לידי הסוכן וכן מסרו לסוכן מחסנית תואמת לרובה ו – 115 כדורים קליבר 5.56X45 מ""מ , הסוכן נטל את הנשק, האביזר והתחמושת ויצא יחד עם הנאשם מן הבית, ולאחר מכן נכנסו לרכבו של הנאשם אשר הסיע את הסוכן לכניסה לכפר מגוריו.",,,,,,,,,,,,,,
"הוגש רישום פלילי של הנאשם ממנו עולה כי לחובתו 10 הרשעות קודמות בעבירות סמים, אלימות ונשק, בגינן ריצה הנאשם שבעה מאסרים.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : כן']",,,,,,,,,,,,
"נסקרו תולדות חייו של הנאשם שהוא בן 51 שנים, נשוי בשנית ואב לארבעה ילדים בגילאי 3 חודשים עד שמונה שנים.",,"['1 : לא', '2 : כן', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"שירות המבחן התרשם כי הנאשם גדל בתנאים משפחתיים מורכבים תחת קושי בתפקוד הורי, תנאי מחיה קשים ומצב כלכלי רעוע אשר גרמו לקשיים בתפקוד יציב ומסתגל ולאורח חיים שולי והתמכרותי כדרך התמודדות עם קשייו.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
ענישה מוחשית לא היוותה גורם הרתעה משמעותי כשהנאשם עדין מתקשה להתרחק מקבוצות המנהלות אורח חיים שולי.,,"['1 : כן', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,,,
"העסקאות בוצעו בביתו של הנאשם, בעסקה הראשונה מדובר בסם קשה ומסוכן – קוקאין, בכמות של חצי ק""ג תוך העברת מלוא התמורה מצד הסוכן במזומן, ובעסקה השנייה מדובר בסיוע לסחר של כלי נשק התקפי, רובהM16  תמורת 110,000 ₪, תוך אספקה של אביזר ותחמושת מתאימים באופן המעיד על נגישות מצד הנאשם לאמצעי לחימה התקפיים רבי עוצמה.",,,,['הסוג הוא [קוקאין]'],"['[0.5 - ק""ג]']","['לא בעל הסמים, בעל המעבדה']",,,,,,,,
"על אחי הנאשם-  נביל אגבריה, שהורשע בסיוע לשתי העסקאות המיוחסות לנאשם, הושתו 24 חודשי מאסר בפועל.",,,,,,,,,,,,,,
"נתונים רלבנטיים שונים – עבר פלילי משמעותי לנאשם להבדיל מנביל אגבריה שנעדר עבר פלילי ולגביו נלקח בחשבון מצבו הרפואי המורכב כפי שעלה מפרוטוקול הטיעונים לעונש, קשיים ראייתיים ועברו כמתנדב במשטרה.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"לעניין מיקומו של הנאשם בתוך המתחם, לנאשם עבר פלילי עשיר כולל 10 הרשעות קודמות, החל משנות ה- 90 ועד לשנת 2015, מתוכן 7 בגין עבירות סמים ו – 3 בגין עבירות נשק.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : כן']",,,,,,,,,,,,
"הנאשם ריצה 7 עונשי מאסר בפועל, חלקם לפרקי זמן ארוכים, כאשר האחרון היה למשך 27 חודשים.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
ניכר מעברו הפלילי של הנאשם כמו גם מהתסקיר שהוגש שהנאשם מעורה בעולם הפשיעה בניגוד לאחיו ומכאן הצורך לתת ביטוי משמעותי לעקרון ההרתעה.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : כן']",,,,,,,,,,,,
"לקולא יש ליתן משקל ללקיחת האחריות, ההודאה והחיסכון בזמן שיפוטי ניכר.",,,,,,,,['לא'],['כן'],['לא'],,,,
