text,CIR_PUNISHMENT,GENERAL_CIRCUM,reject,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ,REGRET,RESPO,CONFESSION,CIRCUM_OFFENSE,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
"בתיק המצורף הורשע הנאשם, בכך כי בחודש יולי 2016 גידל 23 שתילי סם במשקל של כ-3 ק""ג במתחם מגודר בחצר עסקו, וכן בהחזקת 85 גר' סם, תוצר הגידול.",,,,['קנביס (קנאביס)'],"['[3 - ק""ג], [85 - גרם]']","['לא בעל המעבדה, בעל הסמים']",,,,,,,,
עוד גידל 3 שתילים במשקל 576 גר' בחצר העסק.,,,,,,,['לא'],,,,,,,
"מתסקיר, שהוגש בהסכמת הצדדים, עולה שהנאשם בן 40, אב לחמישה ילדים, אשתו- עו""ד במקצועה.",,"['1 : לא', '2 : כן', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"לנאשם שתי הרשעות, האחרונה משנת 2013 בהסעת תושב זר.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,,,
"באשר לעבירת האיומים, הנאשם נטל אחריות והביע חרטה על פגיעה במתלונן.",,,,,,,,['כן'],['כן'],,,,,
"באשר לעבירת הסמים, מסר שהשתמש בסמים מזה שלוש שנים על רקע קשייו להתמודד עם מצבו הכלכלי הקשה וטען כי הסם נועד לשימושו העצמי.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,,,
"לנאשם נערכו שתי בדיקות שתן, באחת מהן נמצאו שרידי חשיש.",,,,,,,,,,,,,,
"שירות המבחן התרשם מאדם נטול דפוסים עבריינים, שההליכים המשפטיים היוו עבורו גורם מרתיע.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"באשר לגידול הסם, נטען כי הנאשם גידלם כדי להשתמש בהם.",,,,,,"['לא בעל המעבדה, בעל הסמים']",,,,,,,,
"עוד הוסיף שהנאשם מצוי במצב כלכלי קשה, בשל קריסת עסקו שהיה רשום גם ע""ש אשתו, זו נאלצה להתפטר מתפקיד ציבורי בו עבדה.",,"['1 : לא', '2 : כן', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
הנאשם עצמו הסביר שגידל השתילים מבלי שידע לאיזה משקל יגיעו וביקש להסתפק בעבודות שירות.,,,,,,,,,,,,,,
עוד טען שכיום אינו משתמש בסם.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,,,
"באשר לעבירת הגידול, אתחשב  בתיקון לקולא של כתב האישום, לפיו אין מחלוקת שהסם שהוחזק הינו תוצר גידול עצמי.",,,,,,,,,,,,,,
"כמות הסם אינה גדולה במיוחד ויכולה להתיישב גם עם טיעוני ההגנה, שהנאשם צרך אותה עת סם וגידלו, בעיקר, לשימוש עצמי.",,,,['הסוג הוא [קנביס]'],,"['לא בעל המעבדה, בעל הסמים']",,,,,,,,
"לראיה, נמחקה אף העבירה של החזקת הסם שלא לצריכה עצמית.",,,,,,,,,,,,,,
"הנאשם יליד 1977, נשוי ואב לחמישה ילדים.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"לנאשם שתי הרשעות קודמות, אחת בעבירת אלימות.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"התרשמתי אף אני, כפי שעשה שירות המבחן, כי מדובר בנאשם שאינו מנהל אורח חיים שולי ואף דפוסיו אינם עבריינים.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"עם זאת, הנאשם אינו מקפיד על התנהלות שומרת חוק, ולעיתים, במצבי דחק- ויכוח עם אחר או מצב כלכלי קשה, נוטה להתנהל באופן פורץ גבולות.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"עוד נתתי משקל לחלוף הזמן בתיק דנא, להודאת הנאשם במיוחס לו וגילוי התובנה לפסול במעשיו, ולנסיבותיו האישיות.",,,,,,,,['לא'],,['לא'],,,,
5 חודשים שירוצו בדרך של עבודות שירות.,,,,,,,,,,,,[],[],[]
"הנאשם ירצה עבודות שירות במסגרת ""צ'יימס"" בכפר סבא החל מיום 10.6.18, בימים א'-ה', במשך 7.5 שעות עבודה יומיות.",,,,,,,,,,,,[],[],[]
"בית המשפט מבהיר לנאשם כי אם לא ישתף פעולה עם הממונה כנדרש, ניתן יהיה להפקיע העבודות ולהמירן במאסר ממש.",,,,,,,,,,,,,,
"6 חודשי מאסר על תנאי, לבל יעבור הנאשם עבירות סמים מסוג פשע במשך שלוש שנים מהיום.",,,,,,,,,,,,[],['6 חודשי מאסר על תנאי'],[]
"4 חודשי מאסר על תנאי, לבל יעבור הנאשם עבירות סמים מסוג עוון או עבירת איומים במשך 3 שנים מהיום.",,,,,,,,,,,,[],['4 חודשי מאסר על תנאי'],[]
"קנס בסך 1500 ש""ח  או 14 ימי מאסר תמורתו.",,,,,,,,,,,,[],[],"['1500 ש""ח']"
הקנס ישולם בשלושה תשלומים שווים ורצופים החל מיום 1.5.18.,,,,,,,,,,,,,,
3 חודשים פסילה על תנאי לבל יעבור הנאשם עבירה על פקודת הסמים במשך שנתיים מהיום.,,,,,,,,,,,,[],[],[]
מורה על השמדת מוצגי הסם וכלים.,,,,,,,,,,,,[],[],[]
