text,PUNISHMENT,GENERAL_CIRCUM,reject,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
"הנאשם והסוכן נפגשו ובמהלך שיחתם אמר הנאשם לסוכן כי הם נמצאים בסמוך למעבדת הסמים הראשית, כי יש ברשותו כמות של 5 ק""ג סם מסוג הידרו מוכן למכירה, וכן כי הוא מספק סמים לערים שונות, ביניהן תל אביב, הוד השרון, פתח תקווה וטייבה.",,,,['סוג הסמים הוא הידרו'],"['5 ק""ג - היחידה היא קילוגרמים (ק""ג)']",,,,,
"עוד מסר הנאשם לסוכן, כי הוא מבקש לנסות את יכולותיו במכירת סמים, וכי הוא מבקש תמורה של 35,000 ₪ כנגד 1 ק""ג סם מסוג הידרו בגידול ביתי.",,,,['סוג הסמים הוא הידרו'],"['35,000 ₪ (כסף) כנגד 1 ק""ג (יחידות) של סמים מסוג הידרו בגידול ביתי']",,,,,
"בהתאם לסיכום נפגשו הנאשם והסוכן בנקודת המפגש האמורה, והשניים סיכמו כי הסוכן יגיע לכתובת בית מגוריו של הנאשם בטייבה, והנאשם ימכור לו את הסם המסוכן בתמורה לסכום של 22,500 ₪.",,,,,,,,,,
"בהמשך לכך נפגשו הנאשם והסוכן בנקודה המוסכמת, שם העביר לו הנאשם שקית המכילה סם מסוכן מסוג קנבוס במשקל 979.59 גרם נטו.",,,,['סוג הסמים הוא קנבוס'],['979.59 גרם (יחידה: גרם)'],,,,,
"בהתאם להסדר הטיעון בין הצדדים, הודה הנאשם ביום 14.3.2023 בכתב האישום המתוקן ובאותו מועד הרשעתיו בעבירות שיוחסו לו, כמפורט בסעיף 1.",,,,,,,,,,
"בתסקיר השלישי מיום 19.5.2024, עמד שירות המבחן על כך שמאז התסקיר הקודם, החל הנאשם לשתף יותר בנסיבות העבירה, ועם יציאתו למסע השטח במסגרת הקבוצה הטיפולית, הוא החל לקחת יותר אחריות על התנהגותו.",,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : כן', '8 : כן', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,
"עוד ציין השירות כי ברמת שיתוף הפעולה ומעורבותו בקבוצה כיום, הנאשם הוא משתתף פעיל, יוזם, מגיב לחבריו ומצליח לתת ביקורת.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"עורך התסקיר הוסיף וציין כי בפגישה שהתקיימה עמו בעת האחרונה הביע הנאשם נכונות להמשיך השתלבות בקבוצה ייעודית לצעירים, שיתף כי נעזר בתכנים העולים והדגיש כי גברה אחריותו לשקם את מצבו וכי הוא עורך שינויים בדפוסי חשיבתו והתנהגותו.",,,,,,,,,,
"הנאשם מסר כי הוא שומר על תפקוד תקין, צמצם קשרים חברתיים בעייתיים, מתמקד במשפחתו ובעבודתו ומתכנן להתארס בחודשים הקרובים.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"על יסוד דברים אלה, וכן על יסוד שיתוף הפעולה של הנאשם עם השירות מזה חמישה חודשים והתרשמות השירות בדבר מוטיבציה לשקם את מצבו, שב השירות על המלצתו להטיל על הנאשם צו מבחן לתקופה של שנה, שבמהלכה ישתלב בקבוצת הצעירים, בד בבד עם ענישה מוחשית של עבודות שירות.",,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,
"ההגנה מצביעה מנגד על כך שמדובר בנאשם צעיר, נעדר עבר פלילי, סטודנט לחינוך גופני ובן למשפחה נורמטיבית, אשר מכר את הסם למי שהיה שותפו לדירה באותה עת, בהתאם לפנייתו, ואשר הודה במעשים ונטל אחריות מלאה עליהם.",,"['1 : כן', '2 : לא', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"לפי ההגנה, הנאשם עבר הליך שיקום משמעותי שבמסגרתו הגיע לכל מפגשי הטיפול, גילה מעורבות פעילה והתרחק מהעולם העברייני.",,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"אכן, להודיית הנאשם חשיבות, הן במישור היעילות, החיסכון בזמן שיפוטי והשגת תוצאה מהירה; הן במובן זה שיש בהודייתו משום הפנמת חומרת המעשה, הבנת הפסול שבו ונכונות לשלם את המחיר, וכן בסיס להנחה כי הוא לא ישוב לבצע את מעשיו בעתיד.",,,,,,,,,,
