text,CIR_PUNISHMENT,GENERAL_CIRCUM,reject,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ,REGRET,RESPO,CONFESSION,CIRCUM_OFFENSE,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
"בהינתן העובדה שניתנה הכרעת דין מפורטת, לא ראיתי לחזור בהרחבה על עובדות כתב האישום, ואסתפק בכך שאציין כי מדובר במי שמכר, בצוותא עם נאשם 1, סם מסוכן מסוג קוקאין במשקל 58.78 לסוכן משטרתי, תמורת 24,000 ₪.",,,,['[קוקאין]'],,,,,,,,,,
"לציין כי נאשם 1 בכתב האישום הודה במסגרת הסדר טיעון הן במעורבות באישום הראשון (בו הורשע אף הנאשם) והן במכירת 50.8 גרם סם מסוכן מסוג קוקאין לסוכן באישום השני, ונדון ל- 40 חודשי מאסר.",,,,['[קוקאין]'],,"['הנאשם הודה במעורבותו באישום הראשון, שבו הוא הורשע, ובמכירת 50.8 גרם קוקאין לסוכן באישום השני. הוא לא הודה או הורשע בהחזקת או שימוש במעבד']",,,,['כן'],,,,
"הנאשם בחר לכפור באשמתו, והורשע לאחר שמיעת ראיות.",,,,,,,,,,,,,,
"עוד עמד הסנגור על נתוניו האישיים של הנאשם, על נישואיו ליהודייה שהולידו משברים משפחתיים לא פשוטים עימם נאלצו בני הזוג להתמודד, על לידת בנו (ומעצרו בסמוך לאחר מכן), ועל התרסקותו הכלכלית (הוגש צו כינוס - סומן נע/1).",,"['1 : לא', '2 : כן', '3 : לא', '4 : לא', '5 : כן', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"באותו הקשר עמד הסנגור על עברו הפלילי המכביד של נאשם 1, ועל העובדה כי העבירות בוצעו על ידו בסמוך לשחרורו ממאסר ממושך.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : כן', '11 : כן']",,,,,,,,,,,,
"הנאשם בדברו האחרון עמד על כפירתו בעובדות בהן הורשע, ולצד זאת התייחס גם למצבו האישי ולמשבר שפקד אותו.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"יחד עם זאת, חשוב להבהיר כי בכל גזרי הדין שהגישו הצדדים (לרבות אלה שניתנו בפרשה זו) דובר היה בנאשמים שבחרו לקבל אחריות על מעשיהם.",,,,,,,,,,,,,,
"במילים אחרות, ולאור רצונו (הלגיטימי) של הנאשם לנהל את משפטו עד תום, לא ניתן להעניק לו את אותה הקלה משמעותית שהייתה מוענקת לו, ככל שהיה מקבל אחריות על מעשיו.",,,,,,,,,,,,,,
הטעם השני – גזר הדין שניתן בעניינו של נאשם 1 נתן משקל משמעותי להודייתו וקבלת האחריות.,,,,,,,,,['כן'],,,,,
"הטעם השלישי  - בגזר הדין שניתן בעניינו של נאשם 1, נתתי משקל לקולא למצבו הרפואי, שכן מדובר במי שעבר תאונת דרכים קשה, והובא לבית המשפט על-ידי שב""ס כשהוא נעזר בקביים וכיסא גלגלים.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
54 חודשי מאסר לריצוי בפועל החל מיום מעצרו – 22.1.18.,,,,,,,,,,,,,,
"9 חודשי מאסר, אולם הנאשם לא יישא עונש זה אלא אם יעבור תוך שלוש שנים מיום שחרורו עבירה על פקודת הסמים מסוג פשע.",,,,,,,,,,,,[],['9 חודשי מאסר על תנאי'],[]
"4 חודשי מאסר, אולם הנאשם לא יישא עונש זה אלא אם יעבור תוך שלוש שנים מיום שחרורו עבירה על פקודת הסמים מסוג עוון.",,,,,,,,,,,,[],['4 חודשי מאסר על תנאי'],[]
"קנס בסך 20,000 ₪ או 100 ימי מאסר תמורתו.",,,,,,,,,,,,[],[],"['20,000 ₪']"
