text,CIR_PUNISHMENT,GENERAL_CIRCUM,reject,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ,REGRET,RESPO,CONFESSION,CIRCUM_OFFENSE,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
"הנאשם הורשע על פי הודאתו בכתב אישום מתוקן בעבירות של גידול סם מסוכן, החזקת שתילים המשמשים לסם ואחזקת סם לצריכה עצמית.",,,,,,,,,,['כן'],,,,
"ההודיה היתה בשנת 2012, ומאז מצוי הנאשם בתהליכים שונים בשירות המבחן ומהתסקירים שהתקבלו אודותיו עולה הרקע האישי והמשפחתי, מעורבותו בעבירות הפליליות, השינוי ושיתוף הפעולה שחל אצלו, עד לסיום כל ההליך הטיפולי בשירות המבחן.",,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : כן', '8 : כן', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,,,
"נסיבה נוספת מקלה היא הטיפול שעבר הנאשם,  ומשך הזמן בו נבדק ונמצא שאינו משתמש בסמים כלל.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,,,
8 חודשי מאסר בפועל.,,,,,,,,,,,,,,
"מתקופת המאסר ינוכו ימי המעצר,  מיום 4.3.12 עד 6.4.12.",,,,,,,,,,,,,,
"4 חודשי מאסר על תנאי לתקופה של 3 שנים, והתנאי הוא שהנאשם לא יעבור כל עבירה מסוג עוון על פקודת הסמים המסוכנים.",,,,,,,,,,,,[],['4 חודשי מאסר על תנאי'],[]
"8 חודשי מאסר על תנאי לתקופה של 3 שנים, והתנאי הוא שהנאשם לא יעבור כל עבירה מסוג פשע על פקודת הסמים המסוכנים.",,,,,,,,,,,,[],['8 חודשי מאסר על תנאי'],[]
"הנאשם ישלם קנס בסך 4,500 ₪.",,,,,,,,,,,,[],[],"['4,500 ₪']"
"הסכום יקוזז מהכספים שהפקיד הנאשם בתיק מ""ת 12101-03-12 ,  לאחר שהנאשם יתייצב לריצוי עונשו.",,,,,,,,,,,,,,
מורה על השמדת הסמים וכל הציוד הקשור לגידולם.,,,,,,,['לא'],,,,,[],[],[]
