text,PUNISHMENT,GENERAL_CIRCUM,reject,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
"הנאשם הורשע על פי הודאתו בעבירות של גידול סמים מסוכנים, החזקה בסמים לצריכה עצמית והחזקת כלים להכנת סם לצריכה עצמית.",,,,,,,,,,
"בשים לב למכלול הנתונים, עברו הנקי, שינוי אורחותיו ושמירה על ניקיון מסמים, שינוי במדיניות האכיפה בעבירות דומות, והמלצת שירות המבחן להימנע מהרשעה על מנת שלא לפגוע בעיסוקו ובדימויו העצמי, יש לקבוע כי מתקיימים נתונים המצדיקים ביטול ההרשעה בנסיבות דנן.",,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,
"הנאשם הורשע על פי הודאתו בעבירות של גידול סמים מסוכנים, החזקה בסמים לצריכה עצמית והחזקת כלים להכנת סם לצריכה עצמית, בניגוד לסעיפים 6, 7(א)+7(ג) סיפא ו- 10 סיפא לפקודת הסמים המסוכנים, (נוסח חדש) התשל""ג-1973.",,,,,,,,,,
"על פי עובדות כתב האישום המתוקן ביום 19.1.16 החזיק הנאשם במקומות שונים בביתו בסם מסוכן מסוג קנביס במשקל 1.64 ג' ומסוג חשיש במשקל 0.71 ג'  וגידל בביתו שתילי קנביס בשלושה עציצים קטנים, והכל ללא היתר כדין.",,,,['הסוג של הסמים הוא קנביס וחשיש'],['הכמות של הסמים היא [1.64 - גרם]'],,,,,
"לצורך גידול הסמים החזיק הנאשם בביתו יריעת בד שחורה מונחת בצורת אוהל, מנורות לד, מד טמפרטורה, מאוורר, מד זמנים, מזרקים, 2 גלונים, צינור אוורור, שק דישון, גליל, 20 מוטות מתכת, 6 בקבוקי דישון, משקל.",,,,,['הכמות של הסמים היא [0 - יחידות]'],,['כן'],,,
"הנאשם בן 33, רווק, בוגר 12 שנות לימוד עם בגרות חלקית, עובד משנת 2007 בחברה חקלאית.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
ממכתב מעסיקו עולה כי הינו עובד מסור ומוערך ותיק פלילי עלול להוות מכשול להשתתפותו בפרויקטים מסוימים.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"מהתסקיר עולה כי הנאשם צרך בסמים באופן קבוע מגיל 25 וכי לדבריו מאז החל ההליך המשפטי נמנע לחלוטין מסמים, שכן חווה את ההשלכות האפשריות בעיקר בתחום התעסוקתי.",,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
הנאשם מסר שתי דגימות שנמצאו נקיות משרידי סם.,,,,,,,,,,
"גם שם מסר דגימות שנמצאו נקיות מסם, מהאבחון שנערך לו עלה כי לא פיתח תלות רגשית וגופנית לסם, ולאור עמדתו כי אינו חש צורך בטיפול, הוחלט שלא לשלבו בטיפול.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"עם זאת שירות המבחן התרשם כי הנאשם מנהל אורח חיים נורמטיבי, נעדרי דפוסי התנהגות עבריינית, נעדר עבר פלילי, ועל מנת שלא לפגוע בפרנסתו ובדימויו העצמי, המליץ שירות המבחן על ביטול הרשעתו ועל הטלת צו של""צ והתחייבות.",,"['1 : כן', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
