,sentence,true_label,predicted_label,probabilities
860,"עוד כמתואר באישום השני, אמר הנאשם לסוכן ""יאללה בוא יש לי 2 סוגים אחי"" כאשר הסוכן ביקש כי הנאשם יערבב את שני הסוגים, הנאשם השיב כי ""אני אשים לך מהכי חזק"", וסיכמו להיפגש ב- 4005 באילת.",0,1,0.99971133
203,"בנוגע לשותף (הנאשם 2), אשר אף הוא הודה בביצוע שתי עבירות של סחר בסם מסוכן מסוג קוקאין, במשקל כולל של כ- 0.3 גרם בתמורה לסך כולל של 200 ₪, המדינה הגיעה להסדר טיעון אשר כלל הסכמה עונשית.",0,1,0.99968004
746,מדובר 		בשני אישומים שהמשקל הכולל של הסם שנמכר הוא 10 גרם ובתמורה כספית זניחה 		של 100 ₪ לכל 3 גרם.,0,1,0.99967575
497,"השניים קשרו קשר להקמת מעבדה לגידול סם מסוג קנבוס, ביצעו פעולות רבות לצורך הקמת המעבדה, רכשו ציוד רב לתפעול המעבדה, וגידלו במשך מספר חודשים שתילים במשקל כולל של 131 ק""ג.",0,1,0.9996567
434,"הנאשם צייד את המעבדה בציוד רב הכולל, בין היתר, מזגנים, מאווררים, אדניות, מנורות, שנאים, רפלקטורים, מפוחים, מסננים ובריכה.",0,1,0.99965405
593,"כמו כן נתפסו במקום סכום מזומן בסך 18,777.5 ₪, משקל דיגיטלי, שלושה טלפונים ניידים ושקיות חלוקה.",0,1,0.99965215
574,"כחמש דקות לאחר מכן, הנאשם לבדו ברכב מסוג קיה, ל.ז 30-522-72 (להלן: ""הרכב"") ונעצר בסמוך לוודים ולסוכן.",0,1,0.9996463
520,"ודים והסוכן המתינו במקום המפגש ובמסוך לשעה 13:55, הגיע הנאשם לבדו ברכב מסוג קיה, ל.ז 30-522-72, חלף את מקום המפגש תוך שהוא מסמן לוודים שיפגוש אותו מעבר לכביש וודים ביקש מהסוכן את הכסף.",0,1,0.9996418
247,"ברם, על כל פנים, אין מחלוקת כי הנאשם הזמין את הסם עבור עצמו ועבור חבריו, בכמות לא גדולה, ולא למטרות סחר ורווח כספי, כאשר בהזמנתו את הסם מחברו בקולומביה התנהל הנאשם בחובבנות יחסית ולא בתחכום רב.",0,1,0.99963546
193,"במעשיו המתוארים לעיל, וללא שהותר הדבר בפקודה או בתקנות לפיה או ברישיון מאת המנהל, ייבא הנאשם סם מסוכן לישראל, החזיק בסם מסוכן שלא לצריכה עצמית, וניסה לספק סם מסוכן לאחרים.",0,1,0.9996202
127,"בהמשך לכך, סמוך לשעה 16:05, הגיע השוטר שלומי לכתובתו של הנאשם, כשהוא מתייצג כנציג החברה, והתקשר לנאשם, אשר יצא מביתו וקיבל את החבילה החלופית לידיו.",0,1,0.9996164
