text,CIR_PUNISHMENT,GENERAL_CIRCUM,reject,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ,REGRET,RESPO,CONFESSION,CIRCUM_OFFENSE,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
"הנאשם הודה, במסגרת הסדר שבגדרו הוגש נגדו כתב אישום מתוקן, כי בתאריך 24.08.15 הוא החזיק בביתו, שלא כדין, 83 גרם נטו של סם מסוכן מסוג MDMA, שלא לצריכתו העצמית; ו- 0.25 גרם מריחאונה וכ- 50 גרם נטו של סם מסוכן מסוג MDMA, לצריכתו העצמית.",,,,['MDMA'],"['[83 - גרם], [0.25 - גרם], [50 - גרם]']",,,,,,,,,
"על יסוד הודאת הנאשם בעובדות כתב האישום המתוקן כאמור, הוא הורשע בעבירה של החזקת סם מסוכן שלא לצריכה עצמית, לפי סעיף  7 (א) ו- (ג) רישא לפקודת הסמים המסוכנים [נוסח חדש], התשל""ג-1973 (להלן: ""פקודת הסמים"") ובעבירה של החזקת סם מסוכן לצריכה עצמית, לפי סעיף 7 (א) ו- (ג) סיפא לפקודת הסמים.",,,,,,,,,,['כן'],,,,
"הנאשם, יליד 1987, רווק, תושב באר-שבע.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
עובד מזה תקופה ממושכת במשרד תיווך.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
תיאר יציבות תעסוקתית לאורך השנים.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"לדבריו, סיים 12 שנות לימוד ובעל תעודת בגרות מלאה.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
גויס לצבא והשתחרר לאחר שנתיים וחצי על רקע בעיות משפחתיות.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
שלל בעיות רפואיות או פסיכיאטריות.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
תיאר מצב כלכלי תקין.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
נעדר הרשעות קודמות.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
הנאשם הודה בעבירה ולקח אחריות על ביצועה.,,,,,,,,['לא'],['כן'],['כן'],,,,
"לדבריו, באותה תקופה נהג להשתמש בסמים ולכן החזיק בביתו סמים כמתואר בכתב האישום.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
הביע צער על התנהגותו השולית ועל המחירים שמשלם בגינה.,,,,,,,,['לא'],,,,,,
"תיאר כי בעבר התנסה בשימוש חד פעמי בחשיש, וכי בתקופה שקדמה למעצרו החל להשתמש בנסיבות חברתיות בסמים מסוג חשיש ו- MDMA כדרך להתמודדות עם משבר זוגי שחווה.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,['הסוג של הסמים הוא [קנביס] ו-[MDMA]'],,,,,,,,,,
תיאר שימוש קבוע ויומיומי.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"במהלך מעצרו, ביטא רצון להשתלב במסגרת טיפול במרכז חוסן בבאר - שבע.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : כן', '6 : לא', '7 : כן', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"השתתפות הנאשם בתהליך הטיפולי התאפיינה בהתמדה, שיתוף, שמירה על נקיון משימוש בסמים והתנהלות חברתית מטיבה.",,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"בנוסף, הנאשם גילה יכולת הכלה ותמיכה בחבריו וכל בדיקות השתן שמסר נמצאו נקיות מסמים.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"לאור האמור, הומלץ להעדיף את ההיבט השיקומי על עונש מוחשי, להעמיד את הנאשם במבחן למשך שנה - במסגרתו ימשיך בטיפול פרטני בבית חוסן וימסור בדיקות שתן כנדרש – ולחייבו בביצוע של""צ.",,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : כן', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"בתסקיר משלים של שירות המבחן צוין, כי לאחר שהנאשם סיים את השתתפותו בתכנית הטיפולית, הוא שולב בשיחות פרטניות במרכז חוסן.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
הוא מגיע לשיחות באופן קבוע ומשתף פעולה כנדרש.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"מבטא שאיפות לניהול אורח חיים תקין, ובדיקות השתן שלו נקיות מסמים.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"ציינה, כי הנאשם נעדר עבר פלילי וכי צו המבחן והמאסר על תנאי ישמשו כמעין חרב על צווארו, שירתיעו מפני חזרה על עבירות.",,"['1 : כן', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
הנאשם אמר כי הוא מבין את חומרת העבירה.,,,,,,,,['לא'],,,,,,
"סיפר כי הוא מנסה לעזור לעצמו ולסביבתו, וכי הוא אמור להתחתן בחודש אוגוסט 2017, וביקש לכבד את עמדת הצדדים.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : כן', '6 : לא', '7 : כן', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"במשתמשים בו - שרבים מהם אנשים נורמטיבים המשולבים בחברה כפרטים פרודוקטיבים, לא מוטבעת סטיגמת עבריינות.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"כמות ה- MDMA שהנאשם החזיק בביתו שלא לצריכה עצמית, איננה מבוטלת, והיא לבדה מצדיקה הטלת מאסר בפועל לתקופה משמעותית.",,,,,,,,,,,,,,
"בכתב האישום המתוקן שבעובדותיו הודה הנאשם, צוין, כי חלק משמעותי מה – MDMA הוחזק על ידי הנאשם לצריכתו העצמית.",,,,,,['[בעל הסמים]'],,,,['כן'],,,,
הנאשם השתתף בתכנית טיפולית משמעותית בנושא ההתמכרות לסמים וסיים אותה בהצלחה יתרה.,,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"מדיווח גורמי הטיפול עולה, כי הוא עבר שינוי אמיתי ומשמעותי בחייו והפנים תובנות בכל הקשור לשימוש בסמים, וכי כל בדיקות השתן שמסר לאורך התקופה היו נקיות משרידי סם.",,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,,,
"לאלה יש להוסיף את עברו הנקי של הנאשם, את התרשמות שירות המבחן שאין לנאשם מערכת ערכים או נורמות עברייניות מופנמות, ואת העובדה שהוא עובד באופן סדיר במשך שנים לשביעות רצון מעבידו.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
6 חודשי מאסר בפועל.,,,,,,,,,,,,,,
הנאשם ישא את המאסר בעבודת שירות.,,,,,,,,,,,,,,
"מבחן למשך שנה, במסגרתו ימשיך הנאשם בהשתתפותו בתהליך טיפול פרטני מעקבי וימסור בדיקות שתן כנדרש.",,,,,,,,,,,,,,
"12 חודשי מאסר על תנאי למשך שלוש שנים מיום שחרורו מהמאסר, שלא יעבור עבירת סמים שהיא פשע.",,,,,,,,,,,,[],['12 חודשי מאסר על תנאי'],[]
"קנס בסך 10,000 ₪ או חודש מאסר תחתיו.",,,,,,,,,,,,[],[],"['10,000 ₪']"
"הקנס ישולם מכספי הפיקדון שהפקיד הנאשם במסגרת תיק מ""ת 2492-09-15.",,,,,,,,,,,,,,
"9 חודשי פסילה על תנאי מלקבל או להחזיק רישיון נהיגה, למשך שנתיים מהיום.",,,,,,,,,,,,[],[],[]
