text,CIR_PUNISHMENT,GENERAL_CIRCUM,reject,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ,REGRET,RESPO,CONFESSION,CIRCUM_OFFENSE,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
"הנאשם הודה והורשע בכתב אישום מתוקן, בעבירה של החזקת סם מסוכן מסוג קנביס שלא לצריכה עצמית, במשקל של כ 165 ג'.",,,,['קנביס'],['[165 - גרם]'],"['הנאשם הודה והורשע בהחזקת סם מסוכן מסוג קנביס במשקל של כ-165 גרם, שלא לצריכה עצמית. זה מצביע על כך שהנאשם החזיק בסמים, אך לא בהכרח שהיה']",,,,['כן'],,,,
הודאת הנאשם ניתנה במסגרת הסדר טיעון בו הגבילה המאשימה עתירתה העונשית לעונש מאסר בן 8 ח' שיכול וירוצה בעבודות שירות בתוספת ענישה נלווית.,,,,,,,,,,['כן'],,,,
"על פי כתב האישום המתוקן בו הודה הנאשם נתפסו ברכבו ובחזקתו, ביום 18.11.20, על המושב האחורי – 14 שקיות אטומות ובתוכן יותר מ 98 ג' קנביס, על אותו מושב, בשקית אחרת – למעלה מ 41 ג' קנביס, ומתחת לכיסא הנהג 24 ג' קנביס.",,,,"['[קנביס], [קנביס]']","['[14 - שקיות], [98.01 - גרם]']",,,,,,,,,
"הסנגור הדגיש את לקיחת האחריות והחיסכון בזמן שיפוטי שנבעו מהודיית הנאשם, עתר לעונש של של""צ בלבד – מחצית משעות השל""צ לגביהם הוכנה תכנית על ידי שירות המבחן, וביסס את עתירתו על העיקרים הבאים:",,,,,,,,,['כן'],['כן'],,,,
העבירה נעברה לפני כשנתיים וחצי ומאז לא עבר הנאשם עבירות.,,,,,,,,,,,,,,
הנאשם שולב בקבוצה טיפולית שהחלה ביום 22.11.20 ונמשכה 7 חודשים.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
הנאשם מסר בדיקת שתן כל אימת שהתבקש והיא נמצאה נקיה.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : כן', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
העבירה נעברה במסגרת הצורך של הנאשם בסמים אך מאז לא השתמש ולא נגע בהם.,,,,,,,,,,,,,,
הנאשם בעל כוחות חיוביים לתפקוד תקין,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"הנאשם דיבר קצרות לעונש, סיפר כי הוא מתקין מטבחים ועושה הסבה לנדל""ן, לוקח אחריות על כל עבירה שעבר, לא משתמש מאז בסמים, וביקש להקל בעונשו.",,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,['כן'],,,,,
"מתסקיר שירות המבחן שהוגש עלה כי הנאשם, בן 23, לומד בישיבה ועוסק כמתקין מטבחים, בן למשפחה נורמטיבית.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
מדבריו לשירות המבחן עלה כי צרך סמים בפעם הראשונה בחייו יום לפני העבירה והוא אינו משתמש בסמים כלל.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,,,
"בהתייחסו לעבירה טען כי קנה הסמים לצריכתו העצמית בלבד, ואת המשקל שנתפס ברכבו הסביר כאמצעי לשקול את הסם שתכנן לקנות.",,,,,,['לא בעל הסמים'],,,,,,,,
"הנאשם זומן לשתי בדיקות סם, לראשונה לא התייצב והשניה נמצאה נקיה.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"שירות המבחן התרשם כי הנאשם לוקח אחריות פורמלית על פרטי העבירה, ממזער ממשמעותה ומצמצם את חומרתה, ולמעשה לוקח אחריות חלקית בלבד, והכל בשל מאפייני אישיות שאין צורך לפרטם.",,,,,,,,,['לא'],,,,,
"בהתייחס לטיפול אפשרי טען הנאשם כי אינו זקוק לטיפול נוסף (בהמשך, א.ד.) לאחר הטיפול הקבוצתי בו השתתף, ודחה את הצעת השירות.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
מהתסקיר עולה עוד כי הנאשם הופנה לשירות המבחן לנוער בשנת 2018 בעקבות הרשעה בעבירה של נהיגה ללא רישיון.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,,,
בהמשך הופנה לשירות המבחן למבוגרים בהיותו בן 19 בגין 2 הרשעות בעבירות שעניינן חבלה חמורה והטרדה מינית של קטינה.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,,,
