,sentence,true_label,predicted_label,probabilities
268,"משקל מסוים לקולה יינתן לעובדה שהיה זה הסוכן שיצר קשר עם הנאשם בשתי העסקאות,  אך יודגש כי לא מדובר במקרה של סוכן ""מדיח"",  ואף לא הועלתה  מצד ההגנה טענה בהקשר זה.",0,1,0.99945754
669,דברים אלה יפים לטעמי בענייננו וודאי ככל שנוגעים להספקת סם מסוג הסם שמכר הנאשם.,0,1,0.99945575
491,"במסגרת העסקאות מכר הנאשם סך הכול 100 גרם סם מסוכן מסוג קנאביס במחיר של 100 ₪ לגרם ו- 350 ₪ ל- 5 גרם, וזאת במספר הזדמנויות שאינו ידוע במדויק.",0,1,0.99943656
288,"הפנתה לנזק שהיה עלול להיגרם מביצוע העבירות, שכן מדובר בכמות גדולה של סמים מסוכנים מסוג קוקאין שאלמלא היו נמכרים לסוכן משטרתי היו מופצים בקרב הציבור עצמו והיה נגרם נזק רב.",0,1,0.9994349
120,"עוד החזיק הנאשם בדירה הצפונית שני שקים ובהם 3,066.57 גרם סם מסוכן מסוג קנבוס.",0,1,0.9994311
541,"בנסיבות אלה, לאורך תקופה של שלושה חודשים ,בשבע הזדמנויות שונות, מכרו הנאשם 	והאח לבנימין, לסירוגין ביחד ולחוד, סם מסוכן מסוג קנבוס, במשקל שנע בין 1 גרם ל-3 	גרם בכל פעם, בתמורה כספית.",0,1,0.99942553
289,"הדגישה לחומרה את העובדה העולה מהאישום השני, שכן הנאשם הוא היה מלווה בקטינה שנכחה באירוע עצמו במסגרתו הועברו לידי הסוכן כ-70 גרם של סם מסוג קוקאין.",0,1,0.99940646
266,"הסם לא הופץ והנזק שיכול היה להיגרם נמנע, אך אין לזקוף זאת לזכותו של הנאשם, אלא לעובדה שהסם נמסר לסוכן, ובסופו של יום הגיע לידי המשטרה.",0,1,0.999398
347,"לצד כל האמור נתתי משקל לכך שהסם שגודל לא נחשב לסם מסוג הסמים ה""קשים"", כי זה נתפס בטרם הופץ אל השווקים ומכאן שלא נגרם נזק ממשי לבריאות הציבור, ולכך שמעובדות כתב האישום נותר ספק באשר לתקופת הגידול, ומספק זה זכאי ליהנות הנאשם.",0,1,0.99939275
109,"בתחילה הנאשם לא שיתף פעולה והיה מלא זעם, אך לאחר שנה החל לשתף פעולה ואף תמך בנערים אחרים ושילב אותם בפרויקט.",0,1,0.9993697
388,"במועדים הרלבנטיים לכתב האישום החזיק הנאשם במספר טלפון: 055-9257367, וכן באפליקציית טלגרם ב-3 יוזרים שונים לממכר סמים.",0,1,0.9993693
390,"בהמשך, ולאחר ששב המתלונן עם הקטנוע, נטל אדם אחר שזהותו אינה ידועה את הקטנוע ונסע אחרי הרכב.",0,1,0.9993654
