text,CIR_PUNISHMENT,GENERAL_CIRCUM,reject,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ,REGRET,RESPO,CONFESSION,CIRCUM_OFFENSE,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
"על-פי המתואר בעובדות כתב האישום המתוקן, עובר ליום 25.1.17 קשר הנאשם יחד עם אביחי אזולאי (להלן: ""אביחי"") קשר לייבוא סם מסוכן לישראל.",,,,,,,,,,,,,,
"בתאריך 5.2.17, במלון, קיבל אביחי לידיו מזוודה ובה מוטמן סם מסוכן מסוג MDMA במשקל של 2,952.60 גרם נטו.",,,,['MDMA'],['[2.9526 - גרם]'],['לא בעל המעבדה'],,,,,,,,
"כמו כן, לא הוכח שהנאשם היה אמור לזכות ברווחים שיופקו מייבוא הסמים.",,,,,,,,,,,,,,
"על פי תסקיר שירות המבחן, הנאשם כבן 25, בעל 12 שנות לימוד, שירת שירות צבאי מלא כלוחם.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"לאחר שחרורו מצה""ל עבד באופן מזדמן וכיום עובד כמתקין מטבחים בנגריה.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
טרם מעצרו החל לימודים אקדמיים בתחום מדעי ההתנהגות.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
לנאשם אין עבר פלילי.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : כן']",,,,,,,,,,,,
"אף כיום ולאחר שהורשע, הנאשם שולל כל בעייתיות במצבו ומבטא תסכול וכעס לנוכח הרשעתו.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
אינו נוטל אחריות לביצוע העבירה ושולל כל מעורבות בפלילים.,,,,,,,,,['לא'],,,,,
בדיקות שתן שנערכו לנאשם הצביעו על ניקיונו מסמים.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
