,sentence,true_label,predicted_label,probabilities
768,מי אבא שלך.,0,1,0.8923737
781,מסביבי כולם נורמטיביים.,0,1,0.86144346
875,עוצמת הפגיעה בערכים המוגנים אינה נמוכה ופוטנציאל הנזק בלתי מבוטל אף שהמכירה שבוצעה בפועל בכמות קטנה ובסכום נמוך.,0,1,0.8583565
31,אירוע אחד או מספר אירועים,0,1,0.8428835
66,אשת הנאשם - העידה כי הנאשם הוא יד ימינה.,0,1,0.8273258
128,"בהמשך ניסה לפתוח את הדלת, ושוב, תוך כדי נסיעה.",0,1,0.8116923
503,"התביעה טענה, כי העסקאות נערכו במקומות ציבוריים בשעות היום, כאשר ישנם עוברים ושבים ברחוב, דבר המעיד על היעדר כל מורא.",0,1,0.8104019
944,רוני מסקאלצי (אחר/נוסף),0,1,0.8080129
652,"לאחר שמיעת טיעוניה בעניין זה, לא מצאתי, כי אכן קיים ביסוס לטענה זו של ההגנה.",0,1,0.80756724
564,יש למקם את הנאשם בתחתית המתחם.,0,1,0.8063513
686,לירן אוזן,0,1,0.7980726
134,"בהמשך, עלה האחר והתיישב במושב האחורי מאחורי המתלונן.",0,1,0.7957524
650,"לאחר שליחת החבילה, קיבל הנאשם מספר מעקב, בו השתמש לצורך מעקב אחר מיקום החבילה.",0,1,0.7791148
857,"עוד טען, כי הכמות שנתפסה אינה גדולה באופן יחסי למעבדות סמים, וכי מהראיות עולה כי הנאשם לא פעל לבד.",0,1,0.77840114
239,בפועל נגרם נזק שנגדע כתוצאה מתפיסתו של הנאשם.,0,1,0.7778798
160,"ביום 23.3.22 נתפסו במעבדה 485 שתילים של סם קנבוס וכן קנבוס מפוזר במספר מקומות שונים בדירה במשקל כולל של 110 ק""ג נטו.",0,1,0.7743001
508,התובע התייחס לפוטנציאל הפצה העולה מן העבירות ולפיכך לעוצמת פגיעה גבוהה בערכים המוגנים.,0,1,0.77090317
499,התביעה הגישה טיעוניה בכתב (ת/5) והשלימה אותן על פה.,0,1,0.77074236
346,המעשים כללו תכנון והיערכות מראש בשל שימוש באפליקציית טלגרם.,0,1,0.76938653
545,חנה מרים לומפ 54678313-/,0,1,0.76561517
946,שוטרת שהגיעה למקום דפקה על דלת הדירה שממנה בקע הרעש וביקשה מבעל הדירה להזדהות בפניה.,0,1,0.75881577
30,איני סבור כי ניתן לחרוג בצורה כה משמעותית כפי שעותרת ההגנה.,0,1,0.75714695
838,"סימני חבלה שטחיים סביב עין שמאל, פצע בגב העליון וחבלות שטחיות בצוואר, סימן חבלה שטחי באמה השמאלית והמטומה בכתף שמאל.",0,1,0.7556561
37,אני ארצח אותך.,0,1,0.75414544
851,"עוד אציין, כי קשה להלום את טענת ב""כ הנאשם לפיה הוילה ששכר הנאשם לא יועדה גם לשם גידול הסם.",0,1,0.7477069
730,"מאז עסק בתחומים שונים, בהם אבטחת מידע בחברת הייטק, בעל נגרייה עצמאי וכן שותף עם אחרים בתחום זה.",0,1,0.7394574
286,האם בדבריה בקשה כי בנה ישוב לביתם בהקדם.,0,1,0.7379556
646,לאחר מכן נשלחה המזוודה לכתובתו של הנאשם בירושלים.,0,1,0.72609
608,כסוכן סמוי בעיר אילת ( להלן: הסוכן).,0,1,0.7252473
609,כסוכן סמוי בעיר אילת (להלן: הסוכן).,0,1,0.7252473
40,אני לא יכול לעבוד עליהם.,0,1,0.7223475
563,יש להחזיר את הטלפון מסוג iphone12 promax.,0,1,0.7219698
67,אשתו של הנאשם בת 26 ועובדת כמנהלת מזכירות במושב בו מתגורר הזוג.,0,1,0.72157377
495,השוטרת ביקשה מהנוכחים בדירה להישאר בתוכה.,0,1,0.71744895
947,שי משה (עציר),0,1,0.71480024
238,"בפועל נגרם נזק מוגבל נוכח העסקה האחת שיצאה לפועל והנזק הפוטנציאלי גדול, אך לא מומש משום שהנאשמת נתפסה בכף.",0,1,0.7135762
9,5129371,0,1,0.71160966
567,ישראל נהוראי בן יצחק חזן ת.ז.,0,1,0.7111257
653,"לאחר שעברו את המחסום שאל האחר את הנאשם ""איפה הסכין איפה הסכין"", בתגובה חיפש הנאשם את הסכין.",0,1,0.7109351
769,מי המלך..,0,1,0.7079191
261,"בתוך כך טען, כי מכירת הסם נעשתה בהיעדר תחכום, תוך פרסום בפייסבוק, ומכאן כי טענתו של הנאשם לפיה סבר בתמימותו שמדובר בסחר חוקי איננה מופרכת.",0,1,0.7014351
48,אפרט:,0,1,0.6983923
574,"כחמש דקות לאחר מכן, הנאשם לבדו ברכב מסוג קיה, ל.ז 30-522-72 (להלן: ""הרכב"") ונעצר בסמוך לוודים ולסוכן.",0,1,0.69831127
850,"עובר ליום 2.11.21 במועד לא ידוע, הסב הנאשם את השימוש בדירה הצפונית למתחם לגידול סמים מסוכנים מסוג קנבוס.",0,1,0.6971399
365,הנאשם בעצמו,0,1,0.69458437
729,מ.פ.,0,1,0.6929995
110,באשר לנסיבות ביצוע העבירות הפנה לתיקון המשמעותי שנעשה בכתב האישום המלמד על פרק הזמן המינימלי שבו המעבדה פעלה (בהתאם לכתב האישום); על כך שמדובר בדירה ולא בחממה; על כך  שמדובר בדירה שבה התגורר הנאשם ולא בדירה שאותה שכר רק לצורך הגידול; על כך שמספר השתילים וכמות הסם אינם חריגים במיוחד ועל כך שמדובר בעבירת גידול ולא בעבירה של סחר בסמים.,0,1,0.6887107
827,"נע/7 - דו""ח כרטסת הנהלת חשבונות מעסקו של הנאשם.",0,1,0.6881018
862,"עוד מתואר באישום השני, בשעה  19:21 לערך, שלח הנאשם הודעה באפליקציה: ""יאללה בוא אחי אני בבית.",0,1,0.6877426
370,הנאשם הוא המפרנס היחיד ובלעדיו לא תהיה למשפחה הכנסה.,0,1,0.6848695
69,אתה תזחל...,0,1,0.68469495
641,"לאחר ביצוע העבירות, התערבות גורמי אכיפת החוק וההליך המשפטי, ניהל מסעדה, אותה סגר בשל הקורונה וכיום מנהל עסק לגידול בקר.",0,1,0.6842881
582,כך תצמח תועלת למשפחה ולציבור בכלל.,0,1,0.68370897
126,"בהמשך לכך, כאשר הבחין השוטר מנדל בחבילה החלופית הריקה בחדרו של הנאשם, שאל השוטר מנדל את הנאשם מדוע החבילה ריקה, והנאשם השיב כי כך הגיעה.",0,1,0.6835781
778,מנ/1 עולה שהתקופה שעל בסיסה חישבה חברת חשמל את הנזק שנגרם לה היא מיום 06.06.2023 עד ליום 30.11.2023.,0,1,0.6813238
925,ציינה כי היא אישה עובדת אשר מנהלת אורח חיים נורמטיבי.,0,1,0.67937684
864,"עוד נטען, כי מדובר בתחנת סמים שהופעלה על ידי הנאשם באור יום, כשתושבי העיר עוברים ושבים במקום.",0,1,0.67789483
312,"הוא סבר שבמזוודה יש שעונים, ורק כשנעצר הבין שמדובר בסמים.",0,1,0.6765216
311,הוא נשוי ללא ילדים.,0,1,0.6762146
593,"כמו כן נתפסו במקום סכום מזומן בסך 18,777.5 ₪, משקל דיגיטלי, שלושה טלפונים ניידים ושקיות חלוקה.",0,1,0.6759791
455,"הנזק שהיה צפוי להיגרם כתוצאה מביצוע העבירה הוא נזק ממשי וחמור, זאת לנוכח כמות הסם שיובא, אשר נועד להפצה בישראל.",0,1,0.67591596
348,"המתלונן עוד ניסה לפתוח את חגורת הרכב תוך כדי נסיעה בניסיון להיחלץ מהם, אך הנאשם הוא שמנע זאת ממנו.",0,1,0.67280966
592,"כמו כן נתפס בחזקתה כסף מזומן בסך 5,950 ₪ וכן נמצאו שלושה טלפונים ניידים.",0,1,0.6720381
511,"התכנון שקדם לביצוע העבירות: הנאשם החזיק תחנת סמים במועדים הרלוונטיים לכתב האישום, כשהוא מתגורר במקום יחד עם משפחתו, וברור כי קדם תכנון לביצוע העבירות.",0,1,0.66816837
131,"בהמשך, בשעה 13:18 התקשר ודים לסוכן ואמר לו: ""דיברתי איתו הוא 20 דקות פה, תבוא לקיוסק אלכסנדר"" (להלן: ""מקום המפגש"").",0,1,0.66683644
945,"רק כך עלה בידי המתלונן לקפוץ מהרכב, ולזעוק לעזרה.",0,1,0.6664428
791,מריה פיקוס בוגדאנוב 54678313-/,0,1,0.66592664
97,"באותן נסיבות, החזיק הנאשם ברכב ברצפה שמתחת למושב הנוסע הקדמי שקית לבנה ובתוכה 92 שקיות ובתוכן סם מסוכן מסוג קנאביס במשקל כולל של כ-300 גרם נטו, וזאת שלא לצריכתו העצמית.",0,1,0.665114
78,"ב""כ המאשימה ציינה את התיקונים המהותיים לכף קולה, שנערכו בשני כתבי האישום, על רקע קשיים ראייתיים.",0,1,0.66435033
