text,CIR_PUNISHMENT,GENERAL_CIRCUM,reject,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ,REGRET,RESPO,CONFESSION,CIRCUM_OFFENSE,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
"כפי הנטען בעובדות כתב האישום המתוקן בשנית (ת/2), בין החודשים מאי-יולי 2018, גידל הנאשם בסיועם של שריף עמראני ואיאד אל חגוג, 108 שתילים של סם מסוכן מסוג קנבוס במשקל של 10 ק""ג, בשטחי קיבוץ נגבה, צפונית לגבעה 69 ודרומית לגבעת טום ותומר (להלן: ""מקום גידול הסמים"").",,,,['קנביס (קנאביס)'],"['[10 - ק""ג]']",,,,,,,,,
"הנאשם הודה במיוחס לו לעיל, ועל יסוד הודאתו זו הורשע בעבירה של גידול סמים מסוכנים, לפי סעיף 6 לפקודת הסמים המסוכנים [נוסח חדש], התשל""ג-1973 (להלן: ""הפקודה"").",,,,,,,,,,['כן'],,,,
"לעניין נסיבות העושה, ציינה המאשימה כי מחד גיסא, הנאשם נעדר עבר פלילי; הודה וחסך זמן שיפוטי יקר, ואולם, ומאידך גיסא, הלה לא עבר כל הליך טיפולי.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : כן']",,,,,,,,['כן'],,,,
"כמו כן, ההגנה הפנתה למאפייניו החיוביים של הנאשם ובכלל זה לגילו הצעיר, עברו הפלילי הנקי, לאורח חייו הנורמטיבי ולכך שמאז ביצוע העבירה ועד היום לא נפתחו כנגדו תיקים נוספים.",,"['1 : כן', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,,,
"הנאשם, אשר קיבל את ""זכות המילה האחרונה"", הביע חרטה על מעשיו; הבטיח כי מעשים כגון אלו לא ישנו; שיתף כי התחיל בחיים חדשים וכי הוא עובד ברצינות, ובכוונתו להינשא ולבנות בית.",,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,['כן'],,,,,,
"בהקשר זה נתתי דעתי לנסיבותיו האישיות של הנאשם, ובכלל זה להיותו חף מהרשעות קודמות ולפגיעה שעלולה להיגרם לנאשם אם יושת עליו עונש מאסר, וזאת בשים לב לפגיעה הכלכלית הטמונה בכך ולנוכח העובדה כי למעט הסתבכותו בתיק זה, הקפיד הנאשם על ניהול אורח חיים נורמטיבי.",,"['1 : כן', '2 : לא', '3 : כן', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"בנוסף בית המשפט זוקף לזכותו של הנאשם  את העובדה שהוא הודה במיוחס לו, מה שהביא לחיסכון בזמן שיפוטי יקר.",,,,,,,,['לא'],['כן'],['כן'],,,,
"בנוסף, יש לייחס משקל לעובדה כי הנאשם הצטער על מעשיו והתרשמתי בצורה בלתי אמצעית מכנות החרטה שאותה הוא הביע.",,,,,,,,['כן'],['כן'],,,,,
"עוד לא נעלמה מעיני הערכת השירות לפיה, חייו של הנאשם התאפיינו בחוסר יציבות במסגרות החינוך והתעסוקה, כי הוא נעדר כישורי חיים בסיסיים להתמודדות עם מצבים מורכבים, לצד קושי בהצבת גבול להתנהגותו, ונטייה להתערות בחברה שולית, שעומדים ברקע למעשיו ומהווים גורמים מגבירי סיכון להישנות עבירות נוספות מצדו.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"כאן אעיר, כי מתסקיר שירות המבחן שהוגש בעניינו של הנאשם ביום 19.06.2019, עדכן שירות המבחן כי הנאשם הביע רצון להשתלב בהליך טיפולי, אך שירות המבחן התרשם גם הפעם כי הנאשם אינו מזהה כל בעייתיות בהתנהלותו ולכן, השירות לא בא בהמלצה טיפולית בעניינו.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"ברוח הדברים האמורים, לא מצאתי כי בעניינו של הנאשם מתקיימים אותם שיקולי שיקום כבדי משקל שיהיה בהם כדי להצדיק סטייה לקולה ממתחם העונש ההולם אשר נקבע על ידי שכן, מהאמור בתסקירים אכן עולה כי הנאשם שיתף פעולה עם השירות תוך שהגיע למפגשים שנקבעו עמו, ומסר דגימות שתן הנקיות משרידי מסם.",,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : כן', '6 : כן', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"ואולם, וחרף המוטיבציה המילולית שהביע הנאשם להשתלב בטיפול, הלה  התקשה לבחון את התנהגותו באופן ביקורתי, ולזהות צרכים קונקרטיים בהם נדרש לו הסיוע והליווי המקצועי של שירות המבחן.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"כן אציין, כי לא התעלמתי מכך שהנאשם השתלב בתחילת הדרך בקבוצת פיקוח מעצרים המיועדת לאנשים אשר נמצאים במעצר בית במסגרת שירות המבחן; הצליח לעמוד במסגרת הקבוצתית בכך שהגיע באופן סדיר ועקבי וכיבד את כללי הקבוצה; ומסר בדיקות שתן הנקיות משרידי סם.",,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : כן', '6 : כן', '7 : כן', '8 : כן', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,,,
לצד זאת התרשם השירות כי הלה התקשה לבוא במגע עם עולמו הפנימי באופן שהעלה ספקות באשר ליכולתו להירתם ולהיתרם מהמשך הליך טיפולי.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"בכל הנוגע לרכיב פסילת רישיון הנהיגה של הנאשם, בשים לב לעובדה שהמדובר בנאשם הנקי מסמים, מצאתי כי ניתן בזו הפעם ללכת לקראתו בפן הזה ולהסתפק בפסילת רישיון מותנית בלבד.",,"['1 : כן', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : כן']",,,,,,,,,,,,
"9 חודשים מאסר בפועל, לריצוי בעבודות שירות.",,,,,,,,,,,,"['9 חודשים מאסר בפועל, לריצוי בעבודות שירות']",[],[]
"מאסר מותנה למשך 8 חודשים, אשר יופעל אם תוך תקופה של 3 שנים מהיום הנאשם יעבור עבירה לפי פקודת הסמים, מסוג פשע.",,,,,,,,,,,,[],['8 חודשים'],[]
"מאסר מותנה למשך 3 חודשים, אשר יופעל אם תוך תקופה של 3 שנים מהיום הנאשם יעבור עבירה לפי פקודת הסמים, מסוג עוון.",,,,,,,,,,,,[],['3 חודשים'],[]
"קנס בסך 9,000 ₪ או 70 ימי מאסר תמורתו.",,,,,,,,,,,,[],[],"['9,000 ₪']"
הקנס יקוזז מסכום ההפקדה שהופקדה במסגרת הליך המעצר מושא תיק זה.,,,,,,,,,,,,,,
"אני פוסלת את הנאשם מלקבל או מלהחזיק רישיון נהיגה למשך 6 חודשים, וזאת על תנאי    שלא יעבור כל עבירה בניגוד לפקודת הסמים המסוכנים במשך שנתיים מהיום.",,,,,,,,,,,,[],[],[]
"הנאשם יצהיר  על התחייבות כספית על סך 20,000 ₪  שלא לעבור כל עבירה בניגוד לפקודת הסמים המסוכנים, וזאת לתקופה של שלוש שנים מהיום.",,,,,,,,,,,,[],[],[]
ניתן צו להשבת הפלאפונים והכספים שנתפסו לבעלים.,,,,,,,,,,,,,,
"כמפורט בגזר הדין, אני מתחייב להימנע במשך שלוש שנים מהיום מביצוע כל עבירה בניגוד לפקודת הסמים המסוכנים.",,,,,,,,,,,,[],['הנאשם קיבל 3 חודשי מאסר על תנאי'],[]
"הובהר לי כי ככל שאבצע כל עבירה בניגוד לפקודת הסמים המסוכנים, במשך שלוש שנים מהיום, יושת עלי סך של 20,000 ₪ במזומן.",,,,,,,,,,,,[],[],"['20,000 ₪']"
