text,CIR_PUNISHMENT,GENERAL_CIRCUM,reject,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ,REGRET,RESPO,CONFESSION,CIRCUM_OFFENSE,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
"אותה עת החזיק הנאשם במכלול הקליטה שבכלא שתי מנות סם מסוג הרואין במשקל כולל של 2.1404 גרם נטו: מנת סם הרואין במשקל 0.98 גרם נטו אותם פלט הנאשם מפיו, סם מסוכן מסוג קוקאין במשקל 1.0497 שאותו פלט הנאשם, למחרת מקיבתו.",,,,"['הסוג הוא [הרואין], [קוקאין]']","['[0.98 - גרם], [1.0497 - גרם]']","['לא בעל המעבדה, בעל הסמים']",,,,,,,,
"בהמשך היום, החזיק סם מסוכן מסוג הרואין במשקל 0.8840 שאותו פלט מקיבתו.",,,,"['הסוג הוא [הרואין], כפי שמצוין בטקסט: ""החזיק סם מסוכן מסוג הרואין במשקל 0.8840 שאותו פלט מקיבתו.""']",['[0.8840 - גרם]'],['לא בעל המעבדה'],,,,,,,,
"כמתואר בכתב-אישום זה, בתאריך 28.2.17 החזיק הנאשם 2.8389 גרם נטו הרואין, 0.88 גרם נטו וקוקאין במשקל 0.359 גרם נטו.",,,,"['הסוג הוא [הרואין], [קוקאין]']","['[2.8389 - גרם], [0.88 - גרם], [0.359 - גרם]']",,,,,,,,,
"הנאשם חבל באחותו חבלה חמורה, בכך שהכה אותה באמצעות מקל מטאטא בפניה, בגבה, בידה, בעורפה, עד אשר היא איבדה את הכרתה והוא גרם לה לשבר בחוליה 6C בעמוד השדרה הצווארי.",,,,,,,,,,,,,,
"בדרך נס, לא גרם הנאשם לאחותו נכות צמיתה.",,,,,,,,,,,,,,
"עיון בעברו הפלילי של הנאשם מלמד כי זהו נאשם אשר עשה את דרך העבריינות לשגרת חיים, הן בתחום האלימות והן בתחום הסמים.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : כן']",,,,,,,,,,,,
"לחובתו עבר פלילי הכולל 6 הרשעות קודמות (במ/2) והוא ריצה עונשי מאסר בפועל לתקופות שונות: 9 חודשים, 44 חודשים,  25 חודשים, 16 חודשים.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
עונשי מאסר אלו שאותם ריצה בעבר לא הרתיעו אותו מלשוב ולבצע מעשי עבריינות דומים.,,,,,,,,,,,,,,
"בין השאר, ביצע הנאשם את העבירות כאשר מתנוססים נגדו שני מאסרים מותנים בני שמונה וחמישה-עשר חודשים שהינו חב הפעלה.",,,,,,,,,,,,,,
"בתאריך 27.6.12 נגזר דינו של הנאשם בגין עבירות סמים ואמל""ח, בין השאר ל – 38 חודשי מאסר בפועל וכן הוטל מאסר מותנה חב הפעלה בן 15 חודשים (במ/6).",,,,,,,,,,,,,,
"עיון בגזר-הדין זה מלמד, כי הנאשם יחד עם אחרים, החזיק 445 גרם הרואין, 255 גרם קוקאין, שלושה אקדחים וכדורים.",,,,"['הסוג הוא [הרואין], [קוקאין]']","['[255 - גרם], [445 - גרם]']",,,,,,,,,
"במהלך ניהול ההוכחות התרשמתי, כי הנאשם משתייך למשפחה, שאינה ממהרת לשתף פעולה עם רשויות האכיפה: אחיו, אחמד, לא היה מעוניין לשתף את בית-המשפט בידוע לו והעיד: ""ואנחנו נגמור את הבעיה ביחד"" (עמוד 97 שורה 17).",,"['1 : לא', '2 : כן', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
