,sentence,true_label,predicted_label,probabilities
938,ראו למשל:,0,1,0.967427
592,"כמו כן נתפס בחזקתה כסף מזומן בסך 5,950 ₪ וכן נמצאו שלושה טלפונים ניידים.",0,1,0.7885905
69,אתה תזחל...,0,1,0.785505
160,"ביום 23.3.22 נתפסו במעבדה 485 שתילים של סם קנבוס וכן קנבוס מפוזר במספר מקומות שונים בדירה במשקל כולל של 110 ק""ג נטו.",0,1,0.7382241
159,"ביום 20.10.22 שב הנאשם לישראל כשהוא נושא עמו כ-25,303 טבליות סם מסוכן מסוג MDMA שהוטמנו בתא ייעודי שבנה בתחתית מזוודתו, אותו קיבע באמצעות קרש עץ.",0,1,0.70412374
973,תגיד לי שאתה למטה..,0,1,0.69859225
773,"מיד לאחר מכן, ניגש ודים לרכב, מסר את הכסף המזומן לנאשם ונטל ממנו 2 מנות של סם מסוג קוקאין במשקל כולל של 0.28 גרם נטו (להלן: ""הסם"") אותן מסר לסוכן.",0,1,0.69341743
749,מדובר בענייננו סם קשה מסוג קוקאין ובמשקל לא מבוטל שניתן להפיק ממנו כמות גדולה מאד של מנות סם.,0,1,0.68968445
163,"ביחס לנסיבות ביצוע העבירות התייחסה לתכנון שקדם לביצוע העבירות המחייב לימוד הנושא, השקעה כספית, רכישת ציוד מתאים ושכירת מקום לגידול הסמים, לחלקו הבלעדי של הנאשם בביצוע העבירות, לסוג הסם, לכמות הסם הגדולה שהנאשם ייצר והפיק ולתפקידו בשרשרת הפצת הסם, לנזק שנגרם מביצוע העבירות לרבות הנזק שנגרם לחברת חשמל (עשרות אלפי שקלים),  לנזק שצפוי היה להיגרם לו הסם היה מופץ ולסיבות שהביאו את הנאשם לביצוע העבירות (מניע כלכלי).",0,1,0.6822656
576,"כיום היא במצוקה כלכלית בשל חובות שצברה, בין היתר בשל רכישת רכבה.",0,1,0.6715725
851,"עוד אציין, כי קשה להלום את טענת ב""כ הנאשם לפיה הוילה ששכר הנאשם לא יועדה גם לשם גידול הסם.",0,1,0.6698645
