text,CIR_PUNISHMENT,GENERAL_CIRCUM,reject,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ,REGRET,RESPO,CONFESSION,CIRCUM_OFFENSE,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
הנאשם הורשע על פי הודאתו במסגרת הסדר טיעון בכתב אישום מתוקן בעבירות של קשירת קשר לפשע וסיוע לסחר בסם מסוכן מסוג הרואין במשקל של כ-.,,,,,,,,,,['כן'],,,,
"הסוכן הראה למוחמד סך של 50,000 ₪ כחלק מהתמורה וביקש לראות את ""החומר"" בטרם ישלם את שאר הכסף.",,,,,,,,,,,,,,
"בהמשך חתך הסוכן את הצמיג וראה כי מוחבאות בתוכו ארבע חבילות עטופות, אשר הכילו סם מסוכן מסוג הרואין במשקל כולל של .",,,,['הרואין (הרואין)'],['[0.425 - גרם]'],['לא בעל הסמים'],,,,,,,,
הנאשם הודה בעובדות כתב האישום המתוקן לרבות העובדה כי הוא היה מודע לכך שהוא נוסע לביצוע עסקת סמים.,,,,,,"['לא בעל המעבדה, בעל הסמים']",,,,['כן'],,,,
"ההסדר כלל הסכמה לעניין העונש באופן חלקי, באשר לרכיבים הבאים בלבד: שנת פסילה על תנאי למשך שנתיים מיום שחרור הנאשם ממאסר שלא יעבור עבירה לפי פקודת הסמים המסוכנים, קנס בסך 15,000 ₪ או 9 חודשי מאסר תחתיו, ומאסר על תנאי שיוטל לפי שיקול דעת בית המשפט.",,,,,,,,,,,,[],[],[]
"מתסקיר שירות המבחן עולה כי הנאשם רווק, כבן 22, סיים 12 שנות לימוד, ללא עבר פלילי, אשר בטרם מעצרו עבד במשך כשנה וחצי במשרד החקלאות.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"הנאשם סיפר כי מגיל צעיר הוא סובל מבעיה בכליות, נוטל טיפול תרופתי קבוע ונמצא במעקב של גורמי הטיפול.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
הנאשם הביע תחושה של תסכול כתוצאה מפיטוריו ממשרד החקלאות.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"בשיחה עם מעסיקו נמסר לקצינת המבחן כי הנאשם תפקד בצורה טובה מאוד, גילה אחריות והתמדה ללא כל בעייתיות.",,,,,,,,,['כן'],,,,,
"כמו כן, הנאשם הודה בביצוע העבירה וציין כי המניע לביצועה נבע משיקולים כלכליים.",,,,,,,,,,,,,,
"כן מסר לקצינת המבחן כי הסכים לבצע את העבירה באופן חד פעמי, ומתוך כוונה להפיק רווח מהיר, וכן משום שהכיר את מוחמד, ידע כי הינו איש צבא והניח כי מעשה העבירה לא ייחשף.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
