text,CIR_PUNISHMENT,GENERAL_CIRCUM,reject,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ,REGRET,RESPO,CONFESSION,CIRCUM_OFFENSE,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
"הנאשם, חייל בשירות סדיר בזמן ביצוע העבירה, הורשע על פי הודאתו במסגרת הסדר טיעון, בניסיון לייבוא סם מסוכן; במוקד – 951 גרם קוקאין.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,"['הסוג הוא [קוקאין], כפי שמצוין בטקסט: ""הנאשם, חייל בשירות סדיר בזמן ביצוע העבירה, הורשע על פי הודאתו במסגרת הסדר טיעון, בניסיון לייבוא סם מסוכן; במוקד – 951 גרם קוק']",,['לא בעל המעבדה'],,,,['כן'],,,,
"א.		ראשית, טוען הנאשם לקבלת אחריות מלאה למעשיו;",,,,,,,,,['לא'],,,,,
עוד צוין שעל הפרק נאשם שאין לחובתו עבר פלילי קודם מכל סוג שהוא.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"יש בו כדי ללמד על נאשם שהחל את שירותו הצבאי כחייל מקא""מ (חוות השומר), שעשה מאמץ ומצא את דרכו למרות נסיבות חייו הקשות עד לשירות סדיר בצנחנים.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : כן', '6 : לא', '7 : כן', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"גם קצינת המבחן התרשמה מקבלת אחריות ומחרטה מצד הנאשם, כשלהערכתה  המניע למעשה היה כספי.",,,,,,,,,['כן'],,,,,
"ועם כל זאת, מקבץ טיעוני ההגנה עומדים על כנם: מעידה אחת ויחידה, ניסיון שלא הבשיל לעבירה שבוצעה במלואה, קבלת אחריות וחרטה והעדר עבר פלילי קודם.",,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,['כן'],['כן'],,,,,
מאסר לתשעה חדשים שירוצה בעבודות שירות מיום 1.8.19;,,,,,,,,,,,,['המאסר הוא 9 חודשים'],[],[]
כמו כן ירצה הנאשם עשרה חדשי מאסר אם יעבור בשנתיים הקרובות עבירה נוספת על פקודת הסמים המסוכנים.,,,,,,,,,,,,[],['הנאשם קיבל 10 חודשי מאסר על תנאי'],[]
"קנס בסך של 20,000 ₪.",,,,,,,,,,,,[],[],"['20,000 ₪']"
"הקנס יקוזז מכספים מופקדים, וביצוע הפעולה על ידי המזכירות והחזרת היתרה – לא לפני 1.8.19.",,,,,,,,,,,,,,
צו מבחן ל- 18 חודש.,,,,,,,,,,,,,,
