text,CIR_PUNISHMENT,GENERAL_CIRCUM,reject,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ,REGRET,RESPO,CONFESSION,CIRCUM_OFFENSE,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
הנאשמים 1 ו- 2 התגוררו בלונדון וסיכמו עם הנאשמים 3 ו- 4 ועם אדם נוסף לייבא סם מסוכן  מסוג M.D.M.A   מאמסטרדם לישראל.,,,,['MDMA'],['[0.425 - גרם]'],"['לא בעל המעבדה, בעל הסמים']",,,,,,,,
"ביום 15.4.12 טס הנאשם 1 מלונדון לאמסטרדם שם פגש אדם ממנו קיבל את הסם במשקל 536 ג', שהיה מחולק לעשרות מארזים קטנים.",,,,"['הסוג של הסמים הוא [MDMA], כפי שמצוין בטקסט: ""ביום 15.4.12 טס הנאשם 1 מלונדון לאמסטרדם שם פגש אדם ממנו קיבל את הסם במשקל 536 ג\', שהיה מחולק לעשרות מארזים']",['[536 - גרם]'],"['לא בעל המעבדה, בעל הסמים']",,,,,,,,
"בנוסף לזאת, הורשע הנאשם על פי הודאתו בשלושה פרטים נוספים של סחר בסם מסוכן, כך בפרט השלישי הורשע בבצוע 3 עבירות של סחר בגין מכירת סם מסוג קנאביס במשקל 5 ג' כל פעם לצרכנית סמים, בפרט הרביעי הורשע בשלוש עבירות של סחר בסמים בגין מכירת קנאביס שלוש פעמים בכמות של 5-10 ג' כל פעם, ובפרט החמישי הורשע בשש עבירות של סחר בסמים בגין מכירת סם קנאביס.",,,,['קנביס'],,,,,,,,,,
"ביום 24.4.12 החזיק הנאשם בדירתו בת""א סם מסוג חשיש במשקל 97 ג', וסם מסוג קנאביס במשקל 17 ג', וכן החזיק 3 משקלים אלקטרונים לצורך שקילת סמים, ובגין זאת הורשע בעבירות של החזקת סם מסוכן שלא לצריכה עצמית לפי סע' 7(א) + (ג) רישא לפקודת הסמים המסוכנים, ובהחזקת כלים לפי סע' 10 רישא לפקודת הסמים.",,,,,,,,,,,,,,
"משפטו של הנאשם הופרד ע""מ לקבל תסקירי קצין מבחן, ומשפטם של האחרים הסתיים בהסדר טיעון באופן שעל הנאשם 1 הוטל עונש של 23 חודשי מאסר בפועל, 18 חודשי מאסר ע""ת וקנס בסך 5,000 ₪, וכן חולט כסף ומטבע זר שנתפס אצלו.",,,,,,,,,,,,,,
"על הנאשם 2 הוטל עונש של 17 חודשי מאסר בפועל, 18 חודשי מאסר ע""ת וקנס בסך 5,000 ₪ וכן חולט סך של 2,750 ₪ שנתפס אצלו.",,,,,,,,,,,,['הנאשם קיבל 17 חודשי מאסר בפועל'],['18 חודשי מאסר על תנאי'],"['הקנס שקיבל הנאשם הוא 5,000 ₪']"
"על הנאשם 4 הוטל עונש של 16 חודשי מאסר בפועל, 18 חודשי מאסר ע""ת וקנס בסך 5,000 ₪, וכן חולט סך של 620 ₪ שנתפס אצלו.",,,,,,,,,,,,['הנאשם קיבל 16 חודשי מאסר בפועל'],['18 חודשי מאסר על תנאי'],"['הקנס שקיבל הנאשם הוא 5,000 ₪']"
"על הנאשם 5 הוטל עונש של 18 חודשי מאסר מתוכם 6 חודשים בפועל לריצוי בעבודות שירות ו- שנה מאסר ע""ת לשלוש שנים וקנס בסך 3,000 ₪.",,,,,,,,,,,,['הנאשם קיבל 6 חודשי מאסר בפועל'],['הנאשם קיבל 12 חודשי מאסר על תנאי'],"['הנאשם קיבל קנס של 3,000 ₪']"
"בתסקיר מיום 7.2.13 ציין שרות המבחן כי הנאשם התקבל בקהילה הטיפולית לשקום נפגעי סמים ""רוח מדבר"" באיזור הדרום, אין  לו כל רישום פלילי בעברו, הוא גדל כבן הצעיר במשפחה בת 6 נפשות, וסיים 12 שנות לימוד עם תעודת בגרות חלקית.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"מגיל 13 אובחן כסובל מבעיית קשב וריכוז, ובגיל 16 החל לצרוך סמים והתקשה בלימודיו.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
