text,CIR_PUNISHMENT,GENERAL_CIRCUM,reject,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ,REGRET,RESPO,CONFESSION,CIRCUM_OFFENSE,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
"באישום הראשון, הורשע בהחזקת סם לצריכה עצמית ובהכנת סמים מסוכנים, בכך שבתאריך 6.2.18 החזיק 3 יחידות MDMA, 4.9 גרם חשיש ו – 5.4 גרם קנביס מחולקים לחמש מנות, שלא לצריכה עצמית וכן גידל בחדרו שלושה שתילי קנביס במשקל נטו של 15.8 גרם.",,,,"['הסוגים של הסמים הם: [MDMA], [קנביס], [חשיש]']",['[15.8 - גרם]'],"['לא בעל המעבדה, בעל הסמים']",,,,,,,,
"באישום השני, הורשע בשתי עבירות של סחר בסמים, בכך שבתאריכים 10.9.17, 13.9.17 מכר למתן בורנשטיין 2 גרם קנביס תמורת 200 ₪ בכל פעם.",,,,['קנביס (קנאביס)'],['[2 - גרם]'],,,,,,,,,
"באישום השלישי, הורשע בשלוש עבירות של סחר בסמים, בכך שבין ה – 15.10.17 – 31.10.17, בשלוש הזדמנויות  שונות מכר לטל קרקוביץ קנביס במשקל של כגרם תמורת 100 ₪ בכל פעם.",,,,['קנביס'],,,,,,,,,,
"באישום הרביעי, הורשע בריבוי עבירות של סחר בסמים, בכך שבין ה – 7.9.17 – 3.12.17 ""ביותר מהזדמנות אחת"" מכר לאיגור פסצ'ניק קנביס במשקל של 3 גרם תמורת 300 ₪ בכל פעם.",,,,['קנביס'],['[3 - גרם]'],,,,,,,,,
"באישום החמישי, הורשע בעבירה של ניסיון לסחר בסמים, בכך שבתאריך 1.10.17 ניסה למכור לגבריאל ידן קנביס במשקל של כשני גרם תמורת 230 ₪.",,,,['קנביס'],['[2 - גרם]'],"['הנאשם הורשע בניסיון לסחר בסמים, כלומר הוא ניסה למכור קנביס לגבריאל ידן. הוא לא הורשע בשימוש במעבדה, אלא רק בניסיון לסחר בסמים. לכן, הוא לא בעל המעבד']",,,,,,,,
"באישום השישי, הורשע בעבירה של סחר בסמים, בכך שבתאריך 23.9.17 מכר לאושרה בריק קנביס במשקל 6 גרם תמורת 530 ₪.",,,,['קנביס'],['[6 - גרם]'],['[בעל הסמים]'],,,,,,,,
"באישום השביעי, הורשע בשלוש עבירות של סחר בסמים, בכך שבין 5.9.17 – 26.9.18 בכשלוש הזדמנויות מכר ללירון בוסיבה קנביס במשקל של כגרם תמורת 100 ₪ בכל פעם.",,,,['קנביס'],,,,,,,,,,
"ניתן לסכם את כל כתב-האישום בכך שבחודשים ספטמבר – דצמבר 2017 , מכר הנאשם סם מסוכן מסוג קנביס  לשבעה רוכשים שונים (אחד מהם קטין יליד 2000), במקרה אחד ניסיון, לפחות בשנים-עשר מקרים שונים, במשקלים של כגרם עד שישה גרם, תמורת 100 – 550 ₪ בכל פעם, וכן  החזיק בסמים שונים (MDMA – 3 יחידות, חשיש – 4.9 גרם, קנביס מחולק ל – 5 מנות – 5.4 גרם)  וגידל שלושה שתילי קנביס במשקל של כ – 15 גרם.",,,,"['קנביס, MDMA']",['[12 - מקרים]'],"['[בעל הסמים, לא בעל המעבדה]']",,,,,,,,
באשר לעבירת גידול 3 שתילי סם בנסיבות המתוארות והחזקת הסם:,,,,,,"['לא בעל המעבדה, בעל הסמים']",,,,,,,,
"הנאשם מכר סם מסוג קנביס לשבעה קונים שונים, לפחות בשניים עשר מקרים שונים, במקרה אחד ניסה לעשות כן, כל זאת בתקופה של כ – 4 חודשים.",,,,,,"['לא בעל המעבדה, בעל הסמים']",,,,,,,,
