text,CIR_PUNISHMENT,GENERAL_CIRCUM,reject,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ,REGRET,RESPO,CONFESSION,CIRCUM_OFFENSE,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
"הנאשם הודה והורשע על פי הודייתו כי בתאריך 21/2/2013 סמוך לשעה 06:30 בבוקר, בנמל התעופה בן גוריון, עת הגיע ארצה מצרפת החזיק בכליו סם מסוג חשיש במשקל 96.89 גרם נטו.",,,,['קנביס (קנאביס)'],['[96.89 - גרם]'],,,,,,,,,
"הואיל והנאשם אינו תושב ישראל והוא אזרח צרפת, מרכז חייו הם בצרפת, רוצה לומר בפריז, ואוסיף על כך שהנאשם התקבל ללימודי רפואה בפריז וממילא משום אישום זה הפסיד סימיסטר מלימודיו הרי באילוץ שנוצר ביקש ב""כ עו""ד צור לטעון לעונש.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"למותר לציין, שלנאשם אין הרשעות קודמות אך עניין זה לא שכנע התביעה לשנות מעמדתה לעונש כאמור.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : כן', '10 : לא', '11 : לא']",,,,,,,,,,,,
"ב""כ הנאשם הציג לפני אישור כי הנאשם אכן סטודנט בצרפת.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
בהיותו בן 6 עלו הוריו ארצה מתוך כוונה להשתקע ועל פי חוק השבות ניתנה לו אזרחות בהיותו בן להורים יהודיים.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"ויודגש, הנאשם יליד צרפת.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"העבירה בוצעה ביום 21/2/2013, משמע  היה הנאשם  מספר חודשים מעל גיל 18, שאלה היא האם אין מקום במקרה זה, בנוסף לנסיבות החריגות שציינתי לעיל לדון הנאשם על פי דין הנוער.",,,,,,,,,,,,,,
אני גוזר על הנאשם  עונש של 7 חודשי מאסר על תנאי והתנאי הוא שבמשך שלוש שנים מהיום לא יעבור עבירה על פקודת הסמים המסוכנים מסוג פשע.,,,,,,,,,,,,[],['7 חודשי מאסר על תנאי'],[]
5 חודשים מאסר על תנאי והתנאי הוא שבמשך שלוש שנים מהיום לא יעבור הנאשם עבירה על פקודת הסמים המסוכנים מסוג עוון.,,,,,,,,,,,,[],['5 חודשי מאסר על תנאי'],[]
קנס בסך  500  ₪ או חודש מאסר תמורתו.,,,,,,,,,,,,[],[],['500']
הקנס ישולם עד ליום 10.11.13.,,,,,,,,,,,,,,
"אני פוסל להחזיק רישיון נהיגה לרכב מנועי, פסילה בפועל למשך 9 חודשים.",,,,,,,,,,,,[],[],[]
