text,PUNISHMENT,GENERAL_CIRCUM,reject,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
"על פי עובדות כתב האישום, בתמצית רבה, ביום 31/7/2023 טס הנאשם מגרמניה לישראל כשברשותו מזוודה בעלת דופן כפולה, ובה סם מסוכן מסוג קטמין במשקל של 11.4 ק""ג, כשהוא מחולק לשלוש חבילות.",,,,['הסוג של הסמים הוא קטמין'],"['11.4 ק""ג - ק""ג']",,,,,
"על פי המפורט בתסקיר, הנאשם צעיר כבן 27, גרוש ואב לילד בן שלוש.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"לנאשם הרשעה אחת קודמת, בעבירה של קבלת רכב גנוב, בגינה טרם נגזר דינו.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"לדבריו, כבר בגיל 14 החל להמר, ובמהרה התמכר להימורים מתוך צורך בחוויה של ריגוש, ופיתח תלות רגשית בהימורים באופן אינטנסיבי ויומיומי.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"לאחר שהנאשם החל לעבוד לפרנסתו, הוא השקיע את כל כספו בהימורים, נטל הלוואות מבנקים ומגורמים שוליים וצבר הפסדים כספיים גדולים.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"הוא השתלב בקהילה הטיפולית ""רטורנו"", אך לאחר כחודש וחצי עזב.",,,,,,,,,,
"לאחר מכן הנאשם השתלב באשפוזית פרטית, ולאחר שלושה חודשים סיים אותה בהצלחה.",,,,,,,,,,
"למרות זאת, בהמשך הנאשם חזר להמר והמשיך לצבור חובות לגורמים שוליים.",,,,,,,,,,
קצינת המבחן פירטה כי: הנאשם משולב בתעסוקה במהלך מעצרו; לא נערכו בעניינו דיונים משמעתיים; ארבע בדיקות סמים שנערכו לו נמצאו נקיות.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : כן', '10 : לא', '11 : לא']",,,,,,,,
"הנאשם הביע רצון ומוטיבציה להשתלב בטיפול בתחום התמכרויות, נמצא מתאים להשתתף בתוכנית הכנה לטיפול והחל להשתתף בה.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"הוא השתתף באופן פעיל בקבוצות, והביע מודעות לדפוסים שעדיין מצריכים עבודה ושינוי.",,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"להתרשמות שירות המבחן, לנאשם דפוסים התמכרותיים עמוקים ונטייה להתמכרות להימורים.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"העבירה נעברה על ידו על רקע קשריו השוליים, דפוסיו ההתמכרותיים להימורים ורצונו ברווח כספי קל.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"להערכת קצינת המבחן, קיים סיכון ממשי לכך שהנאשם יחזור בעתיד ויעבור עבירות דומות, והפרוגנוזה לשיקומו נמוכה.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"לעמדת ההגנה, יש להביא בחשבון כי הנאשם עתיד לסיים טיפול לא מבוטל במסגרת מאסרו, וכי שהותו בבית הסוהר קשה עליו, ועלולה לגרום לו לחבור לחברה שולית.",,"['1 : כן', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"בהסכמת המאשימה, סבתו של הנאשם, גב' שושי חברוני, הוסיפה לדברי הסנגור וטענה כי הוא ילד טוב שטעה, תנאי המאסר קשים לו מאוד, היא דואגת לו והיחידה שנותנת לו כוח.",,,,,,,,,,
"בדבריו לבית המשפט הנאשם הביע צער על מעשיו, התנצל, אמר שהוא מעוניין לגדל את בנו, לחיות איתו, להיות אבא טוב ולעבור שינוי.",,,,,,,,,,
"ברם, אין להתעלם מכך שבפסיקה אליה המאשימה הפנתה נדון עניינו של נאשם שבנוסף לכמות גדולה של קטמין, ייבא גם כמות גדולה מאוד של קוקאין.",,,,['הסוג של הסמים הוא קוקאין'],"['הכמות של הסמים היא [1.5 ק""ג - קוקאין]']",,,,,
"לחובתו של הנאשם עומדים: הרשעתו הקודמת בעבירה של קבלת רכב גנוב; העולה מהתסקיר כי הוא נמנע מלקבל על עצמו אחריות מלאה למעשיו; והאמור בתסקיר בדבר דפוסיו ההתמכרותיים העמוקים, כישלון ההליכים הטיפוליים הקודמים והסיכון הממשי להישנות עבירות דומות.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,
"מאסר למשך עשרה חודשים, על תנאי למשך שלוש שנים מיום שחרורו ממאסר, אם יעבור עבירת סמים מסוג פשע.",,,,,,,,[],['הנאשם קיבל 10 חודשי מאסר על תנאי'],[]
פסילה מלקבל או מלהחזיק רישיון נהיגה לתקופה של ארבעה חודשים.,,,,,,,,,,
"פסילה מלקבל או מלהחזיק רישיון נהיגה לתקופה של 10 חודשים, על תנאי למשך שלוש שנים מיום שחרורו ממאסר, אם יעבור עבירת סמים מסוג פשע.",,,,,,,,[],['הנאשם קיבל 10 חודשי מאסר על תנאי'],[]
"קנס בסך 5,000 ₪, או חודש מאסר תמורתו.",,,,,,,,[],[],"['5,000 ₪']"
"רכב הנאשם ומכשיר הטלפון שלו, שנתפסו על ידי המאשימה, יחולטו.",,,,,,,,,,
