text,CIR_PUNISHMENT,GENERAL_CIRCUM,reject,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ,REGRET,RESPO,CONFESSION,CIRCUM_OFFENSE,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
"הנאשם הורשע על-פי הודאתו בביצוע עבירה של החזקת סם שלא לצריכה עצמית, לפי סעיפים 7(א)(ג) רישא לפקודת הסמים המסוכנים, בכך שביום 8.4.2016 בחדר במלון בירושלים, החזיק על גופו ובתוך החדר 5 פלטות חשיש במשקל 484 גרם.",,,,,,,,,,['כן'],,,,
"הנאשם הורשע על-פי הודאתו במסגרת תיקון כתב אישום אגב הסדר טיעון, שפרטיו לא הוצגו לבית המשפט, והוא נשלח לשירות המבחן ובהמשך נשלח לממונה על עבודות השירות.",,,,,,,,,,['כן'],,,,
"בעניינו של הנאשם הוגשו ארבעה תסקירים מהם עולה כי הנאשם בסוף שנות העשרים לחייו, רווק ואב לילד פעוט שכרגע נמצא במשמורת הוריו.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
הנאשם גדל במשפחה נורמטיבית שעלתה מחבר המדינות בתחילת שנות התשעים.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
שני הוריו של הנאשם עובדים ויש לו שני אחאים נוספים.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"הנאשם סיים 12 שנות לימוד ואולם בשל מעורבותו בפלילים בגיל העשרה, לא גויס לצבא.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
לאחר מכן עבד בעבודות מזדמנות ובחמש השנים האחרונות עובד בחברת מעליות ומביע שביעות רצון מעבודתו.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
הנאשם קיבל אחריות מלאה למעשים וטען שהחזיק בסמים למען עצמו וכן למען חלוקה בנסיבות חברתיות.,,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,['כן'],,,,,
"לחובת הנאשם חמש הרשעות קודמות עוד מהיותו נער, בתחום הסמים והאלימות, והוא אף ריצה עונש מאסר וכן מאסר בעבודות שירות.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : כן']",,,,,,,,,,,,
"הרשעתו האחרונה בעבירת שימוש עצמי בסמים משנת 2019 (עבירה משנת 2017, שהיא למעשה העבירה האחרונה ברישומו, שכן העבירות בהן הודה לפניי כן משנת 2016).",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,,,
הנאשם החל להשתמש בסמים בגיל העשרה וחבר לחברה עבריינית ועל רקע זה ביצע עבירות.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
לדבריו בחמש השנים האחרונות אינו צורך סמים ואכן בדיקות שתן שמסר לשירות המבחן לא העידו על שימוש בסמים.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,,,
"לצד זאת, למרות התחייבות מילולית של הנאשם להירתם לטיפול, ולמרות מספר הזדמנויות שניתנו לו, הוא לא עשה כן, ולמרות שבאחד התסקירים המליץ שירות המבחן על גישה טיפולית והטלת של""ץ, חזר בו שירות המבחן מהמלצתו ונמנע מהמלצה טיפולית או עונשית.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"מהתסקירים האחרונים עולה כי הנאשם מצוי במשבר, בין היתר על רקע הרצון להיות משמורן על בנו והקשיים הכרוכים בכך.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"מאידך, הסניגור ביקש להטיל על הנאשם צו של""ץ בשל נסיבותיו האישיות של הנאשם.",,,,,,,,,,,,,,
"אשר לנסיבות ביצוע העבירה – מדובר בעבירה מתוכננת ובכמות נכבדה של סם, שלפי דברי הנאשם עצמו, נועדה לצריכתו שלו ולצריכת חבריו.",,,,"['הסוג הוא [קנביס], כפי שמצוין בטקסט: ""כמות נכבדה של סם, שלפי דברי הנאשם עצמו, נועדה לצריכתו שלו ולצריכת חבריו.""']",,"['[בעל הסמים, לא בעל המעבדה]']",,,,,,,,
הנאשם אחראי בלעדית למעשים.,,,,,,,,,['לא'],,,,,
"אשר לנסיבות שאינן קשורות בביצוע העבירה – לקולא, הודאת הנאשם וקבלת האחריות והחסכון בזמן שיפוטי.",,,,,,,,['לא'],['כן'],['כן'],,,,
הנאשם מסר בדיקות שתן נקיות שהעידו על ניקיון מסמים לאורך תקופה ארוכה.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
הנאשם הפך לאב בשנתיים האחרונות ויש לו שאיפות נורמטיביות בהקשר זה.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,,,
כמו כן הוא שומר על יציבות תעסוקתית.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"חודשיים מאסר לריצוי בעבודות שירות באיחוד והצלה בבית שמש/הר טוב, החל מיום 1.11.2022.",,,,,,,,,,,,"['הנאשם קיבל חודשיים מאסר לריצוי בעבודות שירות באיחוד והצלה בבית שמש/הר טוב, החל מיום 1.11.2022']",[],[]
"חודש מאסר שלא ירוצה, אלא אם יעבור הנאשם בתוך שלוש שנים מסיום עבודות השירות כל עבירת עוון לפי פקודת הסמים המסוכנים;",,,,,,,,,,,,"['הנאשם קיבל חודש מאסר שלא ירוצה, כלומר הוא לא יישב בכלא בפועל']",['הנאשם קיבל חודש מאסר על תנאי'],[]
"6 חודשי מאסר שלא ירוצו, אלא אם יעבור הנאשם בתוך שלוש שנים מסיום עבודות השירות כל עבירת פשע לפי פקודת הסמים המסוכנים;",,,,,,,,,,,,['6 חודשי מאסר'],['6 חודשי מאסר על תנאי'],[]
"קנס בסך 2,500 ₪ או 10 ימי מאסר תמורתו אם לא ישולם.",,,,,,,,,,,,[],[],"['2,500 ₪']"
הקנס ישולם ב-10 תשלומים שווים ורצופים החל מיום 1.10.2022 ובכל 1 לחודש רציף ועוקב.,,,,,,,,,,,,,,
"התחייבות בסך 5,000 ₪ שלא לבצע כל עבירת סמים (פשע ועוון) בתוך שנתיים מהיום.",,,,,,,,,,,,[],['הנאשם קיבל 5 חודשי מאסר על תנאי'],[]
מורה על השמדת הסמים.,,,,,,,,,,,,,,
